,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Luke Breust,FWD,2,2,59,0,1,82,2015,Grand Final
1,1,Andrew Gaff,MID,2,0,103,0,0,92,2015,Grand Final
2,1,David Hale,RUC,2,1,42,0,1,59,2015,Grand Final
3,1,Jordan Lewis,MID,2,1,114,0,0,84,2015,Grand Final
4,1,Chris Masten,MID,2,0,57,0,0,83,2015,Grand Final
5,6,Jamie Cripps,FWD,1,1,62,0,0,82,2015,Grand Final
6,6,Taylor Duryea,DEF,1,0,98,1,1,86,2015,Grand Final
7,6,Xavier Ellis,DEF,1,0,48,0,3,73,2015,Grand Final
8,6,Josh Gibson,KEYD,1,1,99,0,10,100,2015,Grand Final
9,6,Josh Hill,FWD,1,0,53,2,3,82,2015,Grand Final
10,6,Luke Hodge,MID,1,0,127,0,3,87,2015,Grand Final
11,6,Shannon Hurn,DEF,1,0,56,0,3,90,2015,Grand Final
12,6,Sam Mitchell,MID,1,2,114,0,1,90,2015,Grand Final
13,6,Nic Naitanui,RUC,1,1,59,0,5,80,2015,Grand Final
14,6,Matthew Priddis,MID,1,1,86,0,1,86,2015,Grand Final
15,6,Cyril Rioli,FWD,1,0,108,1,3,79,2015,Grand Final
16,6,Matt Rosa,MID,1,0,29,0,0,31,2015,Grand Final
17,6,Jarryd Roughead,KEYF,1,1,104,0,2,95,2015,Grand Final
18,6,Dom Sheed,MID,1,0,40,0,1,74,2015,Grand Final
19,6,Liam Shiels,MID,1,0,75,0,3,83,2015,Grand Final
20,6,Luke Shuey,MID,1,3,86,1,0,83,2015,Grand Final
21,6,Isaac Smith,MID,1,0,112,0,2,81,2015,Grand Final
22,23,Grant Birchall,DEF,0,0,96,1,1,77,2015,Grand Final
23,23,Shaun Burgoyne,DEF,0,0,102,0,2,84,2015,Grand Final
24,23,Sam Butler,DEF,0,0,83,0,2,91,2015,Grand Final
25,23,Jack Darling,KEYF,0,0,53,0,3,91,2015,Grand Final
26,23,James Frawley,KEYD,0,0,96,0,5,98,2015,Grand Final
27,23,Jack Gunston,KEYF,0,0,112,0,2,87,2015,Grand Final
28,23,Bradley Hill,MID,0,1,50,0,0,82,2015,Grand Final
29,23,Mark Hutchings,MID,0,3,51,1,0,85,2015,Grand Final
30,23,Josh J. Kennedy,KEYF,0,0,45,0,1,100,2015,Grand Final
31,23,Brian Lake,KEYD,0,0,89,0,10,79,2015,Grand Final
32,23,Mark LeCras,FWD,0,0,69,0,1,92,2015,Grand Final
33,23,Ben McEvoy,RUC,0,2,66,0,4,74,2015,Grand Final
34,23,Jeremy McGovern,KEYD,0,1,52,1,5,74,2015,Grand Final
35,23,Paul Puopolo,FWD,0,0,72,0,2,84,2015,Grand Final
36,23,Ryan Schoenmakers,KEYF,0,1,102,0,5,88,2015,Grand Final
37,23,Will Schofield,KEYD,0,0,42,0,5,92,2015,Grand Final
38,23,Brad Sheppard,DEF,0,0,67,0,11,90,2015,Grand Final
39,23,Callum Sinclair,RUC,0,0,26,0,3,58,2015,Grand Final
40,23,Ben Stratton,DEF,0,1,50,0,4,96,2015,Grand Final
41,23,Matthew Suckling,DEF,0,0,46,0,0,26,2015,Grand Final
42,23,Sharrod Wellingham,DEF,0,0,42,0,5,85,2015,Grand Final
43,23,Elliot Yeo,MID,0,4,18,1,3,87,2015,Grand Final
