,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Hamish Hartlett,DEF,4,1,38,0,2,89,2020,Preliminary Finals
1,1,Peter Ladhams,RUC,4,5,29,0,1,87,2020,Preliminary Finals
2,3,Karl Amon,MID,3,1,62,0,3,84,2020,Preliminary Finals
3,3,Dylan Grimes,KEYD,3,1,29,0,4,100,2020,Preliminary Finals
4,5,David Astbury,KEYD,2,1,33,0,0,60,2020,Preliminary Finals
5,5,Liam Baker,DEF,2,1,44,0,0,84,2020,Preliminary Finals
6,5,Charlie Dixon,KEYF,2,0,57,0,0,100,2020,Preliminary Finals
7,5,Xavier Duursma,MID,2,1,79,1,1,79,2020,Preliminary Finals
8,5,Robbie Gray,FWD,2,2,59,0,2,85,2020,Preliminary Finals
9,5,Tom Jonas,KEYD,2,1,53,0,8,95,2020,Preliminary Finals
10,5,Jarryd Lyons,MID,2,2,62,0,1,87,2020,Preliminary Finals
11,5,Lincoln McCarthy,FWD,2,0,67,1,0,72,2020,Preliminary Finals
12,5,Toby Nankervis,RUC,2,1,106,0,4,69,2020,Preliminary Finals
13,5,Lachie Neale,MID,2,0,99,0,3,94,2020,Preliminary Finals
14,5,Jack Riewoldt,KEYF,2,1,32,0,2,92,2020,Preliminary Finals
15,5,Tom Rockliff,MID,2,1,74,0,1,78,2020,Preliminary Finals
16,5,Joel Selwood,MID,2,2,83,0,0,76,2020,Preliminary Finals
17,18,Zac Bailey,FWD,1,0,41,0,1,83,2020,Preliminary Finals
18,18,Noah Balta,KEYD,1,3,38,0,10,90,2020,Preliminary Finals
19,18,Jarrod Berry,MID,1,1,26,0,0,73,2020,Preliminary Finals
20,18,Mark Blicavs,KEYD,1,1,62,0,0,84,2020,Preliminary Finals
21,18,Travis Boak,MID,1,0,80,0,0,82,2020,Preliminary Finals
22,18,Shai Bolton,MID,1,3,48,0,1,90,2020,Preliminary Finals
23,18,Charlie Cameron,FWD,1,0,33,0,1,91,2020,Preliminary Finals
24,18,Jason Castagna,FWD,1,1,24,0,1,77,2020,Preliminary Finals
25,18,Mitch Duncan,MID,1,0,85,1,1,82,2020,Preliminary Finals
26,18,Jack Graham,MID,1,1,50,0,0,65,2020,Preliminary Finals
27,18,Bachar Houli,DEF,1,1,46,0,0,76,2020,Preliminary Finals
28,18,Dan Houston,DEF,1,1,69,0,4,83,2020,Preliminary Finals
29,18,Kane Lambert,FWD,1,1,69,0,0,78,2020,Preliminary Finals
30,18,Stefan Martin,RUC,1,0,43,0,0,50,2020,Preliminary Finals
31,18,Kamdyn McIntosh,MID,1,1,47,1,2,77,2020,Preliminary Finals
32,18,Steven Motlop,FWD,1,1,44,0,0,78,2020,Preliminary Finals
33,18,Brandan Parfitt,MID,1,0,83,0,0,66,2020,Preliminary Finals
34,18,Jack Payne,KEYD,1,0,50,0,3,75,2020,Preliminary Finals
35,18,Cam Rayner,FWD,1,0,36,0,0,73,2020,Preliminary Finals
36,18,Gary Rohan,FWD,1,1,64,0,3,89,2020,Preliminary Finals
37,18,Jayden Short,DEF,1,1,46,1,1,82,2020,Preliminary Finals
38,18,Harry Taylor,KEYD,1,0,31,0,4,88,2020,Preliminary Finals
39,18,Dayne Zorko,MID,1,0,52,0,1,72,2020,Preliminary Finals
40,41,Gary Ablett,FWD,0,1,75,0,1,74,2020,Preliminary Finals
41,41,Callum Ah Chee,DEF,0,1,35,0,1,87,2020,Preliminary Finals
42,41,Harris Andrews,KEYD,0,0,44,0,5,93,2020,Preliminary Finals
43,41,Jed Bews,DEF,0,1,47,0,2,84,2020,Preliminary Finals
44,41,Grant Birchall,DEF,0,0,38,0,1,67,2020,Preliminary Finals
45,41,Nathan Broad,DEF,0,0,51,0,2,89,2020,Preliminary Finals
46,41,Ryan Burton,DEF,0,0,15,0,2,54,2020,Preliminary Finals
47,41,Zak Butters,FWD,0,0,41,0,1,86,2020,Preliminary Finals
48,41,Darcy Byrne-Jones,DEF,0,0,47,0,1,83,2020,Preliminary Finals
49,41,Tom Clurey,KEYD,0,0,51,0,5,93,2020,Preliminary Finals
50,41,Trent Cotchin,MID,0,0,66,0,3,74,2020,Preliminary Finals
51,41,Luke Dahlhaus,FWD,0,0,25,0,0,78,2020,Preliminary Finals
52,41,Patrick Dangerfield,MID,0,0,65,0,2,92,2020,Preliminary Finals
53,41,Brad Ebert,FWD,0,0,88,0,3,76,2020,Preliminary Finals
