,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Ben Brown,KEYF,4,1,67,0,4,82,2021,Grand Final
1,2,Jack Viney,MID,3,2,86,0,0,79,2021,Grand Final
2,3,Taylor Duryea,DEF,2,2,55,0,2,75,2021,Grand Final
3,3,Tim English,RUC,2,0,67,0,5,88,2021,Grand Final
4,3,Tom Liberatore,MID,2,1,96,0,1,87,2021,Grand Final
5,3,Stefan Martin,RUC,2,2,64,0,3,70,2021,Grand Final
6,3,Clayton Oliver,MID,2,1,138,0,2,89,2021,Grand Final
7,3,Christian Petracca,MID,2,0,139,0,0,94,2021,Grand Final
8,3,Christian Salem,DEF,2,0,133,0,0,88,2021,Grand Final
9,10,Angus Brayshaw,MID,1,0,95,2,6,85,2021,Grand Final
10,10,Josh Dunkley,FWD,1,0,83,0,1,80,2021,Grand Final
11,10,Bayley Fritsch,FWD,1,1,87,0,0,79,2021,Grand Final
12,10,Max Gawn,RUC,1,2,101,0,3,86,2021,Grand Final
13,10,Mitch Hannan,FWD,1,0,34,0,1,78,2021,Grand Final
14,10,Lachie Hunter,MID,1,1,61,1,0,84,2021,Grand Final
15,10,Luke Jackson,RUC,1,0,83,0,2,78,2021,Grand Final
16,10,Jake Lever,KEYD,1,0,56,0,7,100,2021,Grand Final
17,10,Jack Macrae,MID,1,1,103,0,0,78,2021,Grand Final
18,10,Harrison Petty,KEYD,1,2,21,0,2,95,2021,Grand Final
19,10,Roarke Smith,MID,1,0,80,1,3,83,2021,Grand Final
20,21,Marcus Bontempelli,MID,0,3,108,2,6,86,2021,Grand Final
21,21,Jake Bowey,DEF,0,0,56,0,4,76,2021,Grand Final
22,21,Zaine Cordy,KEYD,0,2,58,0,5,100,2021,Grand Final
23,21,Bailey Dale,DEF,0,0,73,1,3,77,2021,Grand Final
24,21,Caleb Daniel,DEF,0,0,126,2,1,89,2021,Grand Final
25,21,James Harmes,MID,0,0,54,0,1,71,2021,Grand Final
26,21,Michael Hibberd,DEF,0,0,20,0,2,79,2021,Grand Final
27,21,Jason Johannisen,FWD,0,0,53,1,2,85,2021,Grand Final
28,21,James Jordon,MID,0,0,0,0,0,0,2021,Grand Final
29,21,Alex Keath,KEYD,0,3,40,0,3,97,2021,Grand Final
30,21,Ed Langdon,MID,0,0,58,4,0,96,2021,Grand Final
31,21,Steven May,KEYD,0,0,60,1,7,97,2021,Grand Final
32,21,Tom McDonald,KEYF,0,0,44,0,1,75,2021,Grand Final
33,21,Aaron Naughton,KEYF,0,0,42,0,1,85,2021,Grand Final
34,21,Alex Neal-Bullen,FWD,0,0,89,0,0,88,2021,Grand Final
35,21,Kysaiah Pickett,FWD,0,1,19,0,1,74,2021,Grand Final
36,21,Trent Rivers,DEF,0,0,40,0,3,66,2021,Grand Final
37,21,Josh Schache,KEYD,0,1,40,0,5,76,2021,Grand Final
38,21,Bailey Smith,MID,0,1,81,0,0,83,2021,Grand Final
39,21,Charlie Spargo,FWD,0,2,23,0,1,58,2021,Grand Final
40,21,Tom Sparrow,FWD,0,1,53,0,0,66,2021,Grand Final
41,21,Adam Treloar,FWD,0,1,93,1,1,74,2021,Grand Final
42,21,Laitham Vandermeer,FWD,0,0,0,0,0,0,2021,Grand Final
43,21,Cody Weightman,FWD,0,0,28,0,3,63,2021,Grand Final
44,21,Bailey Williams,DEF,0,0,43,0,3,79,2021,Grand Final
45,21,Easton Wood,DEF,0,1,43,0,4,83,2021,Grand Final
