,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Stefan Martin,RUC,7,1,91,0,2,74,2019,Semi Finals
1,2,Jack Redden,MID,6,2,63,0,4,76,2019,Semi Finals
2,3,Jarrod Berry,MID,5,2,76,0,3,75,2019,Semi Finals
3,4,Jeremy McGovern,KEYD,4,0,72,0,7,91,2019,Semi Finals
4,4,Matt de Boer,MID,4,3,66,1,2,84,2019,Semi Finals
5,6,Jeremy Finlayson,KEYF,3,0,72,2,3,79,2019,Semi Finals
6,6,Shane Mumford,RUC,3,8,69,0,3,83,2019,Semi Finals
7,6,Liam Ryan,FWD,3,2,45,0,1,75,2019,Semi Finals
8,9,Gary Ablett,FWD,2,4,61,0,2,85,2019,Semi Finals
9,9,Tom Atkins,FWD,2,0,71,0,0,87,2019,Semi Finals
10,9,Jeremy Cameron,KEYF,2,2,85,0,4,88,2019,Semi Finals
11,9,Allen Christensen,FWD,2,1,65,0,2,70,2019,Semi Finals
12,9,Toby Greene,FWD,2,2,111,0,2,85,2019,Semi Finals
13,9,Cameron Guthrie,MID,2,1,122,0,3,62,2019,Semi Finals
14,9,Jacob Hopper,MID,2,2,84,0,1,78,2019,Semi Finals
15,9,Jarryd Lyons,MID,2,0,106,0,1,80,2019,Semi Finals
16,9,Sam Menegola,MID,2,3,64,0,0,84,2019,Semi Finals
17,9,Lachie Neale,MID,2,2,58,0,1,88,2019,Semi Finals
18,9,Daniel Rich,DEF,2,0,94,0,2,85,2019,Semi Finals
19,9,Will Schofield,KEYD,2,1,23,0,5,90,2019,Semi Finals
20,9,Joel Selwood,MID,2,2,116,0,1,80,2019,Semi Finals
21,9,Dom Sheed,MID,2,1,50,0,1,72,2019,Semi Finals
22,9,Dayne Zorko,MID,2,2,108,1,1,87,2019,Semi Finals
23,24,Charles Cameron,FWD,1,0,64,2,1,86,2019,Semi Finals
24,24,Aidan Corr,KEYD,1,1,57,0,0,78,2019,Semi Finals
25,24,Patrick Dangerfield,MID,1,2,77,0,0,86,2019,Semi Finals
26,24,Phil Davis,KEYD,1,0,58,0,9,89,2019,Semi Finals
27,24,Andrew Gaff,MID,1,0,120,1,0,90,2019,Semi Finals
28,24,Darcy Gardiner,DEF,1,2,57,0,4,93,2019,Semi Finals
29,24,Tom Hawkins,KEYF,1,0,82,0,2,91,2019,Semi Finals
30,24,Tom Hickey,RUC,1,0,60,0,0,57,2019,Semi Finals
31,24,Luke Hodge,DEF,1,0,78,0,1,81,2019,Semi Finals
32,24,Lewis Jetta,DEF,1,1,81,3,4,84,2019,Semi Finals
33,24,Josh J. Kennedy,KEYF,1,1,45,0,1,83,2019,Semi Finals
34,24,Jake Kolodjashnij,DEF,1,0,63,0,5,87,2019,Semi Finals
35,24,Daniel Lloyd,FWD,1,0,40,0,0,78,2019,Semi Finals
36,24,Lincoln McCarthy,FWD,1,1,56,0,2,84,2019,Semi Finals
37,24,Hugh McCluggage,MID,1,1,93,0,1,91,2019,Semi Finals
38,24,Oscar McInerney,RUC,1,1,53,0,6,77,2019,Semi Finals
39,24,Daniel McStay,KEYF,1,0,54,0,2,87,2019,Semi Finals
40,24,Gryan Miers,FWD,1,1,61,0,0,77,2019,Semi Finals
41,24,Jackson Nelson,DEF,1,1,44,0,2,86,2019,Semi Finals
42,24,Jack Petruccelle,FWD,1,0,50,0,1,73,2019,Semi Finals
43,24,Esava Ratugolea,KEYF,1,2,73,0,0,74,2019,Semi Finals
44,24,Cam Rayner,FWD,1,0,40,0,0,75,2019,Semi Finals
45,24,Sam J. Reid,DEF,1,3,32,0,4,88,2019,Semi Finals
46,24,Luke Shuey,MID,1,0,98,0,0,77,2019,Semi Finals
47,24,Harry Taylor,KEYD,1,1,49,0,0,81,2019,Semi Finals
