,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Tom Mitchell,MID,4,3,115,0,1,90,2018,Semi Finals
1,1,Clayton Oliver,MID,4,1,88,1,2,84,2018,Semi Finals
2,3,James Sicily,DEF,3,1,65,0,3,93,2018,Semi Finals
3,3,Jack Viney,MID,3,3,81,0,2,67,2018,Semi Finals
4,5,Angus Brayshaw,MID,2,2,61,0,1,68,2018,Semi Finals
5,5,Luke Breust,FWD,2,0,61,0,0,83,2018,Semi Finals
6,5,Stephen Coniglio,MID,2,1,135,0,0,83,2018,Semi Finals
7,5,Mason Cox,KEYF,2,1,63,0,9,91,2018,Semi Finals
8,5,Sam Frost,KEYD,2,0,61,0,4,95,2018,Semi Finals
9,5,Jack Gunston,KEYF,2,1,100,0,0,93,2018,Semi Finals
10,5,James Harmes,MID,2,2,104,0,2,84,2018,Semi Finals
11,5,Ricky Henderson,MID,2,2,86,0,0,81,2018,Semi Finals
12,5,Jacob Hopper,MID,2,1,77,0,0,73,2018,Semi Finals
13,5,Jarman Impey,DEF,2,0,68,2,0,70,2018,Semi Finals
14,5,Lachlan Keeffe,KEYD,2,2,34,0,8,92,2018,Semi Finals
15,5,Harry Morrison,FWD,2,1,61,0,1,75,2018,Semi Finals
16,5,Steele Sidebottom,MID,2,1,111,1,2,87,2018,Semi Finals
17,5,Charlie Spargo,FWD,2,0,66,0,0,71,2018,Semi Finals
18,5,Josh Thomas,FWD,2,0,78,0,4,79,2018,Semi Finals
19,20,Taylor Adams,MID,1,1,110,0,0,84,2018,Semi Finals
20,20,Shaun Burgoyne,MID,1,1,48,0,3,89,2018,Semi Finals
21,20,Jordan De Goey,FWD,1,1,81,0,3,86,2018,Semi Finals
22,20,Brett Deledio,MID,1,0,68,0,0,79,2018,Semi Finals
23,20,Taylor Duryea,DEF,1,1,39,0,2,87,2018,Semi Finals
24,20,Bayley Fritsch,FWD,1,2,59,0,1,82,2018,Semi Finals
25,20,Toby Greene,FWD,1,1,34,0,0,85,2018,Semi Finals
26,20,Brodie Grundy,RUC,1,0,111,0,4,85,2018,Semi Finals
27,20,Mitch Hannan,FWD,1,0,51,0,2,77,2018,Semi Finals
28,20,Will Hoskin-Elliott,FWD,1,0,105,0,3,90,2018,Semi Finals
29,20,Jeremy Howe,DEF,1,0,77,0,6,85,2018,Semi Finals
30,20,Neville Jetta,DEF,1,3,55,0,4,77,2018,Semi Finals
