,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Tom Campbell,RUC,6,0,86,0,5,84,2022,Round 23
1,1,Tom J. Lynch,KEYF,6,0,127,0,1,72,2022,Round 23
2,3,Tom Barrass,KEYD,4,0,75,0,8,97,2022,Round 23
3,3,Kieren Briggs,RUC,4,5,54,0,4,77,2022,Round 23
4,3,Sam Docherty,DEF,4,1,137,1,0,85,2022,Round 23
5,3,Zach Merrett,MID,4,2,125,0,0,85,2022,Round 23
6,3,Connor Rozee,FWD,4,0,144,0,1,88,2022,Round 23
7,8,Trent Cotchin,MID,3,0,85,0,1,76,2022,Round 23
8,8,Josh Daicos,MID,3,3,125,0,0,91,2022,Round 23
9,8,Isaac Heeney,FWD,3,3,100,0,0,86,2022,Round 23
10,8,Dyson Heppell,DEF,3,1,77,0,3,86,2022,Round 23
11,8,Jason Horne-Francis,FWD,3,2,74,2,1,73,2022,Round 23
12,8,Lachie Hunter,MID,3,0,111,0,0,81,2022,Round 23
13,8,Rory Laird,MID,3,0,116,0,1,82,2022,Round 23
14,8,Caleb Marchbank,DEF,3,0,47,0,5,97,2022,Round 23
15,8,Jai Newcombe,MID,3,3,65,0,0,76,2022,Round 23
16,8,Nathan O'Driscoll,MID,3,1,83,0,0,83,2022,Round 23
17,8,Cam Rayner,FWD,3,2,79,0,1,79,2022,Round 23
18,8,Harry Schoenberg,MID,3,3,62,0,3,75,2022,Round 23
19,8,Jake Stein,KEYD,3,0,47,0,4,70,2022,Round 23
20,8,David Swallow,MID,3,0,140,0,5,82,2022,Round 23
21,8,Michael Walters,FWD,3,0,87,0,1,79,2022,Round 23
22,8,Peter Wright,KEYF,3,0,94,0,1,97,2022,Round 23
23,24,Leek Aleer,KEYD,2,0,64,0,6,83,2022,Round 23
24,24,Noah Anderson,MID,2,2,114,6,2,86,2022,Round 23
25,24,Mac Andrew,KEYD,2,0,39,0,3,78,2022,Round 23
26,24,Josh Battle,KEYD,2,1,57,0,1,49,2022,Round 23
27,24,Mark Blicavs,RUC,2,2,100,0,1,82,2022,Round 23
28,24,Will Brodie,MID,2,0,117,0,0,72,2022,Round 23
29,24,Dan Butler,FWD,2,2,60,0,1,76,2022,Round 23
30,24,Zak Butters,FWD,2,1,121,0,4,81,2022,Round 23
31,24,Charlie Cameron,FWD,2,0,49,0,0,80,2022,Round 23
32,24,Darcy Cameron,RUC,2,1,79,0,3,68,2022,Round 23
33,24,Adam Cerra,MID,2,0,129,0,0,76,2022,Round 23
34,24,Charlie Comben,KEYF,2,2,40,0,0,71,2022,Round 23
35,24,Patrick Cripps,MID,2,3,95,0,2,86,2022,Round 23
36,24,Jamie Cripps,FWD,2,0,96,0,0,87,2022,Round 23
37,24,Isaac Cumming,DEF,2,2,84,0,3,82,2022,Round 23
38,24,Alex Davies,FWD,2,1,68,0,2,78,2022,Round 23
39,24,Jamie Elliott,FWD,2,0,61,0,1,87,2022,Round 23
40,24,Lance Franklin,KEYF,2,2,55,1,1,93,2022,Round 23
41,24,Todd Goldstein,RUC,2,4,85,0,6,90,2022,Round 23
42,24,Hugh Greenwood,MID,2,1,115,0,3,79,2022,Round 23
43,24,Dan Hannebery,MID,2,1,107,0,0,70,2022,Round 23
44,24,Nick Hind,DEF,2,0,74,0,0,80,2022,Round 23
45,24,Jacob Hopper,MID,2,1,82,0,0,79,2022,Round 23
46,24,Dan Houston,DEF,2,1,64,0,4,83,2022,Round 23
47,24,Michael Hurley,KEYF,2,0,31,0,1,75,2022,Round 23
48,24,Chayce Jones,DEF,2,0,49,0,0,88,2022,Round 23
49,24,Josh Kelly,MID,2,2,81,0,2,80,2022,Round 23
50,24,Tim Kelly,MID,2,0,95,0,1,84,2022,Round 23
51,24,Sean Lemmens,DEF,2,2,68,0,3,70,2022,Round 23
52,24,Patrick Lipinski,FWD,2,1,76,0,1,83,2022,Round 23
53,24,Oscar McInerney,RUC,2,0,78,0,3,86,2022,Round 23
54,24,Lloyd Meek,RUC,2,1,62,0,4,82,2022,Round 23
55,24,Ben Miller,KEYD,2,0,50,0,3,72,2022,Round 23
56,24,Tom Mitchell,MID,2,0,84,0,0,72,2022,Round 23
57,24,Darcy Moore,KEYD,2,0,94,0,12,96,2022,Round 23
58,24,Harry Morrison,MID,2,0,94,0,1,82,2022,Round 23
59,24,Reilly O'Brien,RUC,2,0,128,0,12,87,2022,Round 23
60,24,Clayton Oliver,MID,2,1,106,0,2,85,2022,Round 23
