,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Josh Dunkley,MID,4,2,86,0,3,86,2019,Finals Week 1
1,1,Josh Kelly,MID,4,0,91,0,1,84,2019,Finals Week 1
2,1,Jarryd Lyons,MID,4,1,86,0,0,80,2019,Finals Week 1
3,1,Joel Selwood,MID,4,0,79,0,1,89,2019,Finals Week 1
4,1,Easton Wood,DEF,4,4,55,0,4,86,2019,Finals Week 1
5,6,Tom Bellchambers,RUC,3,1,64,0,3,90,2019,Finals Week 1
6,6,Marcus Bontempelli,MID,3,2,71,0,2,77,2019,Finals Week 1
7,6,Taylor Duryea,DEF,3,0,80,0,5,73,2019,Finals Week 1
8,6,Tim English,RUC,3,2,105,1,1,80,2019,Finals Week 1
9,6,Harry Himmelberg,KEYF,3,2,58,0,2,91,2019,Finals Week 1
10,6,Jack Macrae,MID,3,1,133,1,0,87,2019,Finals Week 1
11,6,Brayden Maynard,DEF,3,1,70,0,3,80,2019,Finals Week 1
12,6,Scott Pendlebury,MID,3,1,128,0,1,84,2019,Finals Week 1
13,6,Jack Riewoldt,KEYF,3,1,55,0,5,96,2019,Finals Week 1
14,15,Taylor Adams,MID,2,5,112,0,0,87,2019,Finals Week 1
15,15,Jarrod Berry,MID,2,0,97,0,1,77,2019,Finals Week 1
16,15,Jeremy Cameron,KEYF,2,0,120,0,2,89,2019,Finals Week 1
17,15,Trent Cotchin,MID,2,1,64,1,1,66,2019,Finals Week 1
18,15,Jamie Cripps,FWD,2,0,110,0,2,86,2019,Finals Week 1
19,15,Hayden Crozier,DEF,2,2,61,0,5,79,2019,Finals Week 1
20,15,Luke Dahlhaus,FWD,2,0,60,0,0,81,2019,Finals Week 1
21,15,Patrick Dangerfield,MID,2,4,106,0,5,88,2019,Finals Week 1
22,15,Brett Deledio,FWD,2,2,51,0,1,63,2019,Finals Week 1
23,15,Shane Edwards,DEF,2,1,118,0,0,74,2019,Finals Week 1
24,15,Toby Greene,FWD,2,6,84,0,1,78,2019,Finals Week 1
25,15,Jacob Hopper,MID,2,2,94,0,2,84,2019,Finals Week 1
26,15,Lachie Hunter,MID,2,1,80,4,0,89,2019,Finals Week 1
27,15,Michael Hurley,KEYD,2,0,77,0,4,94,2019,Finals Week 1
28,15,Tom J. Lynch,KEYF,2,0,67,0,3,84,2019,Finals Week 1
29,15,Dustin Martin,FWD,2,7,69,1,2,85,2019,Finals Week 1
30,15,Stefan Martin,RUC,2,2,102,0,4,78,2019,Finals Week 1
31,15,Hugh McCluggage,MID,2,1,86,0,1,74,2019,Finals Week 1
32,15,Toby McLean,FWD,2,3,46,0,3,83,2019,Finals Week 1
33,15,Zach Merrett,MID,2,1,91,1,0,60,2019,Finals Week 1
34,15,Shane Mumford,RUC,2,5,61,0,2,91,2019,Finals Week 1
35,15,Nic Naitanui,RUC,2,2,77,0,3,53,2019,Finals Week 1
36,15,Quinton Narkle,MID,2,1,42,0,0,63,2019,Finals Week 1
37,15,Aaron Naughton,KEYF,2,2,43,1,3,62,2019,Finals Week 1
38,15,Brandan Parfitt,FWD,2,2,102,0,1,84,2019,Finals Week 1
