,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Taylor Adams,MID,3,1,122,0,2,78,2018,Grand Final
1,2,Will Hoskin-Elliott,FWD,2,0,73,0,2,82,2018,Grand Final
2,2,Jeremy Howe,DEF,2,0,78,0,10,85,2018,Grand Final
3,2,Scott Lycett,RUC,2,0,59,0,2,61,2018,Grand Final
4,2,Chris Mayne,MID,2,0,107,0,3,94,2018,Grand Final
5,2,Luke Shuey,MID,2,2,133,0,4,85,2018,Grand Final
6,2,Elliot Yeo,MID,2,5,72,0,3,87,2018,Grand Final
7,8,James Aish,MID,1,0,46,0,0,69,2018,Grand Final
8,8,Tom Barrass,KEYD,1,0,80,0,13,94,2018,Grand Final
9,8,Mason Cox,KEYF,1,1,82,0,7,92,2018,Grand Final
10,8,Jack Crisp,DEF,1,0,104,0,5,90,2018,Grand Final
11,8,Jack Darling,KEYF,1,2,66,0,4,91,2018,Grand Final
12,8,Tyson Goldsack,KEYD,1,0,32,0,7,90,2018,Grand Final
13,8,Levi Greenwood,DEF,1,0,44,0,0,79,2018,Grand Final
14,8,Brodie Grundy,RUC,1,4,99,1,2,89,2018,Grand Final
15,8,Josh J. Kennedy,KEYF,1,0,120,0,2,90,2018,Grand Final
16,8,Jeremy McGovern,KEYD,1,3,63,0,9,85,2018,Grand Final
17,8,Jack Redden,MID,1,1,85,0,2,84,2018,Grand Final
18,8,Will Schofield,KEYD,1,0,49,0,11,100,2018,Grand Final
19,8,Adam Treloar,MID,1,1,115,0,0,78,2018,Grand Final
20,8,Travis Varcoe,FWD,1,1,77,0,1,86,2018,Grand Final
21,8,Nathan Vardy,RUC,1,0,92,0,1,61,2018,Grand Final
22,23,Tom Cole,DEF,0,0,60,0,2,82,2018,Grand Final
23,23,Jamie Cripps,FWD,0,0,74,1,3,83,2018,Grand Final
24,23,Jordan De Goey,FWD,0,1,69,1,2,84,2018,Grand Final
25,23,Liam Duggan,DEF,0,0,75,0,3,84,2018,Grand Final
26,23,Shannon Hurn,DEF,0,1,89,0,0,84,2018,Grand Final
27,23,Mark Hutchings,MID,0,0,68,1,1,91,2018,Grand Final
28,23,Lewis Jetta,DEF,0,0,50,0,0,81,2018,Grand Final
29,23,Tom Langdon,DEF,0,0,81,0,11,85,2018,Grand Final
30,23,Mark LeCras,FWD,0,0,54,0,2,86,2018,Grand Final
31,23,Chris Masten,MID,0,0,53,0,1,87,2018,Grand Final
32,23,Brayden Maynard,DEF,0,0,59,1,2,80,2018,Grand Final
33,23,Brody Mihocek,KEYF,0,1,70,0,2,88,2018,Grand Final
34,23,Scott Pendlebury,MID,0,0,64,0,1,74,2018,Grand Final
35,23,Tom Phillips,MID,0,1,86,1,0,79,2018,Grand Final
36,23,Willie Rioli,FWD,0,2,61,0,2,84,2018,Grand Final
37,23,Liam Ryan,FWD,0,0,53,0,3,69,2018,Grand Final
38,23,Dom Sheed,MID,0,0,105,0,0,78,2018,Grand Final
39,23,Steele Sidebottom,MID,0,0,67,1,1,89,2018,Grand Final
40,23,Brayden Sier,MID,0,1,64,0,2,55,2018,Grand Final
41,23,Jaidyn Stephenson,FWD,0,0,54,0,0,73,2018,Grand Final
42,23,Josh Thomas,FWD,0,1,54,0,4,81,2018,Grand Final
43,23,Daniel Venables,FWD,0,1,14,0,2,55,2018,Grand Final
