,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Joel Selwood,MID,6,0,166,0,6,84,2016,Preliminary Finals
1,2,Josh Dunkley,FWD,4,0,114,0,1,84,2016,Preliminary Finals
2,2,Isaac Heeney,FWD,4,0,132,0,4,87,2016,Preliminary Finals
3,4,Patrick Dangerfield,MID,3,1,138,0,2,83,2016,Preliminary Finals
4,4,Mitch Duncan,MID,3,1,94,2,3,87,2016,Preliminary Finals
5,4,Tom Papley,FWD,3,0,68,2,1,75,2016,Preliminary Finals
6,7,Mark Blicavs,MID,2,4,80,0,0,80,2016,Preliminary Finals
7,7,Marcus Bontempelli,MID,2,3,90,1,4,82,2016,Preliminary Finals
8,7,Matthew Boyd,DEF,2,0,86,0,3,85,2016,Preliminary Finals
9,7,Stephen Coniglio,MID,2,0,84,0,1,88,2016,Preliminary Finals
10,7,Toby Greene,FWD,2,0,86,0,2,87,2016,Preliminary Finals
11,7,Lachie Hunter,MID,2,2,62,0,4,89,2016,Preliminary Finals
12,7,Kieren Jack,MID,2,4,108,0,0,88,2016,Preliminary Finals
13,7,Jeremy Laidler,DEF,2,0,53,0,5,81,2016,Preliminary Finals
14,7,Ben McGlynn,FWD,2,2,81,0,1,81,2016,Preliminary Finals
15,7,Toby McLean,FWD,2,1,82,0,2,79,2016,Preliminary Finals
16,7,Tom Mitchell,MID,2,0,91,0,0,78,2016,Preliminary Finals
17,7,Liam Picken,MID,2,1,89,1,2,87,2016,Preliminary Finals
18,7,Gary Rohan,FWD,2,1,82,0,3,82,2016,Preliminary Finals
19,7,Dylan Shiel,MID,2,0,101,0,1,70,2016,Preliminary Finals
20,7,Zac Smith,RUC,2,0,46,0,1,61,2016,Preliminary Finals
21,7,Lachie Whitfield,MID,2,3,91,1,3,88,2016,Preliminary Finals
22,23,Jimmy Bartel,MID,1,0,88,0,4,87,2016,Preliminary Finals
23,23,Tom Boyd,KEYF,1,1,60,0,3,90,2016,Preliminary Finals
24,23,Zaine Cordy,KEYF,1,0,48,0,2,77,2016,Preliminary Finals
25,23,Josh Cowan,MID,1,3,50,0,0,78,2016,Preliminary Finals
26,23,Luke Dahlhaus,FWD,1,0,121,4,4,83,2016,Preliminary Finals
27,23,Corey Enright,DEF,1,2,83,0,3,90,2016,Preliminary Finals
28,23,Dan Hannebery,MID,1,2,107,0,1,89,2016,Preliminary Finals
29,23,Lachie Henderson,KEYD,1,0,42,0,4,85,2016,Preliminary Finals
30,23,George Hewett,FWD,1,1,69,0,1,79,2016,Preliminary Finals
31,23,Jason Johannisen,DEF,1,0,113,3,2,78,2016,Preliminary Finals
32,23,Zak Jones,DEF,1,2,75,0,1,84,2016,Preliminary Finals
33,23,Jake Kolodjashnij,DEF,1,0,45,0,6,88,2016,Preliminary Finals
34,23,Rory Lobb,KEYF,1,1,94,0,6,90,2016,Preliminary Finals
35,23,Tom Lonergan,KEYD,1,0,57,0,3,95,2016,Preliminary Finals
36,23,Andrew Mackie,DEF,1,2,59,0,1,82,2016,Preliminary Finals
37,23,Jack Macrae,FWD,1,0,85,0,3,85,2016,Preliminary Finals
38,23,Dale Morris,KEYD,1,0,44,0,10,96,2016,Preliminary Finals
39,23,Shane Mumford,RUC,1,1,101,0,4,90,2016,Preliminary Finals
40,23,Rhys Palmer,FWD,1,2,55,0,0,88,2016,Preliminary Finals
41,23,Dane Rampe,KEYD,1,0,120,0,11,97,2016,Preliminary Finals
42,23,Fletcher Roberts,KEYD,1,0,30,0,12,83,2016,Preliminary Finals
43,23,Jordan Roughead,RUC,1,0,29,0,0,22,2016,Preliminary Finals
44,23,Heath Shaw,DEF,1,1,73,1,7,94,2016,Preliminary Finals
45,23,Devon Smith,FWD,1,1,67,1,2,83,2016,Preliminary Finals
46,23,Rhys Stanley,RUC,1,3,50,0,2,75,2016,Preliminary Finals
47,23,Jake Stringer,FWD,1,0,61,0,2,84,2016,Preliminary Finals
48,23,Kurt Tippett,RUC,1,2,56,0,1,74,2016,Preliminary Finals
49,50,Aliir Aliir,KEYD,0,0,15,0,5,26,2016,Preliminary Finals
50,50,Jed Bews,DEF,0,1,52,0,1,88,2016,Preliminary Finals
51,50,Shane Biggs,DEF,0,0,63,0,1,87,2016,Preliminary Finals
52,50,Josh Caddy,FWD,0,1,53,0,1,80,2016,Preliminary Finals
53,50,Jeremy Cameron,KEYF,0,0,20,0,3,87,2016,Preliminary Finals
54,50,Tom Campbell,RUC,0,0,0,0,0,0,2016,Preliminary Finals
55,50,Caleb Daniel,FWD,0,0,96,0,2,80,2016,Preliminary Finals
56,50,Phil Davis,KEYD,0,1,53,0,12,88,2016,Preliminary Finals
57,50,Tory Dickson,FWD,0,1,78,0,0,81,2016,Preliminary Finals
58,50,Lance Franklin,KEYF,0,0,85,0,3,95,2016,Preliminary Finals
59,50,Ryan Griffen,MID,0,1,54,1,3,74,2016,Preliminary Finals
60,50,Heath Grundy,KEYD,0,0,74,1,8,98,2016,Preliminary Finals
61,50,Cameron Guthrie,MID,0,0,61,0,2,77,2016,Preliminary Finals
62,50,Joel Hamling,KEYD,0,2,22,0,8,87,2016,Preliminary Finals
63,50,Tom Hawkins,KEYF,0,0,44,0,3,87,2016,Preliminary Finals
64,50,Nick Haynes,KEYD,0,1,90,0,9,86,2016,Preliminary Finals
65,50,Jacob Hopper,FWD,0,1,41,0,0,69,2016,Preliminary Finals
66,50,Josh Kelly,MID,0,2,95,0,1,88,2016,Preliminary Finals
67,50,Josh P. Kennedy,MID,0,3,90,0,1,83,2016,Preliminary Finals
68,50,Tom Liberatore,MID,0,1,60,0,2,90,2016,Preliminary Finals
69,50,Jake Lloyd,MID,0,0,87,0,1,95,2016,Preliminary Finals
70,50,Harrison Marsh,DEF,0,0,30,0,1,82,2016,Preliminary Finals
71,50,Lincoln McCarthy,FWD,0,0,26,0,0,77,2016,Preliminary Finals
72,50,Sam Menegola,MID,0,2,63,0,2,67,2016,Preliminary Finals
73,50,Steven Motlop,FWD,0,0,40,3,1,84,2016,Preliminary Finals
74,50,Sam Naismith,RUC,0,2,72,0,4,73,2016,Preliminary Finals
75,50,Luke Parker,MID,0,3,75,0,0,79,2016,Preliminary Finals
76,50,Joel Patfull,KEYD,0,2,29,0,4,84,2016,Preliminary Finals
77,50,Jonathon Patton,KEYF,0,0,72,0,1,82,2016,Preliminary Finals
78,50,Xavier Richards,KEYF,0,1,54,0,2,88,2016,Preliminary Finals
79,50,Tom Scully,MID,0,2,96,1,0,96,2016,Preliminary Finals
80,50,Scott Selwood,MID,0,1,67,0,1,79,2016,Preliminary Finals
81,50,Roarke Smith,DEF,0,0,0,0,0,0,2016,Preliminary Finals
82,50,Clay Smith,FWD,0,0,140,0,2,87,2016,Preliminary Finals
83,50,Nick Smith,DEF,0,1,69,0,7,88,2016,Preliminary Finals
84,50,Harry Taylor,KEYD,0,1,57,0,3,88,2016,Preliminary Finals
85,50,Adam Tomlinson,KEYD,0,1,57,0,6,89,2016,Preliminary Finals
86,50,Callan Ward,MID,0,0,39,0,0,26,2016,Preliminary Finals
87,50,Lukas Webb,FWD,0,0,0,0,0,0,2016,Preliminary Finals
88,50,Zac Williams,DEF,0,3,44,0,3,82,2016,Preliminary Finals
89,50,Nathan Wilson,DEF,0,0,85,0,0,71,2016,Preliminary Finals
90,50,Easton Wood,DEF,0,1,74,0,1,84,2016,Preliminary Finals
