,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Kieren Briggs,RUC,3,0,80,0,4,66,2023,Semi Finals
1,1,Adam Cerra,MID,3,0,75,0,3,76,2023,Semi Finals
2,1,Jesse Hogan,KEYF,3,1,103,0,1,89,2023,Semi Finals
3,1,Caleb Marchbank,KEYD,3,1,52,0,6,82,2023,Semi Finals
4,1,Clayton Oliver,MID,3,1,114,0,0,87,2023,Semi Finals
5,1,Willie Rioli,FWD,3,1,79,0,1,95,2023,Semi Finals
6,7,Jack Buckley,KEYD,2,1,64,0,13,100,2023,Semi Finals
7,7,Kade Chandler,FWD,2,0,51,0,4,70,2023,Semi Finals
8,7,Stephen Coniglio,MID,2,0,119,2,3,87,2023,Semi Finals
9,7,Patrick Cripps,MID,2,1,93,0,1,74,2023,Semi Finals
10,7,George Hewett,MID,2,1,58,0,1,69,2023,Semi Finals
11,7,Dan Houston,DEF,2,0,108,0,5,78,2023,Semi Finals
12,7,Connor Idun,DEF,2,1,52,1,2,91,2023,Semi Finals
13,7,Judd McVee,DEF,2,0,58,0,2,86,2023,Semi Finals
14,7,Matthew Owies,FWD,2,3,36,0,2,78,2023,Semi Finals
15,7,Marc Pittonet,RUC,2,0,38,0,2,76,2023,Semi Finals
16,7,Tom Sparrow,MID,2,2,88,0,1,73,2023,Semi Finals
17,7,Sam Walsh,MID,2,3,140,1,1,81,2023,Semi Finals
18,7,Lachie Whitfield,DEF,2,0,125,0,3,84,2023,Semi Finals
19,20,Blake Acres,MID,1,0,76,0,2,92,2023,Semi Finals
20,20,Aliir Aliir,KEYD,1,0,31,0,5,100,2023,Semi Finals
21,20,Miles Bergman,DEF,1,0,66,0,6,92,2023,Semi Finals
22,20,Callum M. Brown,FWD,1,0,60,0,3,74,2023,Semi Finals
23,20,Ryan Burton,DEF,1,0,53,0,4,87,2023,Semi Finals
24,20,Darcy Byrne-Jones,FWD,1,0,36,0,2,77,2023,Semi Finals
25,20,Alex Cincotta,DEF,1,3,28,0,4,80,2023,Semi Finals
26,20,Isaac Cumming,DEF,1,0,82,0,2,73,2023,Semi Finals
27,20,David Cuningham,FWD,1,0,48,0,0,54,2023,Semi Finals
28,20,Tom De Koning,RUC,1,1,76,0,7,85,2023,Semi Finals
29,20,Sam Docherty,MID,1,1,79,1,1,87,2023,Semi Finals
30,20,Xavier Duursma,MID,1,0,36,0,1,78,2023,Semi Finals
31,20,Lachie Fogarty,FWD,1,1,61,0,0,77,2023,Semi Finals
32,20,Bayley Fritsch,FWD,1,0,68,0,1,93,2023,Semi Finals
33,20,Max Gawn,RUC,1,1,88,0,3,87,2023,Semi Finals
34,20,Brodie Kemp,KEYD,1,0,60,0,2,94,2023,Semi Finals
35,20,Matthew Kennedy,MID,1,0,56,0,0,76,2023,Semi Finals
36,20,Jake Lever,KEYD,1,1,59,1,7,100,2023,Semi Finals
37,20,Ollie Lord,KEYF,1,2,33,0,3,84,2023,Semi Finals
38,20,Todd Marshall,KEYF,1,1,50,0,0,67,2023,Semi Finals
39,20,Mitch McGovern,DEF,1,0,75,0,4,77,2023,Semi Finals
40,20,Nic Newman,DEF,1,2,123,0,2,90,2023,Semi Finals
41,20,Harry Perryman,DEF,1,1,57,0,1,81,2023,Semi Finals
42,20,Kysaiah Pickett,FWD,1,2,68,0,1,93,2023,Semi Finals
43,20,Sam Powell-Pepper,FWD,1,3,33,0,0,89,2023,Semi Finals
44,20,Trent Rivers,DEF,1,2,52,2,2,71,2023,Semi Finals
45,20,Connor Rozee,MID,1,0,59,1,1,88,2023,Semi Finals
46,20,Christian Salem,DEF,1,1,87,0,2,88,2023,Semi Finals
47,20,Joel Smith,KEYF,1,1,52,0,3,78,2023,Semi Finals
48,20,Charlie Spargo,FWD,1,1,76,0,0,59,2023,Semi Finals
49,20,Sam Taylor,KEYD,1,1,44,0,5,95,2023,Semi Finals
50,20,Adam Tomlinson,KEYD,1,1,59,0,10,100,2023,Semi Finals
51,20,Jack Viney,MID,1,3,98,0,2,80,2023,Semi Finals
52,20,Callan Ward,MID,1,0,87,0,1,76,2023,Semi Finals
53,54,Lachie Ash,DEF,0,0,68,0,2,77,2023,Semi Finals
54,54,Toby Bedford,FWD,0,0,56,1,0,81,2023,Semi Finals
55,54,Travis Boak,MID,0,1,81,0,0,81,2023,Semi Finals
56,54,Jake Bowey,DEF,0,0,49,0,0,61,2023,Semi Finals
57,54,Zak Butters,MID,0,1,88,0,0,81,2023,Semi Finals
58,54,Finn Callaghan,MID,0,2,25,0,0,68,2023,Semi Finals
59,54,Matthew Cottrell,FWD,0,0,51,0,2,89,2023,Semi Finals
60,54,Charlie Curnow,KEYF,0,1,50,0,5,94,2023,Semi Finals
61,54,Brent Daniels,FWD,0,1,75,0,2,86,2023,Semi Finals
62,54,Charlie Dixon,KEYF,0,4,34,0,2,85,2023,Semi Finals
63,54,Willem Drew,MID,0,0,70,0,5,79,2023,Semi Finals
64,54,Kane Farrell,DEF,0,0,58,3,0,72,2023,Semi Finals
65,54,Jeremy Finlayson,KEYF,0,0,21,0,1,35,2023,Semi Finals
66,54,Tom Green,MID,0,2,84,0,1,85,2023,Semi Finals
67,54,Toby Greene,FWD,0,1,80,0,2,93,2023,Semi Finals
68,54,Harry Himmelberg,KEYD,0,3,69,1,2,73,2023,Semi Finals
69,54,Oliver Hollands,MID,0,0,24,0,2,20,2023,Semi Finals
70,54,Jason Horne-Francis,MID,0,1,73,0,0,81,2023,Semi Finals
71,54,Lachie Hunter,MID,0,0,82,0,3,91,2023,Semi Finals
72,54,Lachie Jones,DEF,0,1,33,0,3,82,2023,Semi Finals
73,54,James Jordon,FWD,0,1,29,0,0,60,2023,Semi Finals
74,54,Lachlan Keeffe,KEYF,0,0,48,0,3,69,2023,Semi Finals
75,54,Josh Kelly,MID,0,0,73,0,1,84,2023,Semi Finals
76,54,Ed Langdon,MID,0,2,63,0,1,97,2023,Semi Finals
77,54,Daniel Lloyd,FWD,0,0,42,0,2,86,2023,Semi Finals
78,54,Scott Lycett,RUC,0,1,32,0,0,43,2023,Semi Finals
79,54,Steven May,KEYD,0,1,76,1,10,94,2023,Semi Finals
80,54,Tom McDonald,KEYF,0,2,29,0,2,64,2023,Semi Finals
81,54,Jed McEntee,FWD,0,0,63,0,0,76,2023,Semi Finals
82,54,Trent McKenzie,KEYD,0,3,23,0,2,90,2023,Semi Finals
83,54,Jesse Motlop,FWD,0,1,61,1,0,72,2023,Semi Finals
84,54,Alex Neal-Bullen,FWD,0,2,68,0,1,81,2023,Semi Finals
85,54,Xavier O'Halloran,FWD,0,0,4,0,0,7,2023,Semi Finals
86,54,Christian Petracca,MID,0,2,85,0,0,87,2023,Semi Finals
87,54,Jake Riccardi,KEYF,0,0,63,0,3,77,2023,Semi Finals
