,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Joel Selwood,MID,5,2,79,0,6,87,2013,Finals Week 1
1,2,Matthew Lobbe,RUC,4,3,99,0,3,88,2013,Finals Week 1
2,2,Scott Pendlebury,MID,4,1,95,0,0,87,2013,Finals Week 1
3,4,Dayne Beams,MID,3,1,125,0,0,90,2013,Finals Week 1
4,4,Eddie Betts,FWD,3,1,93,1,1,90,2013,Finals Week 1
5,4,Grant Birchall,DEF,3,0,92,0,1,79,2013,Finals Week 1
6,4,Allen Christensen,FWD,3,0,53,0,1,83,2013,Finals Week 1
7,4,Angus Monfries,FWD,3,0,75,0,1,88,2013,Finals Week 1
8,4,Marc Murphy,MID,3,1,111,3,1,80,2013,Finals Week 1
9,4,Matthew Pavlich,KEYF,3,1,72,0,5,86,2013,Finals Week 1
10,4,James Podsiadly,KEYF,3,0,67,0,4,93,2013,Finals Week 1
11,4,Nicholas Suban,MID,3,2,36,0,0,51,2013,Finals Week 1
12,13,Luke Breust,FWD,2,1,81,0,1,81,2013,Finals Week 1
13,13,Shaun Burgoyne,MID,2,0,87,1,3,81,2013,Finals Week 1
14,13,Dom Cassisi,MID,2,3,54,0,1,86,2013,Finals Week 1
15,13,Joel Corey,MID,2,0,116,0,1,83,2013,Finals Week 1
16,13,Ed Curnow,MID,2,1,79,2,2,88,2013,Finals Week 1
17,13,Aaron Edwards,FWD,2,1,68,0,0,96,2013,Finals Week 1
18,13,Brodie Grundy,RUC,2,4,51,0,3,84,2013,Finals Week 1
19,13,Hamish Hartlett,MID,2,1,64,2,2,79,2013,Finals Week 1
20,13,Kieren Jack,MID,2,0,128,1,1,89,2013,Finals Week 1
21,13,Steve Johnson,MID,2,1,75,0,1,86,2013,Finals Week 1
22,13,James Kelly,MID,2,2,89,0,0,78,2013,Finals Week 1
23,13,Josh P. Kennedy,MID,2,1,108,1,1,82,2013,Finals Week 1
24,13,Andrew Mackie,DEF,2,2,93,0,4,90,2013,Finals Week 1
25,13,Nick Maxwell,DEF,2,0,81,0,4,93,2013,Finals Week 1
26,13,Chris Mayne,FWD,2,2,56,0,3,87,2013,Finals Week 1
27,13,Sam Mitchell,MID,2,3,83,0,1,91,2013,Finals Week 1
28,13,Andrew Moore,MID,2,0,65,0,1,78,2013,Finals Week 1
29,13,Luke Parker,MID,2,1,71,0,3,80,2013,Finals Week 1
30,13,Mike Pyke,RUC,2,1,54,0,3,86,2013,Finals Week 1
31,13,Alex Rance,KEYD,2,0,72,4,5,99,2013,Finals Week 1
32,13,Matt Spangher,KEYF,2,0,54,0,1,82,2013,Finals Week 1
33,13,Shane Tuck,MID,2,0,72,0,0,70,2013,Finals Week 1
34,13,Ty Vickery,KEYF,2,2,88,0,0,93,2013,Finals Week 1
35,13,Nick Vlastuin,DEF,2,0,73,0,0,81,2013,Finals Week 1
36,13,Jarrad Waite,KEYF,2,2,92,0,3,89,2013,Finals Week 1
37,13,Michael Walters,FWD,2,0,63,0,1,79,2013,Finals Week 1
38,13,Robert Warnock,RUC,2,3,52,0,4,78,2013,Finals Week 1
39,13,Marley Williams,DEF,2,0,75,1,3,86,2013,Finals Week 1
40,41,Michael Barlow,MID,1,3,116,0,1,81,2013,Finals Week 1
41,41,Jarryd Blair,FWD,1,0,73,0,1,85,2013,Finals Week 1
42,41,Mark Blicavs,RUC,1,1,61,0,2,81,2013,Finals Week 1
43,41,Travis Boak,MID,1,0,72,0,0,77,2013,Finals Week 1
44,41,Matthew Broadbent,DEF,1,0,52,0,5,88,2013,Finals Week 1
45,41,Zac Clarke,RUC,1,0,65,0,0,82,2013,Finals Week 1
46,41,Trent Cotchin,MID,1,2,109,1,1,86,2013,Finals Week 1
47,41,Ryan Crowley,MID,1,1,44,0,3,88,2013,Finals Week 1
48,41,Brett Deledio,MID,1,0,91,4,4,86,2013,Finals Week 1
49,41,Paul Duffield,DEF,1,1,79,0,3,97,2013,Finals Week 1
50,41,Mitch Duncan,MID,1,1,104,1,0,92,2013,Finals Week 1
51,41,Sam Dwyer,FWD,1,0,54,0,2,86,2013,Finals Week 1
52,41,Corey Enright,DEF,1,0,46,0,0,43,2013,Finals Week 1
53,41,Jeff Garlett,FWD,1,1,53,3,1,83,2013,Finals Week 1
54,41,Bryce Gibbs,MID,1,0,102,2,1,76,2013,Finals Week 1
55,41,Tyson Goldsack,DEF,1,3,56,0,4,89,2013,Finals Week 1
56,41,Robbie Gray,FWD,1,3,27,0,0,80,2013,Finals Week 1
57,41,Shaun Grigg,MID,1,2,68,0,2,85,2013,Finals Week 1
58,41,David Hale,RUC,1,2,95,0,0,88,2013,Finals Week 1
59,41,Luke Hodge,DEF,1,1,100,0,2,78,2013,Finals Week 1
60,41,Chris Judd,MID,1,0,95,0,0,82,2013,Finals Week 1
61,41,Lachlan Keeffe,KEYD,1,0,44,0,1,77,2013,Finals Week 1
62,41,Jake King,FWD,1,0,48,0,0,94,2013,Finals Week 1
63,41,Matthew Kreuzer,RUC,1,0,50,0,8,79,2013,Finals Week 1
64,41,Jordan Lewis,MID,1,0,70,0,1,82,2013,Finals Week 1
65,41,Tom Lonergan,KEYD,1,4,21,0,7,83,2013,Finals Week 1
66,41,Heritier Lumumba,MID,1,1,73,2,2,90,2013,Finals Week 1
67,41,Nick Malceski,DEF,1,1,61,1,1,89,2013,Finals Week 1
68,41,Ivan Maric,RUC,1,2,88,0,2,90,2013,Finals Week 1
69,41,Ben McGlynn,FWD,1,0,29,0,2,80,2013,Finals Week 1
70,41,Andrew McInnes,DEF,1,2,21,0,6,63,2013,Finals Week 1
71,41,Tom Mitchell,FWD,1,0,60,0,1,73,2013,Finals Week 1
72,41,Shane Mumford,RUC,1,2,29,0,5,55,2013,Finals Week 1
73,41,David Mundy,MID,1,1,92,1,1,80,2013,Finals Week 1
74,41,Lachie Neale,MID,1,0,70,1,0,71,2013,Finals Week 1
75,41,Chris Newman,DEF,1,0,78,0,2,74,2013,Finals Week 1
76,41,Ryan O'Keefe,MID,1,1,80,0,1,86,2013,Finals Week 1
77,41,Danyle Pearce,MID,1,1,70,1,0,77,2013,Finals Week 1
78,41,Ricky Petterd,DEF,1,0,70,0,4,87,2013,Finals Week 1
79,41,Jack Riewoldt,KEYF,1,1,64,0,1,91,2013,Finals Week 1
80,41,Mitch Robinson,FWD,1,1,92,0,1,71,2013,Finals Week 1
81,41,Jarryd Roughead,KEYF,1,0,75,0,1,95,2013,Finals Week 1
82,41,Aaron Sandilands,RUC,1,1,75,0,6,79,2013,Finals Week 1
83,41,Jay Schulz,KEYF,1,1,99,0,0,96,2013,Finals Week 1
84,41,Brad Sewell,MID,1,1,92,0,2,84,2013,Finals Week 1
85,41,Liam Shiels,MID,1,1,64,0,1,91,2013,Finals Week 1
86,41,Kade Simpson,DEF,1,1,82,2,2,94,2013,Finals Week 1
87,41,Isaac Smith,MID,1,0,40,2,0,86,2013,Finals Week 1
88,41,Nick Smith,DEF,1,0,45,0,1,88,2013,Finals Week 1
89,41,Lee Spurr,DEF,1,0,129,3,4,98,2013,Finals Week 1
90,41,Mathew Stokes,MID,1,0,91,0,0,90,2013,Finals Week 1
91,41,Josh Thomas,MID,1,0,47,0,0,78,2013,Finals Week 1
92,41,Travis Varcoe,FWD,1,2,47,1,2,84,2013,Finals Week 1
93,41,Brendan Whitecross,DEF,1,0,103,1,3,80,2013,Finals Week 1
94,41,Ollie Wines,MID,1,2,76,0,0,72,2013,Finals Week 1
95,96,Jed Anderson,MID,0,1,38,0,0,30,2013,Finals Week 1
96,96,Dennis Armfield,FWD,0,1,21,0,0,85,2013,Finals Week 1
97,96,Max Bailey,RUC,0,1,47,0,1,52,2013,Finals Week 1
