,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Darren Glass,KEYD,4,0,64,0,5,81,2012,Semi Finals
1,2,Hayden Ballantyne,FWD,3,1,43,0,1,79,2012,Semi Finals
2,2,Patrick Dangerfield,MID,3,1,64,0,0,85,2012,Semi Finals
3,2,Chris Mayne,FWD,3,0,86,0,0,83,2012,Semi Finals
4,2,Dane Swan,MID,3,0,128,3,2,88,2012,Semi Finals
5,6,Dean Cox,RUC,2,1,105,0,1,81,2012,Semi Finals
6,6,Paul Duffield,DEF,2,0,76,0,0,88,2012,Semi Finals
7,6,Darren Jolly,RUC,2,2,83,0,2,83,2012,Semi Finals
8,6,Quinten Lynch,KEYF,2,1,34,0,3,67,2012,Semi Finals
9,6,David Mundy,MID,2,1,108,0,1,84,2012,Semi Finals
10,6,Ben Reid,KEYD,2,0,88,0,3,95,2012,Semi Finals
11,6,Adam Selwood,DEF,2,1,34,0,4,90,2012,Semi Finals
12,6,Luke Thompson,DEF,2,0,61,2,5,89,2012,Semi Finals
13,6,Taylor Walker,KEYF,2,0,88,0,1,94,2012,Semi Finals
14,6,Michael Walters,FWD,2,0,97,0,2,82,2012,Semi Finals
15,6,Matthew Wright,FWD,2,0,84,0,4,86,2012,Semi Finals
16,17,Dayne Beams,MID,1,0,117,0,2,93,2012,Semi Finals
17,17,Jarryd Blair,FWD,1,1,79,2,1,83,2012,Semi Finals
18,17,Nathan Brown,KEYD,1,1,35,0,14,91,2012,Semi Finals
19,17,Travis Cloke,KEYF,1,1,47,0,3,96,2012,Semi Finals
20,17,Jack Darling,KEYF,1,0,60,0,2,86,2012,Semi Finals
21,17,Alan Didak,FWD,1,0,56,0,0,57,2012,Semi Finals
22,17,Michael Doughty,DEF,1,1,73,0,7,85,2012,Semi Finals
23,17,Andrew Embley,MID,1,1,99,1,3,83,2012,Semi Finals
24,17,Nat Fyfe,MID,1,2,85,0,4,86,2012,Semi Finals
25,17,Tyson Goldsack,FWD,1,0,96,2,2,87,2012,Semi Finals
26,17,Stephen Hill,MID,1,0,55,1,1,82,2012,Semi Finals
27,17,Garrick Ibbotson,DEF,1,0,64,0,0,66,2012,Semi Finals
28,17,Graham Johncock,FWD,1,0,51,0,0,65,2012,Semi Finals
29,17,Daniel Kerr,MID,1,2,96,1,2,81,2012,Semi Finals
30,17,Chris Masten,MID,1,0,79,0,2,89,2012,Semi Finals
31,17,Adam McPhee,DEF,1,1,77,0,3,100,2012,Semi Finals
32,17,Nic Naitanui,RUC,1,1,64,0,6,87,2012,Semi Finals
33,17,Scott Pendlebury,MID,1,0,119,0,2,89,2012,Semi Finals
34,17,Jared Petrenko,FWD,1,2,55,0,1,81,2012,Semi Finals
35,17,Aaron Sandilands,RUC,1,1,50,0,3,79,2012,Semi Finals
36,17,Scott Selwood,MID,1,0,67,1,1,86,2012,Semi Finals
37,17,Rory Sloane,MID,1,1,98,0,3,85,2012,Semi Finals
38,17,Brodie Smith,DEF,1,0,75,2,6,88,2012,Semi Finals
39,17,Chris Tarrant,KEYF,1,0,45,0,2,87,2012,Semi Finals
40,17,Dale Thomas,FWD,1,1,119,2,2,82,2012,Semi Finals
41,17,Scott Thompson,MID,1,2,103,0,2,91,2012,Semi Finals
42,17,Bernie Vince,MID,1,2,92,0,3,89,2012,Semi Finals
43,17,Sharrod Wellingham,FWD,1,0,107,2,1,72,2012,Semi Finals
44,17,Matt de Boer,FWD,1,0,65,0,1,86,2012,Semi Finals
45,46,Michael Barlow,MID,0,0,90,0,0,81,2012,Semi Finals
46,46,Jacob Brennan,DEF,0,0,27,1,6,74,2012,Semi Finals
47,46,Sam Butler,DEF,0,0,76,0,2,83,2012,Semi Finals
48,46,Ian Callinan,FWD,0,1,45,0,0,78,2012,Semi Finals
49,46,Zac Clarke,RUC,0,2,50,0,1,76,2012,Semi Finals
50,46,Ryan Crowley,MID,0,2,48,0,2,91,2012,Semi Finals
51,46,Chris Dawes,KEYF,0,1,34,0,1,69,2012,Semi Finals
52,46,Zac Dawson,KEYD,0,0,17,0,6,80,2012,Semi Finals
53,46,Richard Douglas,MID,0,0,95,0,0,83,2012,Semi Finals
54,46,Jamie Elliott,FWD,0,0,23,0,0,23,2012,Semi Finals
55,46,Alex Fasolo,FWD,0,2,41,0,1,89,2012,Semi Finals
56,46,Andrew Gaff,MID,0,1,90,3,3,91,2012,Semi Finals
57,46,Ricky Henderson,DEF,0,2,60,0,3,76,2012,Semi Finals
58,46,Josh Hill,FWD,0,1,89,2,2,87,2012,Semi Finals
59,46,Shannon Hurn,DEF,0,1,43,0,1,83,2012,Semi Finals
60,46,Sam Jacobs,RUC,0,1,67,0,4,91,2012,Semi Finals
61,46,Michael Johnson,KEYD,0,0,89,0,6,92,2012,Semi Finals
62,46,Ben Johnson,MID,0,1,73,0,2,85,2012,Semi Finals
63,46,Josh J. Kennedy,KEYF,0,3,36,1,2,86,2012,Semi Finals
64,46,Andrew Krakouer,FWD,0,0,49,1,0,79,2012,Semi Finals
65,46,Heritier Lumumba,DEF,0,0,51,0,2,85,2012,Semi Finals
66,46,David Mackay,MID,0,2,68,0,3,84,2012,Semi Finals
67,46,Eric Mackenzie,KEYD,0,1,21,0,12,98,2012,Semi Finals
68,46,Patrick McGinnity,MID,0,0,71,0,2,85,2012,Semi Finals
69,46,Tendai Mzungu,MID,0,0,71,0,1,78,2012,Semi Finals
70,46,Matthew Pavlich,KEYF,0,1,55,0,0,93,2012,Semi Finals
71,46,Clancee Pearce,MID,0,1,71,0,3,83,2012,Semi Finals
72,46,Jason Porplyzia,FWD,0,1,132,1,1,86,2012,Semi Finals
73,46,Matthew Priddis,MID,0,2,75,0,1,81,2012,Semi Finals
74,46,Brent Reilly,DEF,0,1,107,0,4,79,2012,Semi Finals
75,46,Matt Rosa,MID,0,0,35,3,1,25,2012,Semi Finals
76,46,Ben Rutten,KEYD,0,0,60,0,8,95,2012,Semi Finals
77,46,Will Schofield,DEF,0,0,46,3,5,89,2012,Semi Finals
78,46,Sam Shaw,DEF,0,1,2,0,1,21,2012,Semi Finals
79,46,Heath Shaw,DEF,0,4,78,7,1,87,2012,Semi Finals
80,46,Luke Shuey,MID,0,2,84,4,3,86,2012,Semi Finals
81,46,Steele Sidebottom,MID,0,1,101,0,2,89,2012,Semi Finals
82,46,Alex Silvagni,KEYD,0,2,51,0,6,90,2012,Semi Finals
83,46,Lee Spurr,DEF,0,2,30,0,1,94,2012,Semi Finals
84,46,Nicholas Suban,DEF,0,0,16,0,0,25,2012,Semi Finals
85,46,Kurt Tippett,KEYF,0,0,54,0,2,87,2012,Semi Finals
86,46,Alan Toovey,DEF,0,1,53,0,5,92,2012,Semi Finals
87,46,Nathan Van Berlo,MID,0,0,100,0,0,82,2012,Semi Finals
