,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Brodie Grundy,RUC,5,0,164,0,5,91,2019,Preliminary Finals
1,1,Joel Selwood,MID,5,2,113,0,1,81,2019,Preliminary Finals
2,3,Liam Baker,DEF,3,2,67,0,1,76,2019,Preliminary Finals
3,3,Trent Cotchin,MID,3,1,65,1,0,87,2019,Preliminary Finals
4,3,Scott Pendlebury,MID,3,0,94,0,1,87,2019,Preliminary Finals
5,6,Mark Blicavs,KEYD,2,1,53,0,3,91,2019,Preliminary Finals
6,6,Josh Caddy,FWD,2,0,58,0,2,92,2019,Preliminary Finals
7,6,Jamie Elliott,FWD,2,0,78,1,3,85,2019,Preliminary Finals
8,6,Jeremy Howe,KEYD,2,0,107,0,7,98,2019,Preliminary Finals
9,6,Josh Kelly,MID,2,1,111,0,2,89,2019,Preliminary Finals
10,6,Tim Kelly,MID,2,0,150,1,0,82,2019,Preliminary Finals
11,6,Dustin Martin,FWD,2,1,97,1,3,80,2019,Preliminary Finals
12,6,Brayden Maynard,DEF,2,0,103,0,4,89,2019,Preliminary Finals
13,6,Gryan Miers,FWD,2,2,84,0,0,77,2019,Preliminary Finals
14,6,Darcy Moore,KEYD,2,0,66,1,11,85,2019,Preliminary Finals
15,6,Tom Phillips,MID,2,0,74,0,0,92,2019,Preliminary Finals
16,6,Ben Reid,KEYF,2,2,25,0,3,86,2019,Preliminary Finals
17,6,Rhys Stanley,RUC,2,1,92,0,4,79,2019,Preliminary Finals
18,6,Tim Taranto,MID,2,0,122,0,1,78,2019,Preliminary Finals
19,6,Zac Williams,DEF,2,2,116,0,2,68,2019,Preliminary Finals
20,21,Taylor Adams,MID,1,6,64,2,1,82,2019,Preliminary Finals
21,21,Tom Atkins,FWD,1,1,35,0,1,89,2019,Preliminary Finals
22,21,Nathan Broad,DEF,1,1,16,0,6,58,2019,Preliminary Finals
23,21,Callum L. Brown,FWD,1,0,47,1,1,68,2019,Preliminary Finals
24,21,Patrick Dangerfield,MID,1,1,99,0,0,86,2019,Preliminary Finals
25,21,Brent Daniels,FWD,1,0,56,0,5,81,2019,Preliminary Finals
26,21,Phil Davis,KEYD,1,1,24,0,3,54,2019,Preliminary Finals
27,21,Jack Graham,MID,1,0,41,0,0,63,2019,Preliminary Finals
28,21,Dylan Grimes,KEYD,1,0,49,0,6,100,2019,Preliminary Finals
29,21,Nick Haynes,DEF,1,1,118,0,3,87,2019,Preliminary Finals
30,21,Jacob Hopper,MID,1,0,74,1,0,84,2019,Preliminary Finals
31,21,Bachar Houli,DEF,1,0,128,2,6,92,2019,Preliminary Finals
32,21,Lachlan Keeffe,KEYD,1,0,30,0,11,89,2019,Preliminary Finals
33,21,Adam Kennedy,DEF,1,1,55,0,3,74,2019,Preliminary Finals
34,21,Daniel Lloyd,FWD,1,0,70,0,2,87,2019,Preliminary Finals
35,21,Tom J. Lynch,KEYF,1,1,108,0,2,100,2019,Preliminary Finals
36,21,Shane Mumford,RUC,1,6,50,0,3,80,2019,Preliminary Finals
37,21,Toby Nankervis,RUC,1,0,31,0,1,60,2019,Preliminary Finals
38,21,Mark O'Connor,DEF,1,1,77,0,1,89,2019,Preliminary Finals
39,21,Brandan Parfitt,FWD,1,1,61,0,1,61,2019,Preliminary Finals
40,21,Harry Perryman,MID,1,0,111,0,3,83,2019,Preliminary Finals
41,21,Dion Prestia,MID,1,0,123,0,1,84,2019,Preliminary Finals
42,21,Jack Riewoldt,KEYF,1,1,45,0,3,97,2019,Preliminary Finals
43,21,Jordan Roughead,KEYD,1,1,28,0,6,100,2019,Preliminary Finals
44,21,Tom Stewart,DEF,1,1,66,0,2,86,2019,Preliminary Finals
45,21,Adam Tomlinson,MID,1,2,73,0,3,81,2019,Preliminary Finals
46,21,Nick Vlastuin,DEF,1,1,60,0,1,84,2019,Preliminary Finals
47,21,Rupert Wills,MID,1,1,84,0,2,54,2019,Preliminary Finals
