,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Patrick Dangerfield,MID,3,1,53,0,3,93,2020,Grand Final
1,1,Joel Selwood,MID,3,0,88,0,1,87,2020,Grand Final
2,3,Trent Cotchin,MID,2,1,72,0,0,82,2020,Grand Final
3,3,Luke Dahlhaus,FWD,2,1,49,0,0,86,2020,Grand Final
4,3,Gryan Miers,FWD,2,0,70,0,2,88,2020,Grand Final
5,3,Jack Riewoldt,KEYF,2,0,63,0,4,94,2020,Grand Final
6,7,David Astbury,KEYD,1,0,27,0,1,86,2020,Grand Final
7,7,Noah Balta,KEYD,1,1,47,0,3,67,2020,Grand Final
8,7,Jed Bews,DEF,1,1,29,0,1,72,2020,Grand Final
9,7,Jack Graham,MID,1,1,59,0,2,87,2020,Grand Final
10,7,Dustin Martin,FWD,1,0,98,0,0,90,2020,Grand Final
11,7,Mark O'Connor,DEF,1,0,26,0,3,78,2020,Grand Final
12,7,Marlion Pickett,MID,1,0,55,0,2,83,2020,Grand Final
13,7,Dion Prestia,MID,1,3,59,0,0,79,2020,Grand Final
14,7,Gary Rohan,FWD,1,0,25,0,2,91,2020,Grand Final
15,7,Jayden Short,DEF,1,0,102,2,3,86,2020,Grand Final
16,7,Rhys Stanley,RUC,1,0,82,0,7,83,2020,Grand Final
17,7,Tom Stewart,DEF,1,0,87,0,4,83,2020,Grand Final
18,7,Harry Taylor,KEYD,1,1,17,0,10,92,2020,Grand Final
19,20,Gary Ablett,FWD,0,0,35,0,0,71,2020,Grand Final
20,20,Liam Baker,DEF,0,2,49,0,3,88,2020,Grand Final
21,20,Mark Blicavs,KEYD,0,3,47,0,1,77,2020,Grand Final
22,20,Shai Bolton,MID,0,0,81,0,3,88,2020,Grand Final
23,20,Nathan Broad,DEF,0,1,34,0,5,96,2020,Grand Final
24,20,Jason Castagna,FWD,0,0,59,0,0,81,2020,Grand Final
25,20,Mitch Duncan,MID,0,0,112,0,0,88,2020,Grand Final
26,20,Shane Edwards,MID,0,1,75,0,2,89,2020,Grand Final
27,20,Dylan Grimes,KEYD,0,0,17,0,6,100,2020,Grand Final
28,20,Cameron Guthrie,MID,0,0,71,1,2,72,2020,Grand Final
29,20,Tom Hawkins,KEYF,0,1,53,0,1,96,2020,Grand Final
30,20,Lachie Henderson,KEYD,0,3,17,0,5,93,2020,Grand Final
31,20,Jack Henry,DEF,0,0,49,0,2,84,2020,Grand Final
32,20,Bachar Houli,DEF,0,1,30,0,2,80,2020,Grand Final
33,20,Jake Kolodjashnij,DEF,0,0,42,0,1,96,2020,Grand Final
34,20,Kane Lambert,FWD,0,0,66,0,0,82,2020,Grand Final
35,20,Tom J. Lynch,KEYF,0,2,45,0,3,96,2020,Grand Final
36,20,Kamdyn McIntosh,MID,0,0,57,0,4,62,2020,Grand Final
37,20,Sam Menegola,MID,0,0,63,0,5,83,2020,Grand Final
38,20,Toby Nankervis,RUC,0,2,64,0,9,87,2020,Grand Final
39,20,Brandan Parfitt,MID,0,0,50,0,1,51,2020,Grand Final
40,20,Daniel Rioli,FWD,0,1,29,0,1,89,2020,Grand Final
41,20,Sam Simpson,FWD,0,0,31,0,3,75,2020,Grand Final
42,20,Zach Tuohy,MID,0,0,45,0,1,64,2020,Grand Final
43,20,Nick Vlastuin,DEF,0,0,10,0,0,6,2020,Grand Final
