,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Tom Barrass,KEYD,4,0,71,0,12,86,2017,Semi Finals
1,1,Josh J. Kennedy,KEYF,4,2,39,0,0,90,2017,Semi Finals
2,3,Mark Blicavs,MID,3,1,109,0,1,89,2017,Semi Finals
3,3,Jamie Cripps,FWD,3,1,41,0,1,76,2017,Semi Finals
4,3,Patrick Dangerfield,MID,3,0,140,1,1,95,2017,Semi Finals
5,3,Jeremy McGovern,KEYD,3,1,70,0,2,83,2017,Semi Finals
6,3,Luke Shuey,MID,3,2,120,0,0,87,2017,Semi Finals
7,3,Harry Taylor,KEYF,3,1,101,0,6,97,2017,Semi Finals
8,9,Jack Darling,KEYF,2,2,60,0,1,87,2017,Semi Finals
9,9,Toby Greene,FWD,2,1,97,0,0,87,2017,Semi Finals
10,9,Dan Hannebery,MID,2,3,77,0,2,84,2017,Semi Finals
11,9,Nick Haynes,DEF,2,0,74,0,1,79,2017,Semi Finals
12,9,Kieren Jack,FWD,2,0,101,0,0,65,2017,Semi Finals
13,9,Zak Jones,MID,2,1,65,0,1,91,2017,Semi Finals
14,9,Josh Kelly,MID,2,1,119,0,1,87,2017,Semi Finals
15,9,Nic Newman,MID,2,1,59,0,1,73,2017,Semi Finals
16,9,Luke Parker,MID,2,0,57,0,2,84,2017,Semi Finals
17,9,Sam Reid,KEYF,2,1,41,0,3,93,2017,Semi Finals
18,9,Dylan Shiel,MID,2,1,98,2,2,67,2017,Semi Finals
19,20,Harry Cunningham,FWD,1,0,42,0,4,63,2017,Semi Finals
20,20,Phil Davis,KEYD,1,1,41,0,11,94,2017,Semi Finals
21,20,Mitch Duncan,MID,1,1,160,0,1,82,2017,Semi Finals
22,20,Lance Franklin,KEYF,1,2,60,0,2,92,2017,Semi Finals
23,20,Zach Guthrie,DEF,1,0,65,0,2,75,2017,Semi Finals
24,20,Tom Hawkins,KEYF,1,0,57,0,6,95,2017,Semi Finals
25,20,Harry Himmelberg,KEYF,1,2,46,1,1,81,2017,Semi Finals
26,20,Jacob Hopper,MID,1,2,80,0,1,70,2017,Semi Finals
27,20,Mark Hutchings,FWD,1,1,46,0,0,67,2017,Semi Finals
28,20,Steve Johnson,FWD,1,1,90,0,1,78,2017,Semi Finals
29,20,Josh P. Kennedy,MID,1,1,67,1,5,86,2017,Semi Finals
30,20,Darcy Lang,FWD,1,0,120,0,0,70,2017,Semi Finals
31,20,Rory Lobb,KEYF,1,0,90,0,1,83,2017,Semi Finals
32,20,Eric Mackenzie,KEYD,1,1,47,0,4,85,2017,Semi Finals
33,20,Jarrad McVeigh,DEF,1,1,72,1,3,87,2017,Semi Finals
34,20,Sam Menegola,FWD,1,1,132,0,1,66,2017,Semi Finals
35,20,Sam Mitchell,MID,1,1,110,0,2,82,2017,Semi Finals
36,20,Steven Motlop,FWD,1,0,101,4,1,83,2017,Semi Finals
37,20,Tom Papley,FWD,1,2,43,0,1,74,2017,Semi Finals
38,20,Brandan Parfitt,FWD,1,0,49,0,1,78,2017,Semi Finals
39,20,Jonathon Patton,KEYF,1,2,119,0,1,93,2017,Semi Finals
40,20,Jack Redden,MID,1,2,99,0,1,85,2017,Semi Finals
41,20,Tom Scully,MID,1,1,88,0,1,81,2017,Semi Finals
42,20,Scott Selwood,MID,1,4,109,0,2,86,2017,Semi Finals
43,20,Joel Selwood,MID,1,1,62,0,0,80,2017,Semi Finals
44,20,Heath Shaw,DEF,1,1,68,2,3,90,2017,Semi Finals
45,20,Dom Sheed,MID,1,1,78,0,2,78,2017,Semi Finals
46,20,Rhys Stanley,RUC,1,0,84,0,4,74,2017,Semi Finals
47,20,Adam Tomlinson,KEYD,1,0,21,0,8,92,2017,Semi Finals
48,20,Callan Ward,MID,1,1,126,0,2,87,2017,Semi Finals
49,20,Nathan Wilson,DEF,1,0,63,4,4,76,2017,Semi Finals
50,20,Elliot Yeo,DEF,1,2,62,0,2,79,2017,Semi Finals
51,52,Jed Bews,DEF,0,0,73,1,0,85,2017,Semi Finals
52,52,Stephen Coniglio,MID,0,2,121,1,0,80,2017,Semi Finals
53,52,Aidan Corr,KEYD,0,3,35,0,5,84,2017,Semi Finals
54,52,Brett Deledio,FWD,0,2,49,0,1,70,2017,Semi Finals
55,52,Liam Duggan,DEF,0,0,35,0,1,84,2017,Semi Finals
56,52,Andrew Gaff,MID,0,0,99,0,0,86,2017,Semi Finals
57,52,Heath Grundy,KEYD,0,1,40,0,2,91,2017,Semi Finals
58,52,Isaac Heeney,MID,0,0,84,0,2,86,2017,Semi Finals
59,52,Lachie Henderson,KEYD,0,2,98,0,6,94,2017,Semi Finals
60,52,George Hewett,FWD,0,0,74,0,1,79,2017,Semi Finals
61,52,Shannon Hurn,DEF,0,0,105,0,0,85,2017,Semi Finals
62,52,Lewis Jetta,FWD,0,0,38,1,1,84,2017,Semi Finals
63,52,Jake Kolodjashnij,DEF,0,0,79,0,1,78,2017,Semi Finals
64,52,Mark LeCras,FWD,0,0,99,0,0,90,2017,Semi Finals
65,52,Jake Lloyd,DEF,0,0,74,1,1,86,2017,Semi Finals
66,52,Andrew Mackie,DEF,0,0,84,1,4,91,2017,Semi Finals
67,52,Daniel Menzel,FWD,0,1,63,0,1,80,2017,Semi Finals
68,52,Callum Mills,DEF,0,1,61,0,3,81,2017,Semi Finals
69,52,Sam Naismith,RUC,0,0,73,0,3,69,2017,Semi Finals
70,52,James Parsons,FWD,0,4,20,0,1,67,2017,Semi Finals
71,52,Drew Petrie,KEYF,0,0,60,0,2,82,2017,Semi Finals
72,52,Matthew Priddis,MID,0,2,102,0,0,74,2017,Semi Finals
73,52,Dane Rampe,KEYD,0,3,39,0,2,99,2017,Semi Finals
74,52,Gary Rohan,FWD,0,1,33,2,5,86,2017,Semi Finals
75,52,Brad Sheppard,DEF,0,0,44,0,3,86,2017,Semi Finals
76,52,Callum Sinclair,RUC,0,1,15,0,2,68,2017,Semi Finals
77,52,Zac Smith,RUC,0,0,91,0,2,82,2017,Semi Finals
78,52,Nick Smith,DEF,0,0,35,0,6,89,2017,Semi Finals
79,52,Tom Stewart,DEF,0,1,42,0,5,58,2017,Semi Finals
80,52,Tim Taranto,FWD,0,0,66,0,1,68,2017,Semi Finals
81,52,Dean Towers,FWD,0,0,75,0,2,75,2017,Semi Finals
82,52,Zach Tuohy,DEF,0,0,97,0,1,97,2017,Semi Finals
83,52,Nathan Vardy,RUC,0,1,74,0,2,64,2017,Semi Finals
84,52,Sharrod Wellingham,DEF,0,0,57,0,2,81,2017,Semi Finals
85,52,Lachie Whitfield,MID,0,0,128,1,4,88,2017,Semi Finals
86,52,Zac Williams,DEF,0,2,70,0,0,77,2017,Semi Finals
87,52,Matt de Boer,FWD,0,2,65,0,0,85,2017,Semi Finals
