,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Josh J. Kennedy,KEYF,6,0,122,1,1,100,2015,Preliminary Finals
1,2,Xavier Ellis,DEF,4,0,85,0,3,80,2015,Preliminary Finals
2,2,Andrew Swallow,MID,4,1,99,0,3,82,2015,Preliminary Finals
3,4,Luke Shuey,MID,3,2,57,0,2,82,2015,Preliminary Finals
4,4,Elliot Yeo,MID,3,5,61,0,2,84,2015,Preliminary Finals
5,6,Hayden Ballantyne,FWD,2,2,61,0,4,86,2015,Preliminary Finals
6,6,Michael Barlow,FWD,2,0,83,0,1,80,2015,Preliminary Finals
7,6,Shaun Burgoyne,DEF,2,0,91,0,1,82,2015,Preliminary Finals
8,6,Todd Goldstein,RUC,2,1,93,0,3,89,2015,Preliminary Finals
9,6,David Hale,RUC,2,0,49,0,2,69,2015,Preliminary Finals
10,6,Luke Hodge,MID,2,2,112,0,8,78,2015,Preliminary Finals
11,6,Ben Jacobs,MID,2,2,25,0,0,79,2015,Preliminary Finals
12,6,Ben McEvoy,RUC,2,0,76,0,0,80,2015,Preliminary Finals
13,6,Tendai Mzungu,MID,2,1,90,0,2,82,2015,Preliminary Finals
14,6,Jarryd Roughead,KEYF,2,2,108,0,1,90,2015,Preliminary Finals
15,6,Callum Sinclair,RUC,2,0,66,0,4,78,2015,Preliminary Finals
16,6,Matthew Suckling,DEF,2,0,89,0,2,81,2015,Preliminary Finals
17,6,Michael Walters,FWD,2,0,97,2,0,86,2015,Preliminary Finals
18,6,Sam Wright,DEF,2,1,107,0,1,92,2015,Preliminary Finals
19,20,Shaun Atley,DEF,1,0,74,3,0,86,2015,Preliminary Finals
20,20,Ben Brown,KEYF,1,0,52,0,0,86,2015,Preliminary Finals
21,20,Jamie Cripps,FWD,1,0,63,0,4,79,2015,Preliminary Finals
22,20,Jack Darling,KEYF,1,0,79,0,0,87,2015,Preliminary Finals
23,20,Zac Dawson,KEYD,1,2,25,0,6,97,2015,Preliminary Finals
24,20,Taylor Duryea,DEF,1,0,110,0,2,77,2015,Preliminary Finals
25,20,Andrew Gaff,MID,1,0,66,0,1,93,2015,Preliminary Finals
26,20,Josh Gibson,KEYD,1,1,104,1,8,100,2015,Preliminary Finals
27,20,Sam Gibson,MID,1,0,82,0,1,96,2015,Preliminary Finals
28,20,Jonathon Griffin,RUC,1,0,66,0,0,84,2015,Preliminary Finals
29,20,Brent Harvey,FWD,1,1,77,5,0,96,2015,Preliminary Finals
30,20,Shaun Higgins,FWD,1,1,81,0,0,88,2015,Preliminary Finals
31,20,Mark Hutchings,MID,1,1,72,0,3,86,2015,Preliminary Finals
32,20,Jordan Lewis,MID,1,1,72,0,3,87,2015,Preliminary Finals
33,20,Jamie Macmillan,DEF,1,0,58,0,2,81,2015,Preliminary Finals
