,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Toby McLean,FWD,4,0,81,0,0,76,2016,Grand Final
1,2,Luke Dahlhaus,FWD,3,0,100,0,1,79,2016,Grand Final
2,3,Matthew Boyd,DEF,2,2,94,0,2,83,2016,Grand Final
3,3,George Hewett,FWD,2,0,53,0,0,55,2016,Grand Final
4,3,Dale Morris,KEYD,2,1,56,0,6,95,2016,Grand Final
5,6,Marcus Bontempelli,MID,1,0,99,0,4,83,2016,Grand Final
6,6,Zaine Cordy,KEYF,1,0,55,0,1,68,2016,Grand Final
7,6,Josh Dunkley,FWD,1,1,74,0,4,78,2016,Grand Final
8,6,Lance Franklin,KEYF,1,1,101,1,1,94,2016,Grand Final
9,6,Joel Hamling,KEYD,1,0,40,0,14,97,2016,Grand Final
10,6,Isaac Heeney,FWD,1,1,89,0,4,80,2016,Grand Final
11,6,Lachie Hunter,MID,1,0,67,0,3,82,2016,Grand Final
12,6,Kieren Jack,MID,1,1,81,0,0,83,2016,Grand Final
13,6,Jason Johannisen,DEF,1,1,115,3,0,78,2016,Grand Final
14,6,Sam Naismith,RUC,1,2,64,0,3,72,2016,Grand Final
15,6,Tom Papley,FWD,1,0,66,0,0,80,2016,Grand Final
16,6,Luke Parker,MID,1,3,88,0,2,88,2016,Grand Final
17,6,Liam Picken,MID,1,0,106,1,1,88,2016,Grand Final
18,6,Clay Smith,FWD,1,1,85,0,1,79,2016,Grand Final
19,6,Easton Wood,DEF,1,1,60,0,6,80,2016,Grand Final
20,21,Shane Biggs,DEF,0,0,66,1,4,78,2016,Grand Final
21,21,Tom Boyd,KEYF,0,0,96,0,1,86,2016,Grand Final
22,21,Caleb Daniel,FWD,0,0,69,0,2,77,2016,Grand Final
23,21,Tory Dickson,FWD,0,0,76,0,0,82,2016,Grand Final
24,21,Heath Grundy,KEYD,0,0,100,0,2,92,2016,Grand Final
25,21,Dan Hannebery,MID,0,1,78,0,1,70,2016,Grand Final
26,21,Zak Jones,DEF,0,3,68,1,1,81,2016,Grand Final
27,21,Josh P. Kennedy,MID,0,0,139,0,0,91,2016,Grand Final
28,21,Jeremy Laidler,DEF,0,0,55,0,7,76,2016,Grand Final
29,21,Tom Liberatore,MID,0,0,90,0,2,87,2016,Grand Final
30,21,Jake Lloyd,MID,0,1,74,2,5,84,2016,Grand Final
31,21,Jack Macrae,FWD,0,0,107,0,3,82,2016,Grand Final
32,21,Ben McGlynn,FWD,0,0,61,0,0,85,2016,Grand Final
33,21,Jarrad McVeigh,DEF,0,1,51,1,2,78,2016,Grand Final
34,21,Callum Mills,DEF,0,1,62,0,5,83,2016,Grand Final
35,21,Tom Mitchell,MID,0,0,141,0,0,82,2016,Grand Final
36,21,Dane Rampe,KEYD,0,2,108,0,9,100,2016,Grand Final
37,21,Xavier Richards,KEYF,0,0,38,1,0,70,2016,Grand Final
38,21,Fletcher Roberts,KEYD,0,1,15,0,5,91,2016,Grand Final
39,21,Gary Rohan,FWD,0,3,40,0,0,80,2016,Grand Final
40,21,Jordan Roughead,RUC,0,0,82,0,5,75,2016,Grand Final
41,21,Nick Smith,DEF,0,0,62,0,1,88,2016,Grand Final
42,21,Jake Stringer,FWD,0,0,50,1,1,78,2016,Grand Final
43,21,Kurt Tippett,RUC,0,0,59,0,5,88,2016,Grand Final
