,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Josh Dunkley,FWD,6,1,133,0,0,78,2022,Finals Week 1
1,2,James Rowbottom,MID,5,1,110,0,1,76,2022,Finals Week 1
2,3,Clayton Oliver,MID,4,2,126,0,3,86,2022,Finals Week 1
3,4,Max Gawn,RUC,3,2,108,0,4,91,2022,Finals Week 1
4,4,Eric Hipwood,KEYF,3,1,56,0,0,89,2022,Finals Week 1
5,4,Steven May,KEYD,3,1,96,1,8,96,2022,Finals Week 1
6,4,Hugh McCluggage,MID,3,0,120,0,0,89,2022,Finals Week 1
7,4,Nathan O'Driscoll,MID,3,1,57,0,1,69,2022,Finals Week 1
8,4,Charlie Spargo,FWD,3,0,66,1,1,70,2022,Finals Week 1
9,10,Harris Andrews,KEYD,2,0,62,0,13,98,2022,Finals Week 1
10,10,Zac Bailey,FWD,2,0,92,0,1,86,2022,Finals Week 1
11,10,Marcus Bontempelli,MID,2,1,145,0,5,80,2022,Finals Week 1
12,10,Heath Chapman,DEF,2,3,95,1,4,91,2022,Finals Week 1
13,10,Keidean Coleman,DEF,2,0,78,0,2,74,2022,Finals Week 1
14,10,Nick Daicos,DEF,2,2,90,0,2,81,2022,Finals Week 1
15,10,Patrick Dangerfield,MID,2,1,93,0,4,74,2022,Finals Week 1
16,10,Shane Edwards,FWD,2,0,22,0,0,44,2022,Finals Week 1
17,10,Lance Franklin,KEYF,2,3,16,0,2,90,2022,Finals Week 1
18,10,Errol Gulden,FWD,2,3,82,0,1,80,2022,Finals Week 1
19,10,James Harmes,FWD,2,1,90,0,2,74,2022,Finals Week 1
20,10,Max Holmes,MID,2,2,67,2,2,69,2022,Finals Week 1
21,10,Jack Macrae,MID,2,0,123,0,2,81,2022,Finals Week 1
22,10,Paddy McCartin,KEYD,2,0,51,0,6,84,2022,Finals Week 1
23,10,Kamdyn McIntosh,MID,2,1,72,0,1,87,2022,Finals Week 1
24,10,Toby McLean,MID,2,0,100,0,1,79,2022,Finals Week 1
25,10,Alex Neal-Bullen,FWD,2,1,56,0,1,77,2022,Finals Week 1
26,10,Scott Pendlebury,MID,2,0,111,1,4,81,2022,Finals Week 1
27,10,Christian Petracca,MID,2,0,77,0,1,89,2022,Finals Week 1
28,10,Daniel Rich,DEF,2,1,57,0,1,83,2022,Finals Week 1
29,10,Lachie Schultz,FWD,2,1,69,0,0,86,2022,Finals Week 1
30,10,Joel Selwood,MID,2,1,78,0,1,66,2022,Finals Week 1
31,10,Tyler Sonsie,FWD,2,0,73,0,1,73,2022,Finals Week 1
32,10,Brandon Starcevich,DEF,2,3,36,0,1,90,2022,Finals Week 1
33,10,Robbie Tarrant,KEYD,2,1,33,0,5,91,2022,Finals Week 1
34,10,Darcy Wilmot,DEF,2,0,51,0,2,69,2022,Finals Week 1
35,36,Taylor Adams,MID,1,1,67,0,2,61,2022,Finals Week 1
36,36,Callum Ah Chee,MID,1,2,27,0,0,59,2022,Finals Week 1
37,36,Tom Atkins,DEF,1,1,88,0,1,69,2022,Finals Week 1
38,36,Liam Baker,DEF,1,2,61,0,4,81,2022,Finals Week 1
39,36,Noah Balta,KEYD,1,2,39,0,3,71,2022,Finals Week 1
40,36,Nick Blakey,DEF,1,0,47,0,1,73,2022,Finals Week 1
41,36,Shai Bolton,FWD,1,4,31,1,1,84,2022,Finals Week 1
42,36,Charlie Cameron,FWD,1,1,66,0,2,85,2022,Finals Week 1
43,36,Darcy Cameron,RUC,1,0,99,0,5,83,2022,Finals Week 1
44,36,Jeremy Cameron,KEYF,1,0,78,0,1,97,2022,Finals Week 1
45,36,Jordan Clark,DEF,1,0,65,0,5,80,2022,Finals Week 1
46,36,Ryan Clarke,FWD,1,0,47,1,2,85,2022,Finals Week 1
47,36,Zaine Cordy,KEYD,1,0,63,0,4,80,2022,Finals Week 1
48,36,Trent Cotchin,MID,1,0,65,0,2,84,2022,Finals Week 1
49,36,Josh Daicos,MID,1,1,122,1,0,86,2022,Finals Week 1
50,36,Joe Daniher,KEYF,1,3,64,0,1,96,2022,Finals Week 1
51,36,Sam Darcy,KEYD,1,0,49,0,0,70,2022,Finals Week 1
52,36,Bayley Fritsch,FWD,1,1,86,0,0,86,2022,Finals Week 1
53,36,Cameron Guthrie,MID,1,0,98,0,0,68,2022,Finals Week 1
54,36,Zach Guthrie,DEF,1,0,81,1,4,77,2022,Finals Week 1
55,36,Will Hayward,FWD,1,0,62,0,2,82,2022,Finals Week 1
56,36,Isaac Heeney,FWD,1,0,73,0,0,81,2022,Finals Week 1
57,36,Jeremy Howe,KEYD,1,1,74,0,3,96,2022,Finals Week 1
58,36,Lachie Hunter,MID,1,1,97,0,4,84,2022,Finals Week 1
59,36,Ed Langdon,MID,1,0,80,0,1,100,2022,Finals Week 1
60,36,Patrick Lipinski,FWD,1,0,76,0,1,93,2022,Finals Week 1
61,36,Rory Lobb,KEYF,1,0,86,0,5,100,2022,Finals Week 1
62,36,Rhys Mathieson,FWD,1,0,43,0,1,68,2022,Finals Week 1
63,36,Beau McCreery,FWD,1,1,47,2,1,77,2022,Finals Week 1
64,36,Justin McInerney,MID,1,0,56,0,0,78,2022,Finals Week 1
65,36,Jake Melksham,FWD,1,1,31,0,1,85,2022,Finals Week 1
66,36,Brody Mihocek,KEYF,1,0,40,0,2,93,2022,Finals Week 1
67,36,Ben Miller,KEYD,1,0,59,0,1,46,2022,Finals Week 1
68,36,Callum Mills,MID,1,3,122,0,3,85,2022,Finals Week 1
69,36,Nathan Murphy,KEYD,1,0,15,0,4,81,2022,Finals Week 1
70,36,John Noble,DEF,1,0,109,0,0,78,2022,Finals Week 1
71,36,Mark O'Connor,DEF,1,0,31,0,2,52,2022,Finals Week 1
72,36,Luke Parker,MID,1,1,120,0,1,84,2022,Finals Week 1
73,36,Marlion Pickett,MID,1,1,97,0,3,88,2022,Finals Week 1
74,36,Dion Prestia,MID,1,0,36,0,0,39,2022,Finals Week 1
75,36,Maurice Rioli,FWD,1,0,67,1,2,79,2022,Finals Week 1
76,36,Daniel Rioli,DEF,1,0,77,1,0,89,2022,Finals Week 1
77,36,Gary Rohan,FWD,1,1,74,0,1,80,2022,Finals Week 1
78,36,Jack Ross,MID,1,2,86,0,0,78,2022,Finals Week 1
79,36,Caleb Serong,MID,1,0,122,0,1,72,2022,Finals Week 1
80,36,Roarke Smith,MID,1,1,54,0,2,75,2022,Finals Week 1
81,36,Tyson Stengle,FWD,1,0,71,1,1,83,2022,Finals Week 1
82,36,Tom Stewart,DEF,1,0,87,0,4,90,2022,Finals Week 1
83,36,Sam Switkowski,FWD,1,0,60,1,2,82,2022,Finals Week 1
84,36,Jack Viney,MID,1,0,81,0,1,76,2022,Finals Week 1
85,36,Michael Walters,FWD,1,0,98,0,1,91,2022,Finals Week 1
86,36,Hayden Young,DEF,1,1,122,0,3,83,2022,Finals Week 1
87,88,Blake Acres,MID,0,1,80,0,2,82,2022,Finals Week 1
88,88,James Aish,MID,0,1,56,0,0,76,2022,Finals Week 1
89,88,Jye Amiss,KEYF,0,0,52,0,0,84,2022,Finals Week 1
90,88,Bailey Banfield,FWD,0,0,0,0,0,0,2022,Finals Week 1
91,88,Jarrod Berry,MID,0,1,43,0,3,76,2022,Finals Week 1
92,88,Jed Bews,DEF,0,0,47,0,1,85,2022,Finals Week 1
