,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Allen Christensen,FWD,8,1,72,0,0,83,2015,Round 18
1,2,Jed Adcock,FWD,4,1,107,0,0,84,2015,Round 18
2,3,Blaine Boekhorst,FWD,3,2,63,0,1,83,2015,Round 18
3,3,Patrick Dangerfield,MID,3,1,89,0,0,79,2015,Round 18
4,3,Brett Deledio,FWD,3,1,102,2,2,92,2015,Round 18
5,3,Alex Fasolo,FWD,3,2,98,0,0,83,2015,Round 18
6,3,Jarrod Harbrow,DEF,3,0,91,4,3,83,2015,Round 18
7,3,Steve Johnson,FWD,3,2,97,0,1,87,2015,Round 18
8,3,Anthony Miles,MID,3,3,91,0,1,89,2015,Round 18
9,3,Luke Parker,MID,3,3,112,0,2,89,2015,Round 18
10,3,Alex Pearce,KEYD,3,0,69,0,2,64,2015,Round 18
11,3,Scott Pendlebury,MID,3,1,93,0,2,85,2015,Round 18
12,3,Liam Picken,MID,3,0,99,1,1,88,2015,Round 18
13,3,Jasper Pittard,DEF,3,0,54,1,3,80,2015,Round 18
14,3,Paul Puopolo,FWD,3,2,55,0,0,80,2015,Round 18
15,3,Jack Redpath,KEYF,3,0,67,0,3,95,2015,Round 18
16,3,Kurt Tippett,KEYF,3,0,120,0,2,88,2015,Round 18
17,3,Dom Tyson,MID,3,1,102,1,0,81,2015,Round 18
18,3,Ty Vickery,KEYF,3,1,55,0,4,92,2015,Round 18
19,3,Michael Walters,FWD,3,0,91,3,1,85,2015,Round 18
20,3,Justin Westhoff,KEYF,3,0,109,1,5,86,2015,Round 18
21,3,Jack Ziebell,MID,3,0,123,0,0,79,2015,Round 18
22,23,David Armitage,MID,2,3,77,0,1,80,2015,Round 18
23,23,Mark Baguley,DEF,2,3,82,0,2,91,2015,Round 18
24,23,Travis Boak,MID,2,1,111,0,1,82,2015,Round 18
25,23,Andrew Boston,FWD,2,0,44,0,0,50,2015,Round 18
26,23,Charles Cameron,FWD,2,0,42,0,0,85,2015,Round 18
27,23,Aidan Corr,KEYD,2,1,37,0,2,91,2015,Round 18
28,23,Ed Curnow,MID,2,1,53,0,2,95,2015,Round 18
29,23,Sean Dempster,DEF,2,3,90,0,5,92,2015,Round 18
30,23,Mitch Duncan,MID,2,1,57,0,1,81,2015,Round 18
31,23,Sam Gray,FWD,2,0,90,0,1,87,2015,Round 18
32,23,Robbie Gray,MID,2,1,121,1,2,93,2015,Round 18
33,23,Levi Greenwood,MID,2,1,101,0,1,82,2015,Round 18
34,23,Hamish Hartlett,MID,2,1,86,1,1,86,2015,Round 18
35,23,Lachie Henderson,KEYF,2,2,56,0,2,92,2015,Round 18
36,23,Shaun Higgins,FWD,2,0,118,2,1,92,2015,Round 18
37,23,Taylor Hunt,DEF,2,1,47,0,2,86,2015,Round 18
38,23,Ben Jacobs,MID,2,1,87,0,1,81,2015,Round 18
39,23,Michael Jamison,KEYD,2,0,60,0,2,85,2015,Round 18
40,23,Josh Jenkins,KEYF,2,1,71,1,1,92,2015,Round 18
41,23,Matthew Kreuzer,RUC,2,1,80,0,2,79,2015,Round 18
42,23,Jesse Lonergan,MID,2,2,83,1,0,88,2015,Round 18
43,23,Tom J. Lynch,KEYF,2,1,68,0,3,95,2015,Round 18
44,23,Stefan Martin,RUC,2,0,134,0,1,98,2015,Round 18
45,23,Zach Merrett,FWD,2,0,109,0,1,78,2015,Round 18
46,23,Touk Miller,FWD,2,0,75,0,4,84,2015,Round 18
47,23,Sam Mitchell,MID,2,1,83,0,4,89,2015,Round 18
48,23,Leigh Montagna,MID,2,4,90,0,2,86,2015,Round 18
49,23,Andrew Moore,MID,2,2,86,0,3,88,2015,Round 18
50,23,Steven Motlop,FWD,2,0,93,2,0,85,2015,Round 18
51,23,David Mundy,MID,2,2,103,0,0,79,2015,Round 18
52,23,Lachie Neale,MID,2,0,147,0,0,78,2015,Round 18
53,23,Tom Nicholls,RUC,2,3,78,0,7,87,2015,Round 18
