,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Tom Atkins,DEF,2,0,75,0,1,64,2022,Grand Final
1,1,Ryan Clarke,FWD,2,0,53,0,1,83,2022,Grand Final
2,1,Mitch Duncan,DEF,2,1,126,0,1,84,2022,Grand Final
3,1,Robbie Fox,DEF,2,0,86,0,4,91,2022,Grand Final
4,1,Cameron Guthrie,MID,2,1,76,1,0,58,2022,Grand Final
5,1,Tom Hawkins,KEYF,2,0,88,0,3,91,2022,Grand Final
6,1,Isaac Heeney,FWD,2,0,64,0,2,85,2022,Grand Final
7,1,Paddy McCartin,KEYD,2,0,33,0,2,76,2022,Grand Final
8,1,James Rowbottom,MID,2,3,67,0,4,72,2022,Grand Final
9,10,Jed Bews,DEF,1,1,32,0,1,79,2022,Grand Final
10,10,Nick Blakey,DEF,1,0,58,1,3,71,2022,Grand Final
11,10,Jeremy Cameron,KEYF,1,1,95,0,1,93,2022,Grand Final
12,10,Brad Close,FWD,1,1,75,0,6,84,2022,Grand Final
13,10,Patrick Dangerfield,MID,1,0,94,0,2,78,2022,Grand Final
14,10,Sam De Koning,KEYD,1,1,67,0,4,89,2022,Grand Final
15,10,Oliver Florent,DEF,1,2,38,1,0,86,2022,Grand Final
16,10,Errol Gulden,FWD,1,2,55,3,3,83,2022,Grand Final
17,10,Jake Kolodjashnij,KEYD,1,0,85,0,1,83,2022,Grand Final
18,10,Jake Lloyd,DEF,1,1,61,0,3,85,2022,Grand Final
19,10,Hayden McLean,KEYF,1,0,35,0,2,78,2022,Grand Final
20,10,Gryan Miers,FWD,1,0,69,1,1,65,2022,Grand Final
21,10,Callum Mills,MID,1,0,68,0,2,91,2022,Grand Final
22,10,Mark O'Connor,DEF,1,1,60,0,2,82,2022,Grand Final
23,10,Joel Selwood,MID,1,0,113,0,2,66,2022,Grand Final
24,10,Dylan Stephens,MID,1,2,43,3,0,78,2022,Grand Final
25,10,Chad Warner,MID,1,1,113,3,0,78,2022,Grand Final
26,27,Mark Blicavs,RUC,0,0,111,0,4,87,2022,Grand Final
27,27,Braeden Campbell,DEF,0,0,22,0,2,35,2022,Grand Final
28,27,Lance Franklin,KEYF,0,1,22,0,0,92,2022,Grand Final
29,27,Zach Guthrie,DEF,0,2,49,1,0,80,2022,Grand Final
30,27,Will Hayward,FWD,0,1,45,0,0,81,2022,Grand Final
31,27,Jack Henry,KEYD,0,0,48,0,5,100,2022,Grand Final
32,27,Tom Hickey,RUC,0,0,69,0,4,82,2022,Grand Final
33,27,Tom McCartin,KEYD,0,2,37,0,7,95,2022,Grand Final
34,27,Justin McInerney,MID,0,0,32,0,0,62,2022,Grand Final
35,27,Tom Papley,FWD,0,1,72,2,2,82,2022,Grand Final
36,27,Brandan Parfitt,MID,0,0,31,0,0,14,2022,Grand Final
37,27,Luke Parker,MID,0,1,113,0,1,86,2022,Grand Final
38,27,Dane Rampe,KEYD,0,0,65,1,6,90,2022,Grand Final
39,27,Sam Reid,KEYF,0,0,11,0,1,38,2022,Grand Final
40,27,Gary Rohan,FWD,0,3,19,0,1,78,2022,Grand Final
41,27,Isaac Smith,FWD,0,1,147,0,1,86,2022,Grand Final
42,27,Rhys Stanley,RUC,0,1,90,0,3,77,2022,Grand Final
43,27,Tyson Stengle,FWD,0,3,88,2,2,82,2022,Grand Final
44,27,Tom Stewart,DEF,0,1,62,0,2,87,2022,Grand Final
45,27,Zach Tuohy,DEF,0,0,77,0,0,92,2022,Grand Final
