,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Joel Selwood,MID,5,2,108,0,2,86,2014,Semi Finals
1,2,Robbie Gray,FWD,4,0,95,1,2,88,2014,Semi Finals
2,3,Brent Harvey,FWD,3,1,88,5,1,91,2014,Semi Finals
3,3,Jake Neade,FWD,3,0,71,1,0,79,2014,Semi Finals
4,3,Lachie Neale,MID,3,0,99,0,1,71,2014,Semi Finals
5,3,Danyle Pearce,FWD,3,2,73,1,2,80,2014,Semi Finals
6,3,Drew Petrie,KEYF,3,0,97,0,2,97,2014,Semi Finals
7,8,Mark Blicavs,RUC,2,2,79,0,4,87,2014,Semi Finals
8,8,Hayden Crozier,FWD,2,0,81,0,1,76,2014,Semi Finals
9,8,Nick Dal Santo,FWD,2,0,141,1,2,83,2014,Semi Finals
10,8,Todd Goldstein,RUC,2,1,130,1,6,91,2014,Semi Finals
11,8,Cameron Guthrie,MID,2,3,49,0,3,80,2014,Semi Finals
12,8,Garrick Ibbotson,DEF,2,2,65,0,4,95,2014,Semi Finals
13,8,Matthew Lobbe,RUC,2,0,80,0,9,90,2014,Semi Finals
14,8,Kayne Turner,FWD,2,1,66,0,3,87,2014,Semi Finals
15,16,Shaun Atley,DEF,1,0,37,1,1,73,2014,Semi Finals
16,16,Michael Barlow,MID,1,1,112,0,0,73,2014,Semi Finals
17,16,Jimmy Bartel,FWD,1,2,64,1,1,94,2014,Semi Finals
18,16,Aaron Black,KEYF,1,0,59,0,0,85,2014,Semi Finals
19,16,Matthew Broadbent,DEF,1,0,70,0,2,93,2014,Semi Finals
20,16,Alipate Carlile,KEYD,1,1,44,0,2,94,2014,Semi Finals
21,16,Zac Clarke,RUC,1,2,27,0,4,80,2014,Semi Finals
22,16,Paul Duffield,DEF,1,1,49,0,3,98,2014,Semi Finals
23,16,Corey Enright,DEF,1,2,60,0,2,89,2014,Semi Finals
24,16,Sam Gibson,MID,1,0,132,0,1,84,2014,Semi Finals
25,16,Hamish Hartlett,FWD,1,0,123,0,2,78,2014,Semi Finals
26,16,Tom Hawkins,KEYF,1,0,128,0,2,98,2014,Semi Finals
27,16,Jack Hombsch,KEYD,1,1,72,0,4,90,2014,Semi Finals
28,16,George Horlin-Smith,MID,1,0,40,0,0,71,2014,Semi Finals
29,16,James Kelly,DEF,1,0,39,0,3,87,2014,Semi Finals
30,16,Tom Lonergan,KEYD,1,1,43,0,3,92,2014,Semi Finals
31,16,Andrew Mackie,DEF,1,0,72,0,2,94,2014,Semi Finals
32,16,Luke McDonald,DEF,1,1,71,0,3,89,2014,Semi Finals
33,16,Angus Monfries,FWD,1,0,62,0,2,81,2014,Semi Finals
34,16,Andrew Moore,MID,1,0,42,0,0,38,2014,Semi Finals
35,16,Jordan Murdoch,FWD,1,0,32,0,3,78,2014,Semi Finals
36,16,Tendai Mzungu,MID,1,1,49,0,1,92,2014,Semi Finals
37,16,Jasper Pittard,DEF,1,0,79,4,5,84,2014,Semi Finals
38,16,Jared Polec,MID,1,0,76,0,1,86,2014,Semi Finals
39,16,Jared Rivers,KEYD,1,0,44,0,6,67,2014,Semi Finals
40,16,Jay Schulz,KEYF,1,1,69,0,1,97,2014,Semi Finals
41,16,Mathew Stokes,MID,1,1,43,0,1,86,2014,Semi Finals
42,16,Nicholas Suban,FWD,1,0,35,0,1,75,2014,Semi Finals
43,16,Cam Sutcliffe,DEF,1,1,72,0,4,98,2014,Semi Finals
44,16,Scott D. Thompson,KEYD,1,2,69,2,7,97,2014,Semi Finals
45,16,Jackson Trengove,KEYD,1,0,60,0,4,84,2014,Semi Finals
46,16,Travis Varcoe,DEF,1,1,61,0,2,86,2014,Semi Finals
47,16,Michael Walters,FWD,1,2,74,0,0,85,2014,Semi Finals
48,16,Daniel Wells,MID,1,2,69,0,2,76,2014,Semi Finals
49,16,Justin Westhoff,KEYF,1,2,95,0,0,94,2014,Semi Finals
50,16,Chad Wingard,FWD,1,0,89,2,2,91,2014,Semi Finals
51,16,Sam Wright,DEF,1,0,74,5,1,91,2014,Semi Finals
52,16,Matt de Boer,FWD,1,0,53,0,0,38,2014,Semi Finals
53,54,Ryan Bastinac,MID,0,0,13,0,1,35,2014,Semi Finals
54,54,Travis Boak,MID,0,2,54,0,0,86,2014,Semi Finals
55,54,Ben Brown,KEYF,0,2,40,0,2,84,2014,Semi Finals
56,54,Mitch Brown,KEYF,0,0,59,0,2,89,2014,Semi Finals
57,54,Josh Caddy,MID,0,1,90,1,1,89,2014,Semi Finals
58,54,Kane Cornes,MID,0,2,59,0,1,81,2014,Semi Finals
59,54,Ryan Crowley,MID,0,1,41,0,0,88,2014,Semi Finals
60,54,Ben Cunnington,MID,0,4,54,0,2,76,2014,Semi Finals
61,54,Zac Dawson,KEYD,0,1,35,0,9,100,2014,Semi Finals
62,54,Mitch Duncan,MID,0,0,92,2,1,90,2014,Semi Finals
63,54,Brad Ebert,MID,0,3,70,0,0,83,2014,Semi Finals
64,54,Michael Firrito,DEF,0,0,52,0,6,95,2014,Semi Finals
65,54,Nat Fyfe,MID,0,0,124,0,5,89,2014,Semi Finals
66,54,Levi Greenwood,MID,0,0,94,5,0,77,2014,Semi Finals
67,54,Nathan Grima,KEYD,0,0,49,0,3,83,2014,Semi Finals
68,54,Stephen Hill,MID,0,1,90,4,2,80,2014,Semi Finals
69,54,Tom Jonas,KEYD,0,1,38,0,2,44,2014,Semi Finals
70,54,Jamie Macmillan,DEF,0,0,15,1,3,51,2014,Semi Finals
71,54,Chris Mayne,FWD,0,0,46,0,4,82,2014,Semi Finals
72,54,Lincoln McCarthy,FWD,0,0,20,0,2,32,2014,Semi Finals
73,54,Steven Motlop,FWD,0,1,54,1,1,88,2014,Semi Finals
74,54,David Mundy,MID,0,2,82,0,1,79,2014,Semi Finals
75,54,Cameron O'Shea,DEF,0,2,49,1,3,88,2014,Semi Finals
76,54,Matthew Pavlich,KEYF,0,1,61,0,2,93,2014,Semi Finals
77,54,Aaron Sandilands,RUC,0,1,100,0,1,82,2014,Semi Finals
78,54,Lee Spurr,DEF,0,1,48,0,1,100,2014,Semi Finals
79,54,Andrew Swallow,MID,0,3,70,0,1,84,2014,Semi Finals
80,54,Matt Taberner,KEYF,0,1,19,0,0,43,2014,Semi Finals
81,54,Harry Taylor,KEYD,0,0,43,1,4,90,2014,Semi Finals
82,54,Lindsay Thomas,FWD,0,2,54,0,1,88,2014,Semi Finals
83,54,Jackson Thurlow,DEF,0,1,13,0,2,48,2014,Semi Finals
84,54,Josh Walker,KEYF,0,2,63,0,3,80,2014,Semi Finals
85,54,Matthew White,FWD,0,2,54,0,2,78,2014,Semi Finals
86,54,Ollie Wines,MID,0,1,112,0,1,74,2014,Semi Finals
87,54,Jack Ziebell,MID,0,1,95,0,2,84,2014,Semi Finals
