,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Keidean Coleman,DEF,3,0,127,0,3,81,2023,Grand Final
1,1,Nick Daicos,MID,3,1,110,0,0,85,2023,Grand Final
2,1,Oscar McInerney,RUC,3,2,74,0,6,88,2023,Grand Final
3,4,Harris Andrews,KEYD,2,0,76,0,10,97,2023,Grand Final
4,4,Zac Bailey,FWD,2,1,68,0,0,81,2023,Grand Final
5,4,Darcy Gardiner,KEYD,2,0,45,0,6,97,2023,Grand Final
6,4,Eric Hipwood,KEYF,2,1,50,0,3,85,2023,Grand Final
7,4,Jeremy Howe,KEYD,2,0,99,0,2,94,2023,Grand Final
8,4,Ryan Lester,KEYD,2,1,75,0,3,86,2023,Grand Final
9,4,Brayden Maynard,DEF,2,0,56,0,5,93,2023,Grand Final
10,4,Lachie Neale,MID,2,0,84,1,0,85,2023,Grand Final
11,12,Darcy Cameron,RUC,1,1,79,0,2,59,2023,Grand Final
12,12,Mason Cox,RUC,1,4,57,0,5,67,2023,Grand Final
13,12,Jack Crisp,MID,1,0,105,0,2,91,2023,Grand Final
14,12,Josh Daicos,MID,1,1,49,1,0,83,2023,Grand Final
15,12,Josh Dunkley,MID,1,0,87,0,4,86,2023,Grand Final
16,12,Bobby Hill,FWD,1,1,118,0,1,80,2023,Grand Final
17,12,Conor McKenna,DEF,1,1,51,1,0,75,2023,Grand Final
18,12,Brody Mihocek,KEYF,1,1,64,0,1,92,2023,Grand Final
19,12,Tom Mitchell,MID,1,0,124,0,1,72,2023,Grand Final
20,12,Nathan Murphy,KEYD,1,0,16,0,1,20,2023,Grand Final
21,12,Scott Pendlebury,MID,1,0,102,0,2,77,2023,Grand Final
22,12,Brandon Starcevich,DEF,1,2,57,0,0,82,2023,Grand Final
23,12,Dayne Zorko,FWD,1,0,84,1,2,85,2023,Grand Final
24,25,Callum Ah Chee,FWD,0,0,23,1,1,61,2023,Grand Final
25,25,Jarrod Berry,MID,0,2,45,0,4,73,2023,Grand Final
26,25,Charlie Cameron,FWD,0,1,40,1,0,89,2023,Grand Final
27,25,Joe Daniher,KEYF,0,1,90,0,3,93,2023,Grand Final
28,25,Jordan De Goey,MID,0,2,83,0,1,82,2023,Grand Final
29,25,Jamie Elliott,FWD,0,2,69,1,3,88,2023,Grand Final
30,25,Jaspa Fletcher,MID,0,0,32,0,0,64,2023,Grand Final
31,25,Billy Frampton,KEYD,0,2,4,0,3,82,2023,Grand Final
32,25,Jack Ginnivan,FWD,0,0,33,0,1,67,2023,Grand Final
33,25,Will Hoskin-Elliott,FWD,0,0,58,0,4,89,2023,Grand Final
34,25,Patrick Lipinski,FWD,0,1,59,0,0,58,2023,Grand Final
35,25,Jarryd Lyons,MID,0,0,13,0,0,17,2023,Grand Final
36,25,Oleg Markov,DEF,0,1,51,1,0,81,2023,Grand Final
37,25,Lincoln McCarthy,FWD,0,2,40,0,1,74,2023,Grand Final
38,25,Hugh McCluggage,MID,0,0,98,0,1,81,2023,Grand Final
39,25,Beau McCreery,FWD,0,2,48,4,3,73,2023,Grand Final
40,25,Darcy Moore,KEYD,0,2,18,0,8,95,2023,Grand Final
41,25,Isaac Quaynor,DEF,0,0,61,0,2,86,2023,Grand Final
42,25,Cam Rayner,FWD,0,1,35,0,1,75,2023,Grand Final
43,25,Deven Robertson,FWD,0,0,47,0,0,63,2023,Grand Final
44,25,Steele Sidebottom,MID,0,1,98,1,1,86,2023,Grand Final
45,25,Darcy Wilmot,DEF,0,1,51,0,3,82,2023,Grand Final
