,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Kurt Tippett,KEYF,4,2,115,0,5,89,2015,Semi Finals
1,2,Eddie Betts,FWD,3,2,39,0,0,88,2015,Semi Finals
2,2,Michael Firrito,KEYD,3,0,62,0,3,89,2015,Semi Finals
3,2,Josh Jenkins,KEYF,3,1,87,1,1,89,2015,Semi Finals
4,2,Ben McGlynn,FWD,3,1,42,0,0,93,2015,Semi Finals
5,2,Sam Wright,DEF,3,1,68,4,2,97,2015,Semi Finals
6,7,Luke Breust,FWD,2,1,136,0,0,78,2015,Semi Finals
7,7,Patrick Dangerfield,MID,2,2,105,1,1,79,2015,Semi Finals
8,7,Richard Douglas,MID,2,0,56,0,2,80,2015,Semi Finals
9,7,Josh Gibson,KEYD,2,2,94,0,2,100,2015,Semi Finals
10,7,Todd Goldstein,RUC,2,3,87,0,4,89,2015,Semi Finals
11,7,Adam Goodes,FWD,2,0,105,0,1,93,2015,Semi Finals
12,7,Kyle Hartigan,KEYD,2,1,35,0,5,95,2015,Semi Finals
13,7,Josh P. Kennedy,MID,2,1,130,0,3,88,2015,Semi Finals
14,7,Jordan Lewis,MID,2,1,107,0,2,81,2015,Semi Finals
15,7,Dane Rampe,DEF,2,4,124,0,5,88,2015,Semi Finals
16,7,Rory Sloane,MID,2,0,70,0,2,79,2015,Semi Finals
17,7,Brodie Smith,DEF,2,0,47,0,1,83,2015,Semi Finals
18,7,Andrew Swallow,MID,2,3,76,0,2,83,2015,Semi Finals
19,7,Scott Thompson,MID,2,3,111,0,1,84,2015,Semi Finals
20,7,Dean Towers,FWD,2,1,65,0,1,88,2015,Semi Finals
21,7,Kayne Turner,FWD,2,2,27,0,3,64,2015,Semi Finals
22,7,Jack Ziebell,MID,2,2,109,0,1,79,2015,Semi Finals
23,24,Shaun Atley,DEF,1,0,64,1,2,81,2015,Semi Finals
24,24,Ben Brown,KEYF,1,0,44,0,4,73,2015,Semi Finals
25,24,Charles Cameron,FWD,1,0,41,0,3,80,2015,Semi Finals
26,24,Matt Crouch,MID,1,0,69,0,2,74,2015,Semi Finals
27,24,Ben Cunnington,MID,1,1,97,0,1,78,2015,Semi Finals
28,24,Taylor Garner,FWD,1,0,67,0,1,80,2015,Semi Finals
29,24,Sam Gibson,MID,1,0,81,0,1,84,2015,Semi Finals
30,24,David Hale,RUC,1,1,21,0,0,63,2015,Semi Finals
31,24,Dan Hannebery,MID,1,2,65,0,3,89,2015,Semi Finals
32,24,Lachlan Hansen,KEYD,1,0,62,1,4,92,2015,Semi Finals
33,24,Brent Harvey,FWD,1,2,56,3,2,92,2015,Semi Finals
34,24,Isaac Heeney,FWD,1,1,83,0,0,78,2015,Semi Finals
35,24,Ricky Henderson,MID,1,0,36,0,4,88,2015,Semi Finals
36,24,Shaun Higgins,FWD,1,0,90,0,0,91,2015,Semi Finals
37,24,Bradley Hill,MID,1,0,72,0,0,84,2015,Semi Finals
38,24,Ben Jacobs,MID,1,0,52,0,3,84,2015,Semi Finals
39,24,Sam Jacobs,RUC,1,1,120,0,6,93,2015,Semi Finals
40,24,Rory Laird,DEF,1,0,101,0,4,84,2015,Semi Finals
41,24,Tom Lynch,FWD,1,0,76,0,0,90,2015,Semi Finals
42,24,Jarryd Lyons,FWD,1,0,34,0,0,27,2015,Semi Finals
43,24,Jamie Macmillan,DEF,1,0,81,1,2,89,2015,Semi Finals
44,24,Luke McDonald,DEF,1,1,59,0,2,78,2015,Semi Finals
45,24,Ben McEvoy,RUC,1,2,72,0,3,80,2015,Semi Finals
46,24,Jarrad McVeigh,MID,1,1,99,0,2,92,2015,Semi Finals
47,24,Tom Mitchell,MID,1,1,67,0,0,81,2015,Semi Finals
48,24,Sam Mitchell,MID,1,1,106,1,1,85,2015,Semi Finals
49,24,Drew Petrie,KEYF,1,2,77,0,3,90,2015,Semi Finals
50,24,Paul Puopolo,FWD,1,0,58,0,1,81,2015,Semi Finals
51,24,Ted Richards,KEYD,1,1,36,0,11,96,2015,Semi Finals
52,24,Ryan Schoenmakers,KEYF,1,1,88,0,2,86,2015,Semi Finals
53,24,Liam Shiels,MID,1,1,100,1,1,93,2015,Semi Finals
54,24,Ben Stratton,DEF,1,5,52,0,4,95,2015,Semi Finals
55,24,Lindsay Thomas,FWD,1,0,24,0,0,18,2015,Semi Finals
56,24,Taylor Walker,KEYF,1,1,54,0,2,94,2015,Semi Finals
57,58,Grant Birchall,DEF,0,2,99,1,4,83,2015,Semi Finals
58,58,Luke Brown,DEF,0,0,62,1,2,86,2015,Semi Finals
59,58,Shaun Burgoyne,DEF,0,0,78,0,6,85,2015,Semi Finals
60,58,Kyle Cheney,KEYD,0,0,45,0,6,97,2015,Semi Finals
61,58,Harry Cunningham,FWD,0,0,50,1,7,89,2015,Semi Finals
62,58,Nick Dal Santo,MID,0,0,84,1,3,84,2015,Semi Finals
63,58,Taylor Duryea,DEF,0,0,92,0,0,83,2015,Semi Finals
64,58,James Frawley,KEYD,0,0,65,0,5,95,2015,Semi Finals
65,58,Heath Grundy,KEYD,0,0,59,0,7,99,2015,Semi Finals
66,58,Billy Hartung,MID,0,1,38,2,0,24,2015,Semi Finals
67,58,Luke Hodge,MID,0,3,107,0,5,81,2015,Semi Finals
68,58,Lewis Jetta,MID,0,1,25,0,1,60,2015,Semi Finals
69,58,Zak Jones,DEF,0,0,21,0,0,29,2015,Semi Finals
70,58,Riley Knight,FWD,0,0,43,0,0,78,2015,Semi Finals
71,58,Jeremy Laidler,DEF,0,0,59,1,6,81,2015,Semi Finals
72,58,Brian Lake,KEYD,0,0,70,0,6,89,2015,Semi Finals
73,58,Jake Lloyd,MID,0,0,65,0,2,76,2015,Semi Finals
74,58,David Mackay,MID,0,1,26,0,0,61,2015,Semi Finals
75,58,Mike Pyke,RUC,0,5,42,0,3,78,2015,Semi Finals
76,58,Cyril Rioli,FWD,0,0,74,0,2,79,2015,Semi Finals
77,58,Gary Rohan,FWD,0,2,44,3,1,67,2015,Semi Finals
78,58,James Rose,FWD,0,2,41,1,0,73,2015,Semi Finals
79,58,Jarryd Roughead,KEYF,0,1,86,0,0,89,2015,Semi Finals
80,58,Rhyce Shaw,DEF,0,1,43,0,5,85,2015,Semi Finals
81,58,Isaac Smith,MID,0,4,89,2,1,84,2015,Semi Finals
82,58,Nick Smith,DEF,0,1,96,0,3,91,2015,Semi Finals
83,58,Matthew Suckling,DEF,0,0,92,0,1,81,2015,Semi Finals
