,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Dylan Grimes,KEYD,3,0,90,2,3,96,2019,Grand Final
1,1,Bachar Houli,DEF,3,0,114,2,5,96,2019,Grand Final
2,1,Tim Taranto,MID,3,1,117,0,1,80,2019,Grand Final
3,4,Josh Caddy,FWD,2,1,101,0,2,85,2019,Grand Final
4,4,Brent Daniels,FWD,2,1,70,0,0,76,2019,Grand Final
5,4,Shane Edwards,DEF,2,1,80,0,2,78,2019,Grand Final
6,4,Dustin Martin,FWD,2,2,91,3,2,86,2019,Grand Final
7,4,Heath Shaw,DEF,2,1,130,3,5,90,2019,Grand Final
8,9,David Astbury,KEYD,1,1,50,0,2,95,2019,Grand Final
9,9,Liam Baker,DEF,1,2,37,0,0,66,2019,Grand Final
10,9,Jason Castagna,FWD,1,0,78,3,0,92,2019,Grand Final
11,9,Trent Cotchin,MID,1,0,69,1,1,76,2019,Grand Final
12,9,Toby Greene,FWD,1,4,82,0,0,86,2019,Grand Final
13,9,Nick Haynes,DEF,1,0,119,4,4,92,2019,Grand Final
14,9,Harry Himmelberg,KEYF,1,1,65,0,4,92,2019,Grand Final
15,9,Adam Kennedy,DEF,1,0,56,0,1,71,2019,Grand Final
16,9,Kane Lambert,FWD,1,0,73,0,1,83,2019,Grand Final
17,9,Tom J. Lynch,KEYF,1,1,70,0,2,98,2019,Grand Final
18,9,Shane Mumford,RUC,1,0,42,0,4,75,2019,Grand Final
19,9,Dion Prestia,MID,1,2,74,0,2,87,2019,Grand Final
20,9,Jack Riewoldt,KEYF,1,0,93,1,2,98,2019,Grand Final
21,9,Sam Taylor,KEYD,1,0,51,0,9,91,2019,Grand Final
22,23,Shai Bolton,FWD,0,1,56,0,1,71,2019,Grand Final
23,23,Nathan Broad,DEF,0,0,51,0,9,89,2019,Grand Final
24,23,Jeremy Cameron,KEYF,0,2,63,0,1,93,2019,Grand Final
25,23,Aidan Corr,KEYD,0,0,67,0,7,77,2019,Grand Final
26,23,Phil Davis,KEYD,0,1,65,0,5,84,2019,Grand Final
27,23,Brandon Ellis,MID,0,0,30,3,0,86,2019,Grand Final
28,23,Jeremy Finlayson,KEYF,0,1,8,0,3,63,2019,Grand Final
29,23,Jacob Hopper,MID,0,1,94,0,1,83,2019,Grand Final
30,23,Josh Kelly,MID,0,0,66,0,1,77,2019,Grand Final
31,23,Daniel Lloyd,FWD,0,2,38,0,2,76,2019,Grand Final
32,23,Toby Nankervis,RUC,0,0,90,0,4,58,2019,Grand Final
33,23,Harry Perryman,MID,0,0,76,0,3,77,2019,Grand Final
34,23,Marlion Pickett,MID,0,0,73,1,0,66,2019,Grand Final
35,23,Sam J. Reid,DEF,0,0,47,0,4,96,2019,Grand Final
36,23,Daniel Rioli,FWD,0,1,56,1,0,91,2019,Grand Final
37,23,Jayden Short,DEF,0,0,84,5,1,73,2019,Grand Final
38,23,Ivan Soldo,RUC,0,0,64,0,0,42,2019,Grand Final
39,23,Adam Tomlinson,MID,0,1,60,0,1,83,2019,Grand Final
40,23,Nick Vlastuin,DEF,0,1,106,0,5,89,2019,Grand Final
41,23,Lachie Whitfield,FWD,0,1,50,0,1,91,2019,Grand Final
42,23,Zac Williams,DEF,0,0,85,1,0,68,2019,Grand Final
43,23,Matt de Boer,MID,0,3,31,0,1,79,2019,Grand Final
