,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Jarrod Berry,MID,4,2,98,0,0,83,2022,Preliminary Finals
1,1,Jack Crisp,MID,4,1,114,0,2,86,2022,Preliminary Finals
2,3,Lachie Neale,MID,3,0,71,0,1,96,2022,Preliminary Finals
3,3,Isaac Quaynor,DEF,3,1,91,0,2,86,2022,Preliminary Finals
4,5,Darcy Cameron,RUC,2,1,95,0,2,82,2022,Preliminary Finals
5,5,Nick Daicos,DEF,2,0,99,1,0,89,2022,Preliminary Finals
6,5,Errol Gulden,FWD,2,0,103,0,4,71,2022,Preliminary Finals
7,5,Isaac Heeney,FWD,2,1,94,0,0,88,2022,Preliminary Finals
8,5,Eric Hipwood,KEYF,2,0,60,0,3,92,2022,Preliminary Finals
9,5,John Noble,DEF,2,1,51,1,1,79,2022,Preliminary Finals
10,5,Scott Pendlebury,MID,2,0,97,0,1,93,2022,Preliminary Finals
11,5,Deven Robertson,FWD,2,1,96,0,0,78,2022,Preliminary Finals
12,5,Joel Selwood,MID,2,0,73,0,0,68,2022,Preliminary Finals
13,14,Tom Atkins,DEF,1,2,64,0,1,67,2022,Preliminary Finals
14,14,Zac Bailey,FWD,1,1,98,0,0,88,2022,Preliminary Finals
15,14,Trent Bianco,FWD,1,0,47,0,1,49,2022,Preliminary Finals
16,14,Charlie Cameron,FWD,1,0,46,0,1,79,2022,Preliminary Finals
17,14,Jeremy Cameron,KEYF,1,0,54,0,3,89,2022,Preliminary Finals
18,14,Braeden Campbell,DEF,1,1,22,0,0,29,2022,Preliminary Finals
19,14,Ryan Clarke,FWD,1,0,52,0,1,79,2022,Preliminary Finals
20,14,Brad Close,FWD,1,0,69,1,1,82,2022,Preliminary Finals
21,14,Mason Cox,RUC,1,1,44,0,0,49,2022,Preliminary Finals
22,14,Patrick Dangerfield,MID,1,3,115,1,5,76,2022,Preliminary Finals
23,14,Joe Daniher,KEYF,1,0,60,0,1,87,2022,Preliminary Finals
24,14,Sam De Koning,KEYD,1,1,28,0,2,95,2022,Preliminary Finals
25,14,Jamie Elliott,FWD,1,1,49,0,1,90,2022,Preliminary Finals
26,14,Oliver Florent,DEF,1,0,72,1,1,83,2022,Preliminary Finals
27,14,Robbie Fox,DEF,1,1,56,1,2,89,2022,Preliminary Finals
28,14,Darcy Gardiner,KEYD,1,2,74,0,3,91,2022,Preliminary Finals
29,14,Jack Ginnivan,FWD,1,1,36,0,1,76,2022,Preliminary Finals
30,14,Tom Hawkins,KEYF,1,0,100,0,1,77,2022,Preliminary Finals
31,14,Tom Hickey,RUC,1,1,93,0,1,84,2022,Preliminary Finals
32,14,Max Holmes,MID,1,1,55,1,2,56,2022,Preliminary Finals
33,14,Will Hoskin-Elliott,FWD,1,0,57,0,1,77,2022,Preliminary Finals
34,14,Jake Kolodjashnij,KEYD,1,0,91,1,3,77,2022,Preliminary Finals
35,14,Lincoln McCarthy,FWD,1,0,75,0,1,80,2022,Preliminary Finals
