,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Scott Lycett,RUC,5,3,94,0,5,74,2021,Preliminary Finals
1,1,Jack Viney,MID,5,1,119,0,0,75,2021,Preliminary Finals
2,3,Travis Boak,MID,2,1,83,1,1,84,2021,Preliminary Finals
3,3,Patrick Dangerfield,MID,2,1,103,2,3,81,2021,Preliminary Finals
4,3,Willem Drew,MID,2,2,55,0,0,67,2021,Preliminary Finals
5,3,Josh Dunkley,FWD,2,0,101,0,3,78,2021,Preliminary Finals
6,3,Tim English,RUC,2,1,56,3,0,83,2021,Preliminary Finals
7,3,Bayley Fritsch,FWD,2,0,86,0,0,89,2021,Preliminary Finals
8,3,Robbie Gray,FWD,2,1,76,0,0,80,2021,Preliminary Finals
9,3,Zach Guthrie,DEF,2,0,76,0,8,80,2021,Preliminary Finals
10,3,Jack Macrae,MID,2,2,123,0,1,84,2021,Preliminary Finals
11,3,Adam Treloar,FWD,2,2,105,5,0,79,2021,Preliminary Finals
12,13,Aliir Aliir,KEYD,1,0,67,0,3,97,2021,Preliminary Finals
13,13,Karl Amon,MID,1,0,98,0,1,81,2021,Preliminary Finals
14,13,Miles Bergman,MID,1,0,62,1,1,78,2021,Preliminary Finals
15,13,Mark Blicavs,KEYD,1,2,54,0,9,93,2021,Preliminary Finals
16,13,Angus Brayshaw,MID,1,0,74,2,1,88,2021,Preliminary Finals
17,13,Ben Brown,KEYF,1,0,63,0,3,80,2021,Preliminary Finals
18,13,Darcy Byrne-Jones,DEF,1,0,58,0,2,78,2021,Preliminary Finals
19,13,Zaine Cordy,KEYD,1,1,17,0,8,98,2021,Preliminary Finals
20,13,Charlie Dixon,KEYF,1,1,75,0,2,97,2021,Preliminary Finals
21,13,Mitch Duncan,FWD,1,1,85,0,1,82,2021,Preliminary Finals
22,13,Ryan Gardner,KEYD,1,1,28,0,8,100,2021,Preliminary Finals
23,13,Max Gawn,RUC,1,3,145,0,5,74,2021,Preliminary Finals
24,13,Tom Hawkins,KEYF,1,1,71,0,0,98,2021,Preliminary Finals
25,13,Dan Houston,DEF,1,2,82,0,1,85,2021,Preliminary Finals
26,13,Lachie Hunter,MID,1,0,88,0,3,87,2021,Preliminary Finals
27,13,Luke Jackson,RUC,1,0,50,0,1,78,2021,Preliminary Finals
28,13,Tom Jonas,KEYD,1,1,56,0,7,94,2021,Preliminary Finals
29,13,Jake Kolodjashnij,KEYD,1,0,31,0,4,84,2021,Preliminary Finals
30,13,Peter Ladhams,RUC,1,1,43,0,5,74,2021,Preliminary Finals
31,13,Ed Langdon,MID,1,0,78,1,1,98,2021,Preliminary Finals
32,13,Jake Lever,KEYD,1,1,50,0,8,91,2021,Preliminary Finals
33,13,Tom Liberatore,MID,1,1,61,0,3,75,2021,Preliminary Finals
34,13,Todd Marshall,KEYF,1,0,56,0,1,64,2021,Preliminary Finals
35,13,Stefan Martin,RUC,1,5,35,0,3,68,2021,Preliminary Finals
36,13,Gryan Miers,FWD,1,0,39,0,1,83,2021,Preliminary Finals
