,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Luke Breust,FWD,5,1,98,0,0,86,2014,Grand Final
1,2,Lance Franklin,KEYF,3,3,79,0,0,97,2014,Grand Final
2,3,Nick Malceski,DEF,2,1,93,0,1,90,2014,Grand Final
3,3,Nick Smith,DEF,2,0,47,0,4,88,2014,Grand Final
4,3,Matt Spangher,KEYD,2,0,48,0,6,90,2014,Grand Final
5,3,Kurt Tippett,KEYF,2,1,76,0,4,88,2014,Grand Final
6,7,Craig Bird,MID,1,1,34,0,0,33,2014,Grand Final
7,7,Taylor Duryea,DEF,1,0,37,5,0,18,2014,Grand Final
8,7,Heath Grundy,KEYD,1,0,51,0,9,94,2014,Grand Final
9,7,Jack Gunston,FWD,1,0,82,0,2,88,2014,Grand Final
10,7,Luke Hodge,MID,1,1,157,0,5,86,2014,Grand Final
11,7,Kieren Jack,MID,1,2,70,0,3,85,2014,Grand Final
12,7,Brian Lake,KEYD,1,2,78,0,7,90,2014,Grand Final
13,7,Jake Lloyd,FWD,1,0,51,0,1,50,2014,Grand Final
14,7,Ben McEvoy,RUC,1,1,74,0,4,81,2014,Grand Final
15,7,Sam Mitchell,MID,1,0,146,1,5,87,2014,Grand Final
16,7,Luke Parker,FWD,1,3,56,0,3,84,2014,Grand Final
17,7,Mike Pyke,RUC,1,0,61,0,1,73,2014,Grand Final
18,7,Dane Rampe,DEF,1,2,39,0,3,87,2014,Grand Final
19,7,Ted Richards,KEYD,1,0,45,0,2,98,2014,Grand Final
20,7,Cyril Rioli,FWD,1,1,29,0,3,62,2014,Grand Final
21,7,Jarryd Roughead,KEYF,1,4,80,0,1,92,2014,Grand Final
22,7,Rhyce Shaw,DEF,1,2,68,1,0,74,2014,Grand Final
23,7,Liam Shiels,MID,1,1,81,1,2,84,2014,Grand Final
24,7,Isaac Smith,FWD,1,1,61,2,0,88,2014,Grand Final
25,7,Ben Stratton,KEYD,1,1,78,0,9,94,2014,Grand Final
26,27,Grant Birchall,DEF,0,0,89,2,0,85,2014,Grand Final
27,27,Shaun Burgoyne,DEF,0,0,87,0,3,83,2014,Grand Final
28,27,Harry Cunningham,FWD,0,0,47,0,3,88,2014,Grand Final
29,27,Josh Gibson,KEYD,0,1,96,0,6,88,2014,Grand Final
30,27,Adam Goodes,FWD,0,0,84,0,1,86,2014,Grand Final
31,27,David Hale,RUC,0,2,51,0,1,81,2014,Grand Final
32,27,Dan Hannebery,MID,0,1,82,0,1,85,2014,Grand Final
33,27,Bradley Hill,FWD,0,0,95,7,2,88,2014,Grand Final
34,27,Lewis Jetta,FWD,0,0,15,0,0,70,2014,Grand Final
35,27,Josh P. Kennedy,MID,0,2,100,0,1,79,2014,Grand Final
36,27,Will Langford,MID,0,2,103,0,1,81,2014,Grand Final
37,27,Jordan Lewis,MID,0,0,139,0,1,86,2014,Grand Final
38,27,Ben McGlynn,MID,0,0,58,0,3,97,2014,Grand Final
39,27,Jarrad McVeigh,MID,0,0,49,0,0,92,2014,Grand Final
40,27,Paul Puopolo,FWD,0,0,51,0,2,81,2014,Grand Final
41,27,Sam Reid,KEYF,0,0,34,0,2,87,2014,Grand Final
42,27,Gary Rohan,DEF,0,0,32,2,4,76,2014,Grand Final
43,27,Matthew Suckling,DEF,0,0,71,2,0,83,2014,Grand Final
