,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Josh Dunkley,MID,5,0,145,0,3,79,2023,Round 13
1,1,Rory Sloane,MID,5,2,94,0,6,65,2023,Round 13
2,3,Nick Blakey,DEF,4,0,74,0,2,47,2023,Round 13
3,3,Errol Gulden,MID,4,2,83,0,0,83,2023,Round 13
4,3,Ben Hobbs,MID,4,1,91,0,0,72,2023,Round 13
5,3,Matthew Johnson,MID,4,0,93,0,1,62,2023,Round 13
6,3,Nick Larkey,KEYF,4,1,67,0,6,100,2023,Round 13
7,3,Harry McKay,KEYF,4,2,56,0,2,91,2023,Round 13
8,3,Tom Mitchell,MID,4,1,121,0,0,81,2023,Round 13
9,3,Andrew Phillips,RUC,4,0,50,0,3,58,2023,Round 13
10,11,Harris Andrews,KEYD,3,0,78,0,9,94,2023,Round 13
11,11,Jack Darling,KEYF,3,1,50,0,5,94,2023,Round 13
12,11,Willem Drew,MID,3,0,59,0,0,83,2023,Round 13
13,11,Toby Greene,FWD,3,0,111,0,0,89,2023,Round 13
14,11,Rory Laird,MID,3,0,124,0,0,78,2023,Round 13
15,11,Lachlan Murphy,FWD,3,0,81,0,1,85,2023,Round 13
16,11,Alex Neal-Bullen,FWD,3,0,81,0,2,74,2023,Round 13
17,11,Mitch Owens,KEYF,3,1,107,0,1,83,2023,Round 13
18,11,Luke Pedlar,FWD,3,0,71,0,2,69,2023,Round 13
19,11,Luke Shuey,MID,3,4,53,1,1,65,2023,Round 13
20,11,James Sicily,KEYD,3,0,130,0,8,97,2023,Round 13
21,11,Riley Thilthorpe,KEYF,3,2,70,0,1,75,2023,Round 13
22,11,Sam Walsh,MID,3,3,91,0,0,81,2023,Round 13
23,24,Taylor Adams,FWD,2,3,104,1,0,73,2023,Round 13
24,24,Oscar Allen,KEYF,2,0,57,0,5,89,2023,Round 13
25,24,Zac Bailey,FWD,2,0,66,0,0,80,2023,Round 13
26,24,Marcus Bontempelli,MID,2,2,116,1,2,80,2023,Round 13
27,24,Ryan Byrnes,MID,2,0,66,0,2,77,2023,Round 13
28,24,Jye Caldwell,FWD,2,1,92,0,0,64,2023,Round 13
29,24,Adam Cerra,MID,2,2,82,2,3,77,2023,Round 13
30,24,Charlie Curnow,KEYF,2,0,79,0,1,92,2023,Round 13
31,24,Jordan Dawson,MID,2,2,105,0,0,84,2023,Round 13
32,24,Will Day,MID,2,1,98,0,3,85,2023,Round 13
33,24,Taylor Duryea,DEF,2,0,51,0,2,78,2023,Round 13
34,24,Bayley Fritsch,FWD,2,1,62,0,1,100,2023,Round 13
35,24,Tom Green,MID,2,2,73,1,2,81,2023,Round 13
36,24,Matt Guelfi,FWD,2,1,45,0,2,76,2023,Round 13
37,24,Brady Hough,DEF,2,0,60,0,1,81,2023,Round 13
38,24,Luke Jackson,RUC,2,1,119,0,5,82,2023,Round 13
39,24,James Jordon,FWD,2,0,36,0,0,24,2023,Round 13
40,24,Ben Keays,FWD,2,0,99,0,1,87,2023,Round 13
41,24,Max King,KEYF,2,1,66,0,0,82,2023,Round 13
42,24,Ed Langdon,MID,2,0,43,0,1,88,2023,Round 13
43,24,Kyle Langford,KEYF,2,1,75,0,3,96,2023,Round 13
44,24,Tom Liberatore,MID,2,2,109,0,3,84,2023,Round 13
45,24,Rory Lobb,KEYF,2,0,57,0,3,76,2023,Round 13
46,24,Scott Lycett,RUC,2,0,86,0,1,76,2023,Round 13
47,24,Jack Macrae,FWD,2,0,129,1,1,78,2023,Round 13
48,24,Rowan Marshall,RUC,2,0,129,0,2,87,2023,Round 13
49,24,Todd Marshall,KEYF,2,0,68,0,3,83,2023,Round 13
50,24,Nic Martin,MID,2,1,114,0,3,87,2023,Round 13
51,24,Hugh McCluggage,MID,2,2,81,0,1,65,2023,Round 13
52,24,Ned McHenry,FWD,2,0,48,0,1,34,2023,Round 13
53,24,Justin McInerney,MID,2,1,83,0,2,82,2023,Round 13
54,24,Zach Merrett,MID,2,0,97,0,3,83,2023,Round 13
55,24,Dylan Moore,FWD,2,1,106,0,0,89,2023,Round 13
56,24,Conor Nash,MID,2,1,102,0,1,80,2023,Round 13
57,24,Xavier O'Neill,FWD,2,1,49,0,2,84,2023,Round 13
58,24,Archie Perkins,FWD,2,0,72,0,2,80,2023,Round 13
59,24,Tom Powell,FWD,2,0,61,2,1,83,2023,Round 13
60,24,Sam Powell-Pepper,FWD,2,2,43,0,1,82,2023,Round 13
61,24,Anthony Scott,FWD,2,1,47,0,0,78,2023,Round 13
62,24,Jack Silvagni,KEYF,2,1,51,1,0,68,2023,Round 13
63,24,Will Snelling,FWD,2,0,79,0,4,77,2023,Round 13
64,24,Phoenix Spicer,FWD,2,0,52,0,0,61,2023,Round 13
65,24,Liam Stocker,DEF,2,0,62,0,4,67,2023,Round 13
66,24,Jake Stringer,FWD,2,1,64,0,2,86,2023,Round 13
67,24,George Wardlaw,MID,2,2,97,0,0,70,2023,Round 13
68,24,Bailey Williams,MID,2,0,103,0,0,84,2023,Round 13
69,24,Ollie Wines,MID,2,0,84,0,2,80,2023,Round 13
70,24,Elliot Yeo,DEF,2,0,95,0,5,68,2023,Round 13
71,24,Jack Ziebell,DEF,2,0,108,0,3,84,2023,Round 13
72,73,Blake Acres,MID,1,1,76,1,2,79,2023,Round 13
73,73,James Aish,MID,1,0,92,0,0,70,2023,Round 13
74,73,Joel Amartey,KEYF,1,0,12,0,1,28,2023,Round 13
75,73,Karl Amon,MID,1,1,64,0,1,84,2023,Round 13
76,73,Lachie Ash,DEF,1,1,83,1,1,76,2023,Round 13
77,73,Toby Bedford,FWD,1,1,87,0,2,76,2023,Round 13
78,73,Travis Boak,MID,1,0,88,0,1,84,2023,Round 13
79,73,Shai Bolton,FWD,1,0,124,4,1,90,2023,Round 13
80,73,Angus Brayshaw,MID,1,1,80,0,0,73,2023,Round 13
81,73,Andrew Brayshaw,MID,1,0,100,0,1,86,2023,Round 13
82,73,Kieren Briggs,RUC,1,0,101,0,2,78,2023,Round 13
83,73,Jack Buckley,KEYD,1,3,24,0,7,100,2023,Round 13
84,73,Dan Butler,FWD,1,2,75,0,2,76,2023,Round 13
85,73,Sam Butler,FWD,1,0,38,0,0,80,2023,Round 13
86,73,Zak Butters,MID,1,1,121,3,0,85,2023,Round 13
87,73,Charlie Cameron,FWD,1,0,68,0,0,86,2023,Round 13
88,73,Anthony Caminiti,KEYF,1,2,46,0,0,66,2023,Round 13
89,73,Braeden Campbell,MID,1,1,94,0,0,73,2023,Round 13
90,73,Campbell Chesser,MID,1,1,50,0,0,73,2023,Round 13
91,73,Jordan Clark,DEF,1,1,55,0,6,87,2023,Round 13
92,73,Ryan Clarke,FWD,1,2,39,0,1,79,2023,Round 13
93,73,Keidean Coleman,DEF,1,1,23,0,2,9,2023,Round 13
94,73,Mason Cox,RUC,1,0,53,0,4,75,2023,Round 13
95,73,Patrick Cripps,MID,1,2,45,0,1,84,2023,Round 13
96,73,Brad Crouch,MID,1,1,123,0,1,80,2023,Round 13
97,73,Paul Curtis,FWD,1,2,44,0,1,75,2023,Round 13
98,73,Nick Daicos,MID,1,0,101,0,1,94,2023,Round 13
99,73,Joe Daniher,KEYF,1,2,40,0,2,90,2023,Round 13
100,73,Charlie Dixon,KEYF,1,0,79,0,1,100,2023,Round 13
101,73,Sam Draper,RUC,1,1,41,0,6,59,2023,Round 13
102,73,Sam Durham,MID,1,1,75,0,0,88,2023,Round 13
103,73,Tim English,RUC,1,2,76,0,5,81,2023,Round 13
104,73,Kane Farrell,DEF,1,2,66,1,0,82,2023,Round 13
105,73,Darcy Fogarty,KEYF,1,0,72,0,0,83,2023,Round 13
106,73,Luke Foley,DEF,1,0,45,0,4,54,2023,Round 13
107,73,Aaron Francis,KEYD,1,3,58,0,14,93,2023,Round 13
108,73,Lance Franklin,KEYF,1,3,33,0,2,93,2023,Round 13
109,73,Nat Fyfe,FWD,1,0,83,0,3,83,2023,Round 13
110,73,Andrew Gaff,MID,1,4,46,0,0,88,2023,Round 13
111,73,Darcy Gardiner,KEYD,1,1,41,0,5,86,2023,Round 13
112,73,Nick Haynes,DEF,1,0,62,1,2,79,2023,Round 13
113,73,Will Hayward,FWD,1,0,43,0,1,85,2023,Round 13
114,73,Isaac Heeney,FWD,1,0,74,0,2,81,2023,Round 13
115,73,Dyson Heppell,DEF,1,0,86,1,2,86,2023,Round 13
116,73,Bradley Hill,FWD,1,1,65,0,2,82,2023,Round 13
117,73,Harry Himmelberg,KEYD,1,1,81,0,3,89,2023,Round 13
118,73,Jason Horne-Francis,MID,1,1,60,0,0,77,2023,Round 13
119,73,Will Hoskin-Elliott,FWD,1,0,66,0,1,81,2023,Round 13
120,73,Dan Houston,DEF,1,2,59,0,1,79,2023,Round 13
121,73,Connor Idun,DEF,1,1,40,0,3,92,2023,Round 13
122,73,Lachie Jones,DEF,1,0,83,0,6,87,2023,Round 13
123,73,Alex Keath,KEYD,1,0,55,1,3,85,2023,Round 13
124,73,Jacob Koschitzke,KEYF,1,0,48,0,1,77,2023,Round 13
125,73,Jayden Laverde,KEYD,1,3,47,0,4,87,2023,Round 13
126,73,Patrick Lipinski,FWD,1,0,57,0,0,81,2023,Round 13
127,73,Daniel Lloyd,FWD,1,0,74,0,4,84,2023,Round 13
128,73,Jack Martin,FWD,1,0,42,0,0,49,2023,Round 13
129,73,Dustin Martin,FWD,1,1,87,0,2,85,2023,Round 13
130,73,Brayden Maynard,DEF,1,2,102,0,8,84,2023,Round 13
131,73,Luke McDonald,DEF,1,1,59,0,5,88,2023,Round 13
132,73,Trent McKenzie,KEYD,1,0,49,0,2,95,2023,Round 13
133,73,Lloyd Meek,RUC,1,1,73,0,3,76,2023,Round 13
134,73,Jye Menzie,FWD,1,1,58,0,1,77,2023,Round 13
135,73,Brody Mihocek,KEYF,1,0,46,0,5,96,2023,Round 13
136,73,Wayne Milera,DEF,1,1,57,0,0,78,2023,Round 13
137,73,Seamus Mitchell,DEF,1,0,64,2,1,78,2023,Round 13
138,73,Nathan Murphy,KEYD,1,2,56,2,1,90,2023,Round 13
139,73,Aaron Naughton,KEYF,1,0,35,0,1,80,2023,Round 13
140,73,Reilly O'Brien,RUC,1,1,94,0,3,82,2023,Round 13
141,73,Nathan O'Driscoll,MID,1,0,65,0,2,78,2023,Round 13
142,73,Xavier O'Halloran,FWD,1,0,66,0,0,87,2023,Round 13
143,73,Jack Payne,KEYD,1,0,54,0,7,96,2023,Round 13
144,73,Alex Pearce,KEYD,1,1,52,0,11,92,2023,Round 13
145,73,Scott Pendlebury,MID,1,0,92,0,1,89,2023,Round 13
146,73,Mattaes Phillipou,FWD,1,3,50,0,0,81,2023,Round 13
147,73,Will Phillips,MID,1,2,54,0,1,82,2023,Round 13
148,73,Marlion Pickett,FWD,1,0,49,0,1,70,2023,Round 13
149,73,Izak Rankine,FWD,1,3,83,0,0,86,2023,Round 13
150,73,Daniel Rich,DEF,1,0,52,0,0,61,2023,Round 13
151,73,Jordan Ridley,KEYD,1,0,86,0,4,88,2023,Round 13
