,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Kurt Tippett,KEYF,6,2,115,0,1,92,2015,Finals Week 1
1,2,Luke Hodge,MID,5,1,130,0,3,83,2015,Finals Week 1
2,2,Andrew Swallow,MID,5,0,99,0,0,77,2015,Finals Week 1
3,4,Kane Lambert,FWD,3,1,42,0,2,74,2015,Finals Week 1
4,4,Jack Macrae,MID,3,1,89,0,3,82,2015,Finals Week 1
5,4,Anthony Miles,MID,3,2,80,0,1,83,2015,Finals Week 1
6,4,Scott Selwood,MID,3,1,70,0,0,89,2015,Finals Week 1
7,8,Ben Cunnington,MID,2,3,60,0,3,73,2015,Finals Week 1
8,8,Patrick Dangerfield,MID,2,0,110,0,1,77,2015,Finals Week 1
9,8,Zac Dawson,KEYD,2,2,41,0,4,96,2015,Finals Week 1
10,8,James Frawley,KEYD,2,1,46,0,3,96,2015,Finals Week 1
11,8,Jack Gunston,KEYF,2,1,50,0,1,83,2015,Finals Week 1
12,8,David Hale,RUC,2,0,50,0,0,50,2015,Finals Week 1
13,8,Shaun Higgins,FWD,2,1,90,0,0,89,2015,Finals Week 1
14,8,Mitch Honeychurch,FWD,2,1,27,0,0,65,2015,Finals Week 1
15,8,Mark Hutchings,MID,2,1,96,0,2,77,2015,Finals Week 1
16,8,Sam Jacobs,RUC,2,1,104,0,1,87,2015,Finals Week 1
17,8,Riley Knight,FWD,2,1,59,1,1,76,2015,Finals Week 1
18,8,Jake Lloyd,MID,2,2,71,0,0,90,2015,Finals Week 1
19,8,David Mackay,MID,2,0,20,0,1,42,2015,Finals Week 1
20,8,Tom Mitchell,MID,2,1,104,0,0,86,2015,Finals Week 1
21,8,Chris Newman,DEF,2,0,61,0,1,75,2015,Finals Week 1
22,8,Liam Picken,MID,2,1,115,0,2,87,2015,Finals Week 1
23,8,Aaron Sandilands,RUC,2,1,98,0,2,82,2015,Finals Week 1
24,8,Brad Sheppard,DEF,2,0,61,0,7,93,2015,Finals Week 1
25,8,Brodie Smith,DEF,2,0,73,1,4,80,2015,Finals Week 1
26,8,Scott D. Thompson,KEYD,2,2,33,0,3,99,2015,Finals Week 1
27,8,Mitch Wallis,MID,2,1,110,0,1,86,2015,Finals Week 1
28,8,Michael Walters,FWD,2,0,93,1,1,86,2015,Finals Week 1
29,8,Sharrod Wellingham,DEF,2,2,70,0,5,85,2015,Finals Week 1
30,31,Luke Brown,DEF,1,0,57,0,4,87,2015,Finals Week 1
31,31,Ben Brown,KEYF,1,0,46,0,1,73,2015,Finals Week 1
32,31,Sam Butler,DEF,1,0,38,0,1,84,2015,Finals Week 1
33,31,Kyle Cheney,KEYD,1,1,19,0,6,97,2015,Finals Week 1
34,31,Trent Cotchin,MID,1,1,34,0,1,85,2015,Finals Week 1
35,31,Stewart Crameri,FWD,1,2,74,0,2,81,2015,Finals Week 1
36,31,Matt Crouch,MID,1,2,58,0,2,74,2015,Finals Week 1
37,31,Harry Cunningham,FWD,1,1,67,0,1,87,2015,Finals Week 1
38,31,Brett Deledio,FWD,1,2,76,2,0,87,2015,Finals Week 1
39,31,Tory Dickson,FWD,1,1,69,0,0,85,2015,Finals Week 1
40,31,Michael Firrito,KEYD,1,1,40,0,6,91,2015,Finals Week 1
41,31,Nat Fyfe,MID,1,4,99,0,0,85,2015,Finals Week 1
42,31,Andrew Gaff,MID,1,0,76,2,1,91,2015,Finals Week 1
43,31,Sam Gibson,MID,1,0,82,0,0,91,2015,Finals Week 1
44,31,Todd Goldstein,RUC,1,1,94,0,4,91,2015,Finals Week 1
45,31,Jarrad Grant,MID,1,2,77,1,1,84,2015,Finals Week 1
46,31,Dylan Grimes,DEF,1,0,55,0,4,73,2015,Finals Week 1
47,31,Heath Grundy,KEYD,1,0,40,0,4,95,2015,Finals Week 1
48,31,Lachlan Hansen,KEYD,1,0,81,1,3,90,2015,Finals Week 1
49,31,Kyle Hartigan,KEYD,1,1,35,0,8,95,2015,Finals Week 1
50,31,Brent Harvey,FWD,1,0,101,1,1,87,2015,Finals Week 1
51,31,Ricky Henderson,MID,1,0,102,1,2,84,2015,Finals Week 1
52,31,Stephen Hill,MID,1,1,80,0,0,79,2015,Finals Week 1
53,31,Bachar Houli,DEF,1,0,71,0,6,90,2015,Finals Week 1
54,31,Shannon Hurn,DEF,1,1,100,0,4,95,2015,Finals Week 1
55,31,Brandon Jack,FWD,1,0,41,0,0,66,2015,Finals Week 1
56,31,Josh Jenkins,KEYF,1,0,37,0,4,92,2015,Finals Week 1
57,31,Lewis Jetta,MID,1,0,63,1,0,80,2015,Finals Week 1
58,31,Zak Jones,DEF,1,0,40,0,0,55,2015,Finals Week 1
59,31,Lin Jong,MID,1,1,95,0,1,78,2015,Finals Week 1
60,31,Josh P. Kennedy,MID,1,1,141,0,2,88,2015,Finals Week 1
61,31,Rory Laird,DEF,1,1,81,1,3,82,2015,Finals Week 1
62,31,Will Langford,MID,1,2,71,0,3,80,2015,Finals Week 1
63,31,Mark LeCras,FWD,1,1,110,0,2,93,2015,Finals Week 1
64,31,Tom Lynch,FWD,1,0,66,0,0,93,2015,Finals Week 1
