,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Taylor Adams,MID,5,0,120,0,2,79,2018,Preliminary Finals
1,2,Jack Darling,KEYF,4,1,95,0,2,89,2018,Preliminary Finals
2,2,Liam Ryan,FWD,4,1,78,1,0,80,2018,Preliminary Finals
3,4,Jeremy McGovern,KEYD,3,0,62,0,1,66,2018,Preliminary Finals
4,4,Joel Smith,DEF,3,2,50,0,4,87,2018,Preliminary Finals
5,4,Daniel Venables,FWD,3,1,63,0,0,77,2018,Preliminary Finals
6,7,James Aish,MID,2,0,54,0,2,81,2018,Preliminary Finals
7,7,Jason Castagna,FWD,2,2,31,0,0,79,2018,Preliminary Finals
8,7,Reece Conca,MID,2,1,69,0,2,74,2018,Preliminary Finals
9,7,Levi Greenwood,DEF,2,0,97,0,3,78,2018,Preliminary Finals
10,7,Neville Jetta,DEF,2,0,38,0,1,86,2018,Preliminary Finals
11,7,Josh J. Kennedy,KEYF,2,1,96,0,0,79,2018,Preliminary Finals
12,7,Toby Nankervis,RUC,2,2,86,0,6,87,2018,Preliminary Finals
13,7,Clayton Oliver,MID,2,0,92,0,1,80,2018,Preliminary Finals
14,7,Scott Pendlebury,MID,2,1,72,0,1,79,2018,Preliminary Finals
15,7,Christian Petracca,FWD,2,2,63,0,0,86,2018,Preliminary Finals
16,7,Alex Rance,KEYD,2,1,73,0,6,97,2018,Preliminary Finals
17,7,Jack Viney,MID,2,0,62,0,2,81,2018,Preliminary Finals
18,7,Nick Vlastuin,DEF,2,0,81,0,7,86,2018,Preliminary Finals
19,20,Tom Barrass,KEYD,1,0,70,0,10,86,2018,Preliminary Finals
20,20,Angus Brayshaw,MID,1,3,95,0,4,75,2018,Preliminary Finals
21,20,Tom Cole,DEF,1,0,55,0,3,90,2018,Preliminary Finals
22,20,Trent Cotchin,MID,1,3,85,0,2,75,2018,Preliminary Finals
23,20,Mason Cox,KEYF,1,0,108,0,1,88,2018,Preliminary Finals
24,20,Jamie Cripps,FWD,1,0,115,1,2,87,2018,Preliminary Finals
25,20,Jack Crisp,DEF,1,0,123,0,4,92,2018,Preliminary Finals
26,20,Liam Duggan,DEF,1,1,87,1,1,85,2018,Preliminary Finals
27,20,Sam Frost,KEYD,1,1,31,0,7,85,2018,Preliminary Finals
28,20,Max Gawn,RUC,1,0,78,0,1,85,2018,Preliminary Finals
29,20,Tyson Goldsack,KEYD,1,1,41,0,11,95,2018,Preliminary Finals
30,20,Brodie Grundy,RUC,1,3,134,0,4,93,2018,Preliminary Finals
31,20,James Harmes,MID,1,2,86,0,1,86,2018,Preliminary Finals
32,20,Michael Hibberd,DEF,1,0,40,0,4,89,2018,Preliminary Finals
33,20,Jack Higgins,FWD,1,0,62,0,1,78,2018,Preliminary Finals
34,20,Lewis Jetta,DEF,1,1,48,0,3,75,2018,Preliminary Finals
35,20,Mark LeCras,FWD,1,0,74,0,3,88,2018,Preliminary Finals
36,20,Brayden Maynard,DEF,1,0,80,0,2,83,2018,Preliminary Finals
37,20,Chris Mayne,MID,1,1,102,1,1,83,2018,Preliminary Finals
38,20,Tom McDonald,KEYF,1,0,62,0,6,91,2018,Preliminary Finals
39,20,Kamdyn McIntosh,MID,1,2,36,2,3,76,2018,Preliminary Finals
40,20,Brody Mihocek,KEYF,1,3,61,0,0,86,2018,Preliminary Finals
41,20,Alex Neal-Bullen,FWD,1,0,68,1,1,81,2018,Preliminary Finals
42,20,Dion Prestia,MID,1,1,90,0,1,77,2018,Preliminary Finals
43,20,Daniel Rioli,FWD,1,1,60,0,1,83,2018,Preliminary Finals
44,20,Christian Salem,DEF,1,2,59,2,2,80,2018,Preliminary Finals
45,20,Charlie Spargo,FWD,1,0,43,0,0,73,2018,Preliminary Finals
46,20,Nathan Vardy,RUC,1,1,29,0,2,61,2018,Preliminary Finals
47,20,Aaron vandenBerg,FWD,1,1,69,0,3,82,2018,Preliminary Finals
48,49,David Astbury,KEYD,0,0,37,0,5,88,2018,Preliminary Finals
49,49,Nathan Broad,DEF,0,0,39,0,3,79,2018,Preliminary Finals
50,49,Josh Caddy,FWD,0,0,43,0,0,90,2018,Preliminary Finals
51,49,Jordan De Goey,FWD,0,0,66,0,0,76,2018,Preliminary Finals
52,49,Shane Edwards,FWD,0,0,50,0,2,84,2018,Preliminary Finals
53,49,Jack Graham,MID,0,2,24,0,1,65,2018,Preliminary Finals
54,49,Shaun Grigg,MID,0,1,59,0,3,79,2018,Preliminary Finals
55,49,Dylan Grimes,DEF,0,1,45,0,9,84,2018,Preliminary Finals
56,49,Mitch Hannan,FWD,0,3,35,0,1,81,2018,Preliminary Finals
57,49,Will Hoskin-Elliott,FWD,0,1,39,0,2,82,2018,Preliminary Finals
58,49,Bachar Houli,DEF,0,0,78,0,3,83,2018,Preliminary Finals
59,49,Jeremy Howe,DEF,0,1,51,0,8,82,2018,Preliminary Finals
60,49,Shannon Hurn,DEF,0,0,105,1,6,91,2018,Preliminary Finals
61,49,Mark Hutchings,MID,0,2,60,0,1,89,2018,Preliminary Finals
62,49,Nathan Jones,MID,0,1,49,1,1,79,2018,Preliminary Finals
63,49,Kane Lambert,FWD,0,0,63,0,1,82,2018,Preliminary Finals
64,49,Tom Langdon,DEF,0,1,108,0,6,85,2018,Preliminary Finals
65,49,Jordan Lewis,DEF,0,1,56,0,2,82,2018,Preliminary Finals
66,49,Scott Lycett,RUC,0,2,46,0,8,69,2018,Preliminary Finals
67,49,Dustin Martin,MID,0,1,54,0,0,76,2018,Preliminary Finals
68,49,Chris Masten,MID,0,1,61,0,0,83,2018,Preliminary Finals
69,49,Oscar McDonald,KEYD,0,3,31,0,13,94,2018,Preliminary Finals
70,49,Jake Melksham,FWD,0,1,50,1,0,89,2018,Preliminary Finals
71,49,Tom Phillips,MID,0,0,83,0,0,83,2018,Preliminary Finals
72,49,Jack Redden,MID,0,0,162,0,2,88,2018,Preliminary Finals
73,49,Jack Riewoldt,KEYF,0,0,105,0,2,100,2018,Preliminary Finals
74,49,Willie Rioli,FWD,0,4,52,0,1,76,2018,Preliminary Finals
75,49,Will Schofield,KEYD,0,1,30,0,7,91,2018,Preliminary Finals
76,49,Dom Sheed,MID,0,0,92,1,1,89,2018,Preliminary Finals
77,49,Jayden Short,DEF,0,0,60,2,0,77,2018,Preliminary Finals
78,49,Luke Shuey,MID,0,0,73,2,3,75,2018,Preliminary Finals
79,49,Steele Sidebottom,MID,0,3,141,2,2,89,2018,Preliminary Finals
80,49,Brayden Sier,MID,0,0,68,0,0,66,2018,Preliminary Finals
81,49,Jaidyn Stephenson,FWD,0,0,64,0,1,80,2018,Preliminary Finals
