,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Jack Viney,MID,4,0,98,0,4,84,2022,Semi Finals
1,2,Jye Amiss,KEYF,3,0,48,0,0,80,2022,Semi Finals
2,2,Darcy Cameron,RUC,3,0,52,0,2,77,2022,Semi Finals
3,2,Keidean Coleman,DEF,3,1,99,0,1,77,2022,Semi Finals
4,2,Darcy Fort,RUC,3,5,79,0,4,85,2022,Semi Finals
5,2,Jeremy Howe,KEYD,3,0,88,1,6,95,2022,Semi Finals
6,2,Daniel McStay,KEYF,3,0,80,0,4,96,2022,Semi Finals
7,2,Lachie Schultz,FWD,3,3,62,0,1,89,2022,Semi Finals
8,9,Andrew Brayshaw,MID,2,0,127,0,1,74,2022,Semi Finals
9,9,Ben Brown,KEYF,2,1,56,0,0,78,2022,Semi Finals
10,9,Heath Chapman,DEF,2,0,69,0,0,86,2022,Semi Finals
11,9,Brennan Cox,KEYD,2,3,52,0,6,92,2022,Semi Finals
12,9,Jordan De Goey,MID,2,2,87,2,3,89,2022,Semi Finals
13,9,Max Gawn,RUC,2,2,98,0,1,82,2022,Semi Finals
14,9,Ash Johnson,KEYF,2,1,38,0,0,71,2022,Semi Finals
15,9,Lincoln McCarthy,FWD,2,2,38,0,2,79,2022,Semi Finals
16,9,Lachie Neale,MID,2,0,101,1,3,89,2022,Semi Finals
17,9,Clayton Oliver,MID,2,0,108,0,3,84,2022,Semi Finals
18,9,Cam Rayner,FWD,2,0,56,0,1,75,2022,Semi Finals
19,9,Caleb Serong,MID,2,0,118,0,0,73,2022,Semi Finals
20,9,Michael Walters,FWD,2,0,65,0,2,88,2022,Semi Finals
21,9,Darcy Wilmot,DEF,2,0,61,0,2,75,2022,Semi Finals
22,23,Angus Brayshaw,DEF,1,0,88,1,1,79,2022,Semi Finals
23,23,Will Brodie,MID,1,0,87,1,1,66,2022,Semi Finals
24,23,Charlie Cameron,FWD,1,0,51,0,1,81,2022,Semi Finals
25,23,Jordan Clark,DEF,1,1,58,0,2,84,2022,Semi Finals
