,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Anthony Miles,MID,5,1,85,0,0,89,2014,Finals Week 1
1,2,Brett Deledio,FWD,3,0,107,6,1,87,2014,Finals Week 1
2,2,Robbie Gray,FWD,3,4,75,1,0,80,2014,Finals Week 1
3,2,Shaun Grigg,MID,3,1,69,0,0,87,2014,Finals Week 1
4,2,Kieren Jack,MID,3,0,116,0,1,91,2014,Finals Week 1
5,2,Ben McGlynn,MID,3,0,90,0,1,87,2014,Finals Week 1
6,2,Alex Rance,KEYD,3,1,67,1,6,96,2014,Finals Week 1
7,2,Joel Selwood,MID,3,1,133,1,2,83,2014,Finals Week 1
8,9,Travis Boak,MID,2,0,102,0,1,84,2014,Finals Week 1
9,9,Joe Daniher,KEYF,2,0,77,0,3,88,2014,Finals Week 1
10,9,Brad Ebert,MID,2,2,92,2,0,88,2014,Finals Week 1
11,9,Lance Franklin,KEYF,2,3,95,0,1,90,2014,Finals Week 1
12,9,Brendon Goddard,MID,2,1,85,1,1,83,2014,Finals Week 1
13,9,Ben Griffiths,KEYF,2,3,45,0,1,95,2014,Finals Week 1
14,9,Bradley Hill,FWD,2,0,106,1,2,77,2014,Finals Week 1
15,9,Garrick Ibbotson,DEF,2,0,83,0,3,100,2014,Finals Week 1
16,9,Ivan Maric,RUC,2,1,76,0,2,90,2014,Finals Week 1
17,9,Dustin Martin,FWD,2,1,97,0,1,88,2014,Finals Week 1
18,9,Angus Monfries,FWD,2,1,92,3,0,82,2014,Finals Week 1
19,9,Tendai Mzungu,MID,2,0,101,1,3,82,2014,Finals Week 1
20,9,Jake Neade,FWD,2,0,66,3,1,80,2014,Finals Week 1
21,9,Lachie Neale,MID,2,1,104,0,1,69,2014,Finals Week 1
22,9,Jared Rivers,KEYD,2,1,43,0,8,84,2014,Finals Week 1
23,9,Gary Rohan,DEF,2,1,38,1,8,76,2014,Finals Week 1
24,9,Aaron Sandilands,RUC,2,1,85,0,3,78,2014,Finals Week 1
25,9,Liam Shiels,MID,2,1,124,1,0,86,2014,Finals Week 1
