,Rank,Player,Position,FF    ,FA,AF,B,OP,ToG%,Season,Round
0,1,Joel Selwood,MID,6,1,133,0,1,74,2017,Preliminary Finals
1,2,Trent Cotchin,MID,4,2,106,0,4,78,2017,Preliminary Finals
2,2,Brad Crouch,MID,4,1,133,0,1,76,2017,Preliminary Finals
3,2,Harry Himmelberg,KEYF,4,0,74,0,1,84,2017,Preliminary Finals
4,2,Daniel Rioli,FWD,4,1,101,0,2,84,2017,Preliminary Finals
5,2,Adam Tomlinson,KEYD,4,1,110,2,2,94,2017,Preliminary Finals
6,7,Patrick Dangerfield,MID,3,1,121,0,2,80,2017,Preliminary Finals
7,7,Jack Graham,MID,3,2,65,0,1,64,2017,Preliminary Finals
8,7,Rory Lobb,KEYF,3,0,83,0,4,86,2017,Preliminary Finals
9,7,Dustin Martin,MID,3,2,88,1,4,89,2017,Preliminary Finals
10,7,Rory Sloane,MID,3,4,76,0,3,80,2017,Preliminary Finals
11,12,Jason Castagna,FWD,2,2,62,2,1,84,2017,Preliminary Finals
12,12,Brett Deledio,FWD,2,2,57,0,1,76,2017,Preliminary Finals
13,12,Mitch Duncan,MID,2,2,110,0,0,88,2017,Preliminary Finals
14,12,Toby Greene,FWD,2,1,61,0,0,89,2017,Preliminary Finals
15,12,Shaun Grigg,MID,2,2,46,0,0,90,2017,Preliminary Finals
16,12,Kyle Hartigan,KEYD,2,0,77,0,6,91,2017,Preliminary Finals
17,12,Nick Haynes,DEF,2,2,66,0,4,84,2017,Preliminary Finals
18,12,Lachie Henderson,KEYD,2,1,71,0,3,88,2017,Preliminary Finals
19,12,Steve Johnson,FWD,2,2,43,0,0,80,2017,Preliminary Finals
20,12,Darcy Lang,FWD,2,1,72,0,3,79,2017,Preliminary Finals
21,12,Andy Otten,KEYF,2,2,63,0,1,78,2017,Preliminary Finals
22,12,Jonathon Patton,KEYF,2,1,97,1,2,89,2017,Preliminary Finals
23,12,Scott Selwood,MID,2,2,54,0,0,64,2017,Preliminary Finals
24,12,Jacob Townsend,FWD,2,1,56,0,0,73,2017,Preliminary Finals
25,26,David Astbury,KEYD,1,4,48,0,3,86,2017,Preliminary Finals
26,26,Eddie Betts,FWD,1,2,55,0,0,85,2017,Preliminary Finals
27,26,Mark Blicavs,MID,1,0,75,0,2,83,2017,Preliminary Finals
28,26,Nathan Broad,DEF,1,2,28,0,7,84,2017,Preliminary Finals
29,26,Dan Butler,FWD,1,1,54,0,0,76,2017,Preliminary Finals
30,26,Nakia Cockatoo,FWD,1,1,63,0,1,62,2017,Preliminary Finals
31,26,Matt Crouch,MID,1,1,122,0,0,76,2017,Preliminary Finals
32,26,Phil Davis,KEYD,1,1,62,0,9,92,2017,Preliminary Finals
33,26,Richard Douglas,MID,1,1,82,0,2,80,2017,Preliminary Finals
34,26,Tom Hawkins,KEYF,1,0,41,0,2,97,2017,Preliminary Finals
35,26,Jacob Hopper,MID,1,4,78,0,0,71,2017,Preliminary Finals
36,26,Bachar Houli,DEF,1,0,83,0,2,80,2017,Preliminary Finals
37,26,Josh Jenkins,KEYF,1,1,96,0,1,89,2017,Preliminary Finals
38,26,Josh Kelly,MID,1,2,117,0,0,89,2017,Preliminary Finals
39,26,Rory Laird,DEF,1,1,127,0,1,79,2017,Preliminary Finals
40,26,Jake Lever,KEYD,1,1,62,1,5,84,2017,Preliminary Finals
41,26,Andrew Mackie,DEF,1,0,71,0,1,86,2017,Preliminary Finals
42,26,Toby Nankervis,RUC,1,1,97,0,8,79,2017,Preliminary Finals
43,26,Brandan Parfitt,FWD,1,0,49,0,1,80,2017,Preliminary Finals
44,26,Alex Rance,KEYD,1,1,66,0,12,98,2017,Preliminary Finals
45,26,Tom Scully,MID,1,1,94,0,1,96,2017,Preliminary Finals
46,26,Dylan Shiel,MID,1,0,20,0,0,19,2017,Preliminary Finals
47,26,Zac Smith,RUC,1,0,68,0,2,82,2017,Preliminary Finals
48,26,Nick Vlastuin,DEF,1,1,46,0,1,84,2017,Preliminary Finals
49,26,Callan Ward,MID,1,1,118,0,1,85,2017,Preliminary Finals
50,26,Nathan Wilson,DEF,1,2,39,0,2,74,2017,Preliminary Finals
51,52,Rory Atkins,MID,0,2,87,0,2,77,2017,Preliminary Finals
52,52,Jed Bews,DEF,0,1,43,0,0,80,2017,Preliminary Finals
53,52,Luke Brown,DEF,0,2,41,1,1,83,2017,Preliminary Finals
54,52,Josh Caddy,FWD,0,1,60,0,2,82,2017,Preliminary Finals
55,52,Charles Cameron,FWD,0,0,113,4,1,89,2017,Preliminary Finals
56,52,Stephen Coniglio,MID,0,2,90,0,0,86,2017,Preliminary Finals
57,52,Aidan Corr,KEYD,0,0,32,0,4,90,2017,Preliminary Finals
58,52,Shane Edwards,FWD,0,0,74,2,1,72,2017,Preliminary Finals
59,52,Brandon Ellis,DEF,0,1,44,2,2,82,2017,Preliminary Finals
60,52,Hugh Greenwood,MID,0,0,27,0,0,59,2017,Preliminary Finals
61,52,Dylan Grimes,DEF,0,1,47,0,3,88,2017,Preliminary Finals
62,52,Sam Jacobs,RUC,0,0,105,0,2,81,2017,Preliminary Finals
63,52,Jake Kelly,DEF,0,1,63,0,2,80,2017,Preliminary Finals
64,52,Riley Knight,FWD,0,0,75,0,2,77,2017,Preliminary Finals
65,52,Jake Kolodjashnij,DEF,0,0,72,0,2,79,2017,Preliminary Finals
66,52,Kane Lambert,FWD,0,0,76,0,2,80,2017,Preliminary Finals
67,52,Tom Lonergan,KEYD,0,0,35,0,5,89,2017,Preliminary Finals
68,52,Tom Lynch,FWD,0,0,95,0,1,91,2017,Preliminary Finals
69,52,David Mackay,MID,0,3,75,3,1,86,2017,Preliminary Finals
70,52,Kamdyn McIntosh,MID,0,0,65,0,1,77,2017,Preliminary Finals
71,52,Sam Menegola,FWD,0,1,105,0,0,78,2017,Preliminary Finals
72,52,Daniel Menzel,FWD,0,0,51,0,1,86,2017,Preliminary Finals
73,52,Steven Motlop,FWD,0,1,93,11,2,82,2017,Preliminary Finals
74,52,Dion Prestia,MID,0,1,83,2,1,79,2017,Preliminary Finals
75,52,Jack Riewoldt,KEYF,0,2,37,0,6,93,2017,Preliminary Finals
76,52,Paul Seedsman,MID,0,1,94,0,1,78,2017,Preliminary Finals
77,52,Heath Shaw,DEF,0,1,80,5,5,92,2017,Preliminary Finals
78,52,Rhys Stanley,RUC,0,2,52,0,2,80,2017,Preliminary Finals
79,52,Tom Stewart,DEF,0,2,57,0,6,81,2017,Preliminary Finals
80,52,Daniel Talia,KEYD,0,0,50,0,10,97,2017,Preliminary Finals
81,52,Tim Taranto,FWD,0,0,70,1,2,74,2017,Preliminary Finals
82,52,Harry Taylor,KEYF,0,1,36,0,7,86,2017,Preliminary Finals
83,52,Zach Tuohy,DEF,0,0,71,0,1,97,2017,Preliminary Finals
84,52,Taylor Walker,KEYF,0,0,80,0,0,83,2017,Preliminary Finals
85,52,Lachie Whitfield,MID,0,1,53,0,2,87,2017,Preliminary Finals
86,52,Zac Williams,DEF,0,2,79,1,3,75,2017,Preliminary Finals
87,52,Matt de Boer,FWD,0,1,67,1,1,86,2017,Preliminary Finals
