,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Toby Nankervis,RUC,106,14.6,0,13,4,10,4,10,3,19,2020,Preliminary Finals
1,2,Joel Selwood,MID,83,7.4,0,16,3,9,4,10,6,0,2020,Preliminary Finals
2,3,Brad Ebert,FWD,88,7.7,0,18,4,7,3,12,6,0,2020,Preliminary Finals
3,3,Jarryd Lyons,MID,62,6.8,0,16,0,7,5,6,10,0,2020,Preliminary Finals
4,3,Lincoln McCarthy,FWD,67,11.1,0,14,1,7,4,6,8,0,2020,Preliminary Finals
5,3,Brandan Parfitt,MID,83,6.2,1,14,3,7,3,11,3,0,2020,Preliminary Finals
6,7,Kane Lambert,FWD,69,10.4,2,13,0,6,1,8,5,0,2020,Preliminary Finals
7,7,Daniel Rioli,FWD,58,5.9,0,13,2,6,2,5,8,0,2020,Preliminary Finals
8,9,Karl Amon,MID,62,13.5,0,16,0,5,1,10,6,0,2020,Preliminary Finals
9,9,Mark Blicavs,KEYD,62,10.3,0,10,2,5,4,6,4,11,2020,Preliminary Finals
10,9,Tom Rockliff,MID,74,11.6,0,20,1,5,4,12,8,0,2020,Preliminary Finals
11,9,Connor Rozee,FWD,81,14.3,2,14,4,5,0,9,5,0,2020,Preliminary Finals
12,13,Gary Ablett,FWD,75,13.7,2,14,4,4,2,8,6,0,2020,Preliminary Finals
13,13,Callum Ah Chee,DEF,35,4.4,0,9,0,4,0,4,5,0,2020,Preliminary Finals
14,13,Jed Bews,DEF,47,4.3,0,8,4,4,1,6,2,0,2020,Preliminary Finals
15,13,Travis Boak,MID,80,7.3,0,20,3,4,4,14,6,0,2020,Preliminary Finals
16,13,Nathan Broad,DEF,51,8.7,0,9,3,4,2,8,1,0,2020,Preliminary Finals
17,13,Zak Butters,FWD,41,4,0,9,1,4,0,3,6,0,2020,Preliminary Finals
18,13,Trent Cotchin,MID,66,14.8,0,17,1,4,5,13,4,0,2020,Preliminary Finals
19,13,Jack Graham,MID,50,4.4,0,14,0,4,3,8,6,0,2020,Preliminary Finals
20,13,Tom Hawkins,KEYF,88,7.9,2,12,5,4,2,7,5,11,2020,Preliminary Finals
21,13,Oscar McInerney,RUC,62,4.2,0,8,2,4,2,5,3,22,2020,Preliminary Finals
22,13,Steven Motlop,FWD,44,9,0,10,1,4,1,7,3,0,2020,Preliminary Finals
23,13,Sam Simpson,FWD,53,10.2,0,14,2,4,5,6,8,0,2020,Preliminary Finals
24,25,David Astbury,KEYD,33,3.4,0,7,0,3,3,5,2,3,2020,Preliminary Finals
25,25,Zac Bailey,FWD,41,2.4,0,8,2,3,0,5,3,0,2020,Preliminary Finals
26,25,Liam Baker,DEF,44,8.7,0,12,0,3,1,9,3,0,2020,Preliminary Finals
27,25,Tom Clurey,KEYD,51,8.1,0,11,3,3,0,8,3,0,2020,Preliminary Finals
28,25,Charlie Dixon,KEYF,57,5.1,1,9,4,3,0,6,3,1,2020,Preliminary Finals
29,25,Mitch Duncan,MID,85,9.4,0,22,5,3,3,13,9,0,2020,Preliminary Finals
30,25,Shane Edwards,MID,40,8,0,11,0,3,1,6,5,0,2020,Preliminary Finals
31,25,Robbie Gray,FWD,59,6.5,0,19,1,3,1,9,10,0,2020,Preliminary Finals
32,25,Dylan Grimes,KEYD,29,7.5,0,5,1,3,0,4,1,0,2020,Preliminary Finals
33,25,Cameron Guthrie,MID,54,3.8,0,17,2,3,1,8,9,0,2020,Preliminary Finals
34,25,Lachie Henderson,KEYD,71,8.1,0,15,6,3,0,11,4,0,2020,Preliminary Finals
35,25,Tom Jonas,KEYD,53,14,0,14,2,3,2,8,6,0,2020,Preliminary Finals
36,25,Stefan Martin,RUC,43,1.8,0,6,0,3,1,5,1,13,2020,Preliminary Finals
37,25,Gryan Miers,FWD,65,1.8,1,14,3,3,1,9,5,0,2020,Preliminary Finals
38,25,Lachie Neale,MID,99,20.7,2,24,5,3,8,10,14,0,2020,Preliminary Finals
39,25,Marlion Pickett,MID,50,5,0,13,2,3,3,6,7,0,2020,Preliminary Finals
40,25,Dion Prestia,MID,58,10.4,0,19,0,3,5,11,8,0,2020,Preliminary Finals
41,25,Brandon Starcevich,DEF,39,2.8,0,8,2,3,1,5,3,0,2020,Preliminary Finals
42,25,Ollie Wines,MID,82,10.8,0,24,3,3,4,16,8,0,2020,Preliminary Finals
43,44,Darcy Byrne-Jones,DEF,47,8.7,0,12,2,2,2,9,3,0,2020,Preliminary Finals
44,44,Jason Castagna,FWD,24,5.2,0,7,0,2,0,4,3,0,2020,Preliminary Finals
45,44,Patrick Dangerfield,MID,65,4.6,0,17,3,2,3,14,3,0,2020,Preliminary Finals
46,44,Xavier Duursma,MID,79,9.7,1,19,5,2,1,13,6,0,2020,Preliminary Finals
47,44,Cameron Ellis-Yolmen,FWD,37,6.8,0,12,2,2,3,2,10,0,2020,Preliminary Finals
48,44,Hamish Hartlett,DEF,38,9.9,0,12,0,2,1,5,7,0,2020,Preliminary Finals
49,44,Bachar Houli,DEF,46,0.1,0,15,0,2,1,10,5,0,2020,Preliminary Finals
50,44,Scott Lycett,RUC,71,10.4,1,9,2,2,1,6,3,30,2020,Preliminary Finals
51,44,Kamdyn McIntosh,MID,47,6.9,0,13,2,2,3,9,4,0,2020,Preliminary Finals
52,44,Trent McKenzie,KEYD,36,8.8,0,9,3,2,0,7,2,0,2020,Preliminary Finals
53,44,Daniel McStay,KEYF,25,0,0,3,2,2,0,3,0,1,2020,Preliminary Finals
54,44,Jack Payne,KEYD,50,9.9,0,9,5,2,1,8,1,0,2020,Preliminary Finals
55,44,Sam Powell-Pepper,FWD,40,9,0,15,0,2,4,5,10,0,2020,Preliminary Finals
56,44,Cam Rayner,FWD,36,8.7,1,6,2,2,0,3,3,0,2020,Preliminary Finals
57,44,Jack Riewoldt,KEYF,32,6,1,6,0,2,0,6,0,0,2020,Preliminary Finals
58,44,Mitch Robinson,MID,46,3.1,0,12,2,2,2,8,4,0,2020,Preliminary Finals
59,44,Dayne Zorko,MID,52,5.3,0,13,2,2,3,10,3,0,2020,Preliminary Finals
60,61,Harris Andrews,KEYD,44,13.6,0,10,4,1,0,8,2,0,2020,Preliminary Finals
61,61,Noah Balta,KEYD,38,11.7,0,11,3,1,0,10,1,0,2020,Preliminary Finals
62,61,Jarrod Berry,MID,26,0.9,0,8,2,1,0,2,6,0,2020,Preliminary Finals
63,61,Shai Bolton,MID,48,2,0,15,4,1,3,8,7,0,2020,Preliminary Finals
64,61,Charlie Cameron,FWD,33,8,2,5,1,1,0,3,2,0,2020,Preliminary Finals
65,61,Jake Kolodjashnij,DEF,27,6.4,0,9,1,1,0,5,4,0,2020,Preliminary Finals
66,61,Peter Ladhams,RUC,29,4.2,1,6,0,1,0,4,2,14,2020,Preliminary Finals
67,61,Ryan Lester,DEF,59,5.7,0,14,6,1,0,8,6,0,2020,Preliminary Finals
68,61,Tom J. Lynch,KEYF,35,3.3,1,9,4,1,0,5,4,1,2020,Preliminary Finals
69,61,Dustin Martin,FWD,79,21.8,2,21,3,1,3,12,9,0,2020,Preliminary Finals
70,61,Hugh McCluggage,MID,69,1.8,0,17,6,1,1,13,4,0,2020,Preliminary Finals
