,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Rupert Wills,MID,84,6.5,0,16,1,12,5,3,13,0,2019,Preliminary Finals
1,2,Jack Crisp,DEF,126,11.2,0,26,7,9,0,16,10,0,2019,Preliminary Finals
2,2,Scott Pendlebury,MID,94,7,0,18,2,9,3,12,6,0,2019,Preliminary Finals
3,4,Josh Kelly,MID,111,8.8,0,27,2,8,5,20,7,0,2019,Preliminary Finals
4,4,Brayden Maynard,DEF,103,18.2,0,23,3,8,1,14,9,0,2019,Preliminary Finals
5,4,Shane Mumford,RUC,50,3.8,0,8,0,8,3,5,3,14,2019,Preliminary Finals
6,4,Harry Perryman,MID,111,14.3,0,23,6,8,4,14,9,0,2019,Preliminary Finals
7,4,Adam Treloar,MID,74,11.7,0,22,0,8,5,7,15,0,2019,Preliminary Finals
8,4,Matt de Boer,MID,55,9.8,0,9,1,8,2,4,5,0,2019,Preliminary Finals
9,10,Kane Lambert,FWD,86,10.1,1,18,4,7,1,10,8,0,2019,Preliminary Finals
10,10,Joel Selwood,MID,113,15.7,0,30,2,7,6,19,11,0,2019,Preliminary Finals
11,12,James Aish,DEF,48,4.9,0,8,2,6,1,5,3,0,2019,Preliminary Finals
12,12,Trent Cotchin,MID,65,8.9,0,14,2,6,4,7,7,0,2019,Preliminary Finals
13,12,Shane Edwards,DEF,56,14.4,0,18,0,6,3,5,13,0,2019,Preliminary Finals
14,12,Sam J. Reid,DEF,54,5.9,0,8,3,6,0,5,3,0,2019,Preliminary Finals
15,12,Tim Taranto,MID,122,9.5,1,26,5,6,8,23,3,0,2019,Preliminary Finals
16,12,Zac Williams,DEF,116,17.2,1,25,6,6,10,22,3,0,2019,Preliminary Finals
17,18,Patrick Dangerfield,MID,99,13.2,1,27,3,5,7,12,15,0,2019,Preliminary Finals
18,18,Jack Graham,MID,41,4,0,7,0,5,1,5,2,0,2019,Preliminary Finals
19,18,Dion Prestia,MID,123,27,2,28,5,5,7,19,9,0,2019,Preliminary Finals
20,18,Heath Shaw,DEF,76,3.8,0,16,5,5,1,12,4,0,2019,Preliminary Finals
21,18,Steele Sidebottom,MID,67,3.9,0,16,4,5,2,9,7,0,2019,Preliminary Finals
22,18,Ivan Soldo,RUC,75,7.7,0,10,4,5,2,6,4,23,2019,Preliminary Finals
23,24,Taylor Adams,MID,64,2.9,0,20,1,4,4,20,0,0,2019,Preliminary Finals
24,24,Mark Blicavs,KEYD,53,-0.1,0,10,4,4,1,5,5,0,2019,Preliminary Finals
25,24,Luke Dahlhaus,FWD,50,5.6,0,14,2,4,1,3,11,0,2019,Preliminary Finals
26,24,Jamie Elliott,FWD,78,9.1,1,13,6,4,1,9,4,0,2019,Preliminary Finals
27,24,Brodie Grundy,RUC,164,19.6,0,25,3,4,10,11,14,73,2019,Preliminary Finals
28,24,Harry Himmelberg,KEYF,43,10.9,0,8,2,4,1,4,4,1,2019,Preliminary Finals
29,24,Tim Kelly,MID,150,18.6,3,31,9,4,4,24,7,0,2019,Preliminary Finals
30,24,Chris Mayne,MID,53,10.9,1,9,3,4,0,4,5,0,2019,Preliminary Finals
31,24,Brandan Parfitt,FWD,61,9.1,0,16,2,4,2,9,7,0,2019,Preliminary Finals
32,24,Jack Riewoldt,KEYF,45,-1.7,0,6,4,4,0,4,2,0,2019,Preliminary Finals
33,24,Josh Thomas,FWD,77,16.6,2,14,4,4,0,9,5,0,2019,Preliminary Finals
34,35,Liam Baker,DEF,67,10.1,0,18,3,3,0,13,5,0,2019,Preliminary Finals
35,35,Callum L. Brown,FWD,47,4.1,0,10,2,3,0,8,2,0,2019,Preliminary Finals
36,35,Josh Caddy,FWD,58,8.1,0,13,3,3,3,8,5,0,2019,Preliminary Finals
37,35,Brent Daniels,FWD,56,11.8,1,14,1,3,1,6,8,0,2019,Preliminary Finals
38,35,Phil Davis,KEYD,24,3.5,0,4,1,3,0,3,1,0,2019,Preliminary Finals
39,35,Nick Haynes,DEF,118,5.4,0,30,9,3,1,21,9,0,2019,Preliminary Finals
40,35,Jacob Hopper,MID,74,12,0,22,1,3,5,13,9,0,2019,Preliminary Finals
41,35,Adam Kennedy,DEF,55,7.2,0,13,3,3,1,10,3,0,2019,Preliminary Finals
42,35,Brody Mihocek,KEYF,18,3.4,0,2,0,3,0,2,0,0,2019,Preliminary Finals
43,35,Mark O'Connor,DEF,77,8,0,18,6,3,0,13,5,0,2019,Preliminary Finals
44,35,Tom Phillips,MID,74,4.7,0,18,4,3,1,12,6,0,2019,Preliminary Finals
45,35,Rhys Stanley,RUC,92,9.1,0,18,4,3,4,9,9,24,2019,Preliminary Finals
46,35,Sam Taylor,KEYD,66,11.9,0,14,6,3,0,8,6,0,2019,Preliminary Finals
47,35,Adam Tomlinson,MID,73,3.9,0,15,7,3,2,13,2,1,2019,Preliminary Finals
48,49,Tom Atkins,FWD,35,7.4,0,11,1,2,0,4,7,0,2019,Preliminary Finals
49,49,Nathan Broad,DEF,16,3.9,0,3,1,2,0,1,2,0,2019,Preliminary Finals
50,49,Aidan Corr,KEYD,64,3.3,0,19,5,2,0,12,7,0,2019,Preliminary Finals
51,49,Brandon Ellis,MID,59,11.9,0,18,3,2,1,9,9,0,2019,Preliminary Finals
52,49,Dylan Grimes,KEYD,49,9.6,0,9,5,2,0,7,2,0,2019,Preliminary Finals
53,49,Cameron Guthrie,MID,40,7.9,0,12,1,2,3,7,5,0,2019,Preliminary Finals
54,49,Lachie Henderson,KEYD,42,7.2,1,5,5,2,0,3,2,0,2019,Preliminary Finals
55,49,Jack Henry,DEF,63,5.4,0,12,7,2,0,10,2,0,2019,Preliminary Finals
56,49,Ian Hill,FWD,37,4.7,0,7,3,2,0,5,2,0,2019,Preliminary Finals
57,49,Bachar Houli,DEF,128,13.5,0,32,11,2,0,22,10,0,2019,Preliminary Finals
58,49,Jeremy Howe,KEYD,107,12.1,0,28,7,2,0,20,8,0,2019,Preliminary Finals
59,49,Daniel Lloyd,FWD,70,8.4,0,19,3,2,6,12,7,0,2019,Preliminary Finals
60,49,Sam Menegola,MID,64,7,0,18,4,2,2,7,11,0,2019,Preliminary Finals
61,49,Darcy Moore,KEYD,66,20.7,0,17,4,2,0,10,7,0,2019,Preliminary Finals
62,49,Toby Nankervis,RUC,31,5.4,0,5,0,2,2,1,4,11,2019,Preliminary Finals
63,49,Quinton Narkle,MID,58,8,1,13,4,2,2,9,4,0,2019,Preliminary Finals
64,49,Esava Ratugolea,KEYF,48,4.6,0,9,4,2,0,4,5,8,2019,Preliminary Finals
65,49,Daniel Rioli,FWD,28,8,0,9,0,2,1,2,7,0,2019,Preliminary Finals
66,49,Jaidyn Stephenson,FWD,77,13.2,2,16,5,2,0,10,6,0,2019,Preliminary Finals
67,49,Nick Vlastuin,DEF,60,10.5,0,14,5,2,0,11,3,0,2019,Preliminary Finals
68,69,Gary Ablett,FWD,70,11.2,1,21,4,1,0,11,10,0,2019,Preliminary Finals
69,69,Jed Bews,DEF,33,3.1,0,8,2,1,1,7,1,0,2019,Preliminary Finals
70,69,Jeremy Cameron,KEYF,66,11.6,3,12,6,1,0,10,2,0,2019,Preliminary Finals
71,69,Jason Castagna,FWD,66,9.3,2,12,5,1,1,9,3,0,2019,Preliminary Finals
72,69,Jeremy Finlayson,KEYF,51,16.4,2,12,2,1,4,10,2,0,2019,Preliminary Finals
73,69,Will Hoskin-Elliott,FWD,42,1,0,8,5,1,0,7,1,0,2019,Preliminary Finals
74,69,Dustin Martin,FWD,97,11.4,2,22,6,1,2,18,4,0,2019,Preliminary Finals
75,69,Gryan Miers,FWD,84,13.9,2,22,5,1,1,12,10,0,2019,Preliminary Finals
76,69,John Noble,DEF,60,-1.6,0,16,5,1,0,11,5,0,2019,Preliminary Finals
77,69,Jordan Roughead,KEYD,28,4.9,0,8,1,1,0,7,1,0,2019,Preliminary Finals
78,79,David Astbury,KEYD,60,7.2,0,13,8,0,0,10,3,0,2019,Preliminary Finals
79,79,Shai Bolton,FWD,27,6.9,0,10,1,0,1,6,4,0,2019,Preliminary Finals
80,79,Lachlan Keeffe,KEYD,30,8.7,0,7,3,0,0,6,1,0,2019,Preliminary Finals
81,79,Jake Kolodjashnij,DEF,48,6.8,0,11,8,0,0,8,3,0,2019,Preliminary Finals
82,79,Tom J. Lynch,KEYF,108,20,5,19,10,0,1,11,8,0,2019,Preliminary Finals
83,79,Ben Reid,KEYF,25,5.5,1,4,2,0,2,3,1,5,2019,Preliminary Finals
