,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Brandan Parfitt,MID,79,5.5,0,17,2,9,3,8,9,0,2020,Semi Finals
1,2,Dan Butler,FWD,71,10.6,1,13,2,6,1,8,5,0,2020,Semi Finals
2,2,Nick Vlastuin,DEF,70,8.4,0,16,1,6,0,10,6,0,2020,Semi Finals
3,4,Taylor Adams,MID,67,11.2,0,17,0,5,4,12,5,0,2020,Semi Finals
4,4,Jack Crisp,DEF,76,9.5,0,13,6,5,0,11,2,0,2020,Semi Finals
5,4,Isaac Quaynor,DEF,48,6.9,0,9,2,5,1,4,5,0,2020,Semi Finals
6,7,Josh Daicos,MID,50,2.7,0,10,2,4,0,7,3,0,2020,Semi Finals
7,7,Jarryn Geary,DEF,53,5.4,0,14,3,4,1,3,11,0,2020,Semi Finals
8,7,Dylan Grimes,KEYD,55,12.6,0,9,5,4,0,6,3,0,2020,Semi Finals
9,7,Kane Lambert,FWD,54,1.7,0,13,3,4,0,6,7,0,2020,Semi Finals
10,7,Chris Mayne,MID,27,3.3,0,6,1,4,0,2,4,0,2020,Semi Finals
11,7,Toby Nankervis,RUC,67,15.7,0,14,3,4,4,4,10,15,2020,Semi Finals
12,7,Mark O'Connor,DEF,50,6,0,9,3,4,0,6,3,0,2020,Semi Finals
13,7,Joel Selwood,MID,83,14.7,1,18,5,4,4,9,9,0,2020,Semi Finals
14,7,Sam Simpson,FWD,66,6.4,0,16,4,4,2,7,9,0,2020,Semi Finals
15,7,Jack Steele,MID,94,16.2,1,25,5,4,3,10,15,0,2020,Semi Finals
16,7,Adam Treloar,MID,63,4.8,0,18,3,4,4,8,10,0,2020,Semi Finals
17,18,Jed Bews,DEF,58,3.1,0,12,4,3,1,10,2,0,2020,Semi Finals
18,18,Jack Billings,MID,72,-0.4,0,16,5,3,0,11,5,0,2020,Semi Finals
19,18,Luke Dahlhaus,FWD,71,12.1,1,17,3,3,2,9,8,0,2020,Semi Finals
20,18,Shane Edwards,MID,83,22.4,2,21,2,3,5,9,12,0,2020,Semi Finals
21,18,Jamie Elliott,FWD,57,5.6,1,10,4,3,6,9,1,0,2020,Semi Finals
22,18,Jack Graham,MID,54,3.5,0,14,3,3,1,4,10,0,2020,Semi Finals
23,18,Levi Greenwood,MID,24,4.1,0,4,1,3,0,1,3,0,2020,Semi Finals
24,18,Cameron Guthrie,MID,104,13.7,1,26,7,3,5,12,14,0,2020,Semi Finals
25,18,Bradley Hill,MID,41,2.7,0,11,0,3,0,7,4,0,2020,Semi Finals
26,18,Zak Jones,MID,49,7.8,0,14,2,3,2,5,9,0,2020,Semi Finals
27,18,Tom J. Lynch,KEYF,100,5.8,2,17,6,3,1,13,4,0,2020,Semi Finals
28,18,Jack Riewoldt,KEYF,28,6.9,0,4,2,3,0,2,2,0,2020,Semi Finals
29,18,Daniel Rioli,FWD,65,6.9,1,15,2,3,1,9,6,0,2020,Semi Finals
30,31,Nathan Broad,DEF,48,6.5,0,11,5,2,0,6,5,0,2020,Semi Finals
31,31,Darcy Cameron,KEYF,38,1.1,0,5,1,2,0,3,2,16,2020,Semi Finals
32,31,Jason Castagna,FWD,51,3.7,1,9,4,2,0,7,2,0,2020,Semi Finals
33,31,Hunter Clark,DEF,63,10.5,0,17,3,2,1,11,6,0,2020,Semi Finals
34,31,Mitch Duncan,MID,123,12.4,0,30,12,2,1,18,12,0,2020,Semi Finals
35,31,Brodie Grundy,RUC,57,13,1,10,1,2,2,3,7,20,2020,Semi Finals
36,31,Tom Hawkins,KEYF,103,19.7,4,17,9,2,1,12,5,0,2020,Semi Finals
37,31,Jack Henry,DEF,62,9,0,12,7,2,0,9,3,0,2020,Semi Finals
38,31,Bachar Houli,DEF,102,7.7,0,32,5,2,3,16,16,0,2020,Semi Finals
39,31,Dean Kent,FWD,53,7.4,1,11,4,2,1,7,4,0,2020,Semi Finals
40,31,Rowan Marshall,RUC,83,8.2,0,16,5,2,2,10,6,20,2020,Semi Finals
41,31,Brayden Maynard,DEF,32,-3,0,9,2,2,0,6,3,0,2020,Semi Finals
42,31,Sam Menegola,MID,96,5.7,1,23,7,2,3,15,8,0,2020,Semi Finals
43,31,Brody Mihocek,KEYF,41,9.9,2,6,2,2,0,5,1,0,2020,Semi Finals
44,31,Scott Pendlebury,MID,45,8.5,0,14,0,2,0,8,6,0,2020,Semi Finals
45,31,Marlion Pickett,MID,23,3,0,9,0,2,2,3,6,0,2020,Semi Finals
46,31,Dion Prestia,MID,53,11.2,1,17,0,2,4,8,9,0,2020,Semi Finals
47,31,Gary Rohan,FWD,70,6.6,0,13,8,2,0,11,2,0,2020,Semi Finals
48,31,Rhys Stanley,RUC,79,8.6,1,14,5,2,4,8,6,13,2020,Semi Finals
49,31,Josh Thomas,FWD,42,6.3,0,14,0,2,3,6,8,0,2020,Semi Finals
50,51,Gary Ablett,FWD,35,8.5,0,10,2,1,2,4,6,0,2020,Semi Finals
51,51,David Astbury,KEYD,50,6.4,0,12,5,1,1,6,6,0,2020,Semi Finals
52,51,Noah Balta,KEYD,25,3.3,0,6,2,1,0,5,1,1,2020,Semi Finals
53,51,Josh Battle,FWD,52,3.8,1,9,5,1,1,8,1,0,2020,Semi Finals
54,51,Mark Blicavs,KEYD,68,9.6,0,14,7,1,1,9,5,6,2020,Semi Finals
55,51,Shai Bolton,MID,58,15,3,11,2,1,0,8,3,0,2020,Semi Finals
56,51,Nick Coffield,DEF,77,9,0,17,9,1,0,11,6,0,2020,Semi Finals
57,51,Patrick Dangerfield,MID,99,21.8,4,19,6,1,3,13,6,0,2020,Semi Finals
58,51,Dan Hannebery,MID,53,6.8,0,20,1,1,5,9,11,0,2020,Semi Finals
59,51,Dougal Howard,KEYD,29,6.6,0,12,2,1,1,8,4,2,2020,Semi Finals
60,51,Max King,KEYF,49,0.6,0,12,5,1,0,7,5,2,2020,Semi Finals
61,51,Jack Madgen,KEYD,35,3.1,0,8,4,1,0,6,2,0,2020,Semi Finals
62,51,Jonathon Marsh,KEYF,43,8.9,0,13,0,1,3,8,5,2,2020,Semi Finals
63,51,Dustin Martin,FWD,79,26.4,1,25,1,1,6,16,9,0,2020,Semi Finals
64,51,Kamdyn McIntosh,MID,72,13.8,1,19,5,1,0,12,7,0,2020,Semi Finals
65,51,Gryan Miers,FWD,52,3.1,1,11,3,1,0,10,1,0,2020,Semi Finals
66,51,Darcy Moore,KEYD,42,4.1,0,10,4,1,1,5,5,0,2020,Semi Finals
