,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Levi Greenwood,DEF,97,6.1,0,16,3,10,3,14,2,0,2018,Preliminary Finals
1,2,Chris Mayne,MID,102,8.9,0,20,6,9,1,10,10,0,2018,Preliminary Finals
2,2,Jack Redden,MID,162,13.5,1,31,13,9,5,19,12,0,2018,Preliminary Finals
3,4,Trent Cotchin,MID,85,8.2,0,25,1,7,10,12,13,0,2018,Preliminary Finals
4,5,Jamie Cripps,FWD,115,19.9,3,24,3,6,5,14,10,0,2018,Preliminary Finals
5,5,Mark Hutchings,MID,60,8.2,1,12,2,6,2,6,6,0,2018,Preliminary Finals
6,5,Alex Neal-Bullen,FWD,68,8,0,12,4,6,0,7,5,0,2018,Preliminary Finals
7,5,Tom Phillips,MID,83,10.7,0,20,1,6,1,16,4,0,2018,Preliminary Finals
8,5,Elliot Yeo,MID,91,6.2,0,23,6,6,4,15,8,0,2018,Preliminary Finals
9,10,Taylor Adams,MID,120,26.9,0,36,2,5,7,17,19,0,2018,Preliminary Finals
10,10,Reece Conca,MID,69,8.8,0,18,2,5,1,8,10,0,2018,Preliminary Finals
11,10,Shaun Grigg,MID,59,10.5,0,15,1,5,0,7,8,2,2018,Preliminary Finals
12,10,Dion Prestia,MID,90,6.2,0,24,4,5,4,12,12,0,2018,Preliminary Finals
13,10,Daniel Rioli,FWD,60,12.6,0,14,2,5,2,7,7,0,2018,Preliminary Finals
14,15,Tom Cole,DEF,55,3.8,0,10,4,4,0,6,4,0,2018,Preliminary Finals
15,15,Shane Edwards,FWD,50,12.1,0,14,0,4,2,6,8,0,2018,Preliminary Finals
16,15,Brodie Grundy,RUC,134,20.1,1,21,4,4,6,10,11,56,2018,Preliminary Finals
17,15,Josh J. Kennedy,KEYF,96,22.1,4,13,7,4,0,10,3,0,2018,Preliminary Finals
18,15,Brayden Maynard,DEF,80,7.7,0,18,5,4,0,12,6,0,2018,Preliminary Finals
19,15,Toby Nankervis,RUC,86,15.1,0,16,3,4,6,9,7,24,2018,Preliminary Finals
20,15,Scott Pendlebury,MID,72,10,0,24,0,4,8,9,15,0,2018,Preliminary Finals
21,15,Nick Vlastuin,DEF,81,13.3,0,17,6,4,1,10,7,0,2018,Preliminary Finals
22,23,Josh Caddy,FWD,43,9.3,0,11,1,3,2,6,5,0,2018,Preliminary Finals
23,23,Jason Castagna,FWD,31,6.7,0,6,2,3,0,5,1,0,2018,Preliminary Finals
24,23,Liam Duggan,DEF,87,4,0,19,8,3,1,15,4,0,2018,Preliminary Finals
25,23,Tyson Goldsack,KEYD,41,11.3,0,8,3,3,1,5,3,0,2018,Preliminary Finals
26,23,Dylan Grimes,DEF,45,15.4,0,14,1,3,0,5,9,0,2018,Preliminary Finals
27,23,James Harmes,MID,86,7.6,1,24,4,3,4,13,11,0,2018,Preliminary Finals
