,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Matt Rowell,MID,87,15.9,0,18,0,13,5,5,13,0,2022,Round 3
1,2,Patrick Cripps,MID,138,11.7,1,31,6,11,6,11,20,0,2022,Round 3
2,2,Josh Dunkley,FWD,132,11,0,31,5,11,6,13,18,0,2022,Round 3
3,4,Hugh Greenwood,MID,89,6.2,0,19,1,10,6,8,11,0,2022,Round 3
4,5,Brad Crouch,MID,128,18.7,1,29,4,9,11,13,16,0,2022,Round 3
5,5,George Hewett,MID,119,12.6,0,28,5,9,9,14,14,0,2022,Round 3
6,5,Reilly O'Brien,RUC,115,12.4,0,13,3,9,3,5,8,45,2022,Round 3
7,5,Harry Schoenberg,MID,108,11.1,1,23,3,9,3,9,14,0,2022,Round 3
8,9,Karl Amon,MID,98,8.1,0,22,3,8,3,16,6,0,2022,Round 3
9,9,Travis Boak,MID,109,15.9,0,28,3,8,10,13,15,0,2022,Round 3
10,9,Brodie Grundy,RUC,99,11.4,0,20,0,8,8,11,9,24,2022,Round 3
11,9,Scott Pendlebury,MID,86,21.8,0,20,2,8,2,7,13,0,2022,Round 3
12,9,Tim Taranto,FWD,126,13.5,1,36,3,8,6,21,15,0,2022,Round 3
13,9,Tristan Xerri,RUC,79,11.2,0,11,1,8,5,4,7,25,2022,Round 3
14,15,Jye Caldwell,MID,91,3.6,0,16,6,7,5,13,3,0,2022,Round 3
15,15,Cameron Guthrie,MID,91,12.5,0,22,3,7,6,9,13,0,2022,Round 3
16,15,Ben Keays,MID,96,13.7,0,25,2,7,11,13,12,0,2022,Round 3
17,15,Tom Liberatore,MID,81,6.7,0,18,3,7,6,10,8,0,2022,Round 3
18,15,Jed McEntee,FWD,48,-2,0,8,0,7,0,5,3,0,2022,Round 3
19,15,Chad Warner,MID,79,6.8,0,20,4,7,2,7,13,0,2022,Round 3
20,15,Connor West,FWD,48,3.2,0,8,1,7,2,4,4,0,2022,Round 3
21,15,Ollie Wines,MID,111,10.4,0,30,4,7,4,13,17,0,2022,Round 3
22,23,Lachie Ash,MID,76,6.4,0,15,4,6,1,10,5,0,2022,Round 3
23,23,Tanner Bruhn,FWD,68,11,0,17,1,6,7,4,13,0,2022,Round 3
24,23,Zak Butters,FWD,59,5.3,0,13,2,6,2,6,7,0,2022,Round 3
25,23,Isaac Heeney,FWD,95,13.4,1,18,8,6,3,8,10,0,2022,Round 3
26,23,Josh Kelly,MID,86,5.2,0,21,4,6,4,7,14,0,2022,Round 3
27,23,Jai Newcombe,MID,90,13,0,17,6,6,4,12,5,0,2022,Round 3
28,23,Kysaiah Pickett,FWD,41,0.3,0,6,1,6,1,4,2,0,2022,Round 3
29,30,Blake Acres,MID,110,20.5,1,22,10,5,1,16,6,0,2022,Round 3
30,30,Jarrod Berry,MID,88,-1,0,21,5,5,1,13,8,0,2022,Round 3
31,30,Marcus Bontempelli,MID,100,12,1,21,6,5,1,13,8,0,2022,Round 3
32,30,Andrew Brayshaw,MID,95,8.1,0,26,3,5,1,15,11,0,2022,Round 3
33,30,Will Brodie,MID,77,13.5,0,23,3,5,8,6,17,0,2022,Round 3
34,30,Darcy Byrne-Jones,DEF,75,5.4,0,20,3,5,2,16,4,0,2022,Round 3
35,30,Jason Castagna,FWD,80,12.9,1,15,6,5,0,6,9,0,2022,Round 3
36,30,Stephen Coniglio,FWD,114,22.7,0,32,3,5,10,16,16,0,2022,Round 3
37,30,Patrick Dangerfield,MID,103,15.4,1,25,5,5,5,12,13,0,2022,Round 3
38,30,Tom De Koning,RUC,52,6.8,0,7,0,5,2,4,3,14,2022,Round 3
39,30,Thomson Dow,MID,78,14.4,0,23,2,5,7,8,15,0,2022,Round 3
40,30,Jamie Elliott,FWD,98,13.6,2,26,3,5,1,13,13,0,2022,Round 3
41,30,Tim English,RUC,138,17.1,0,24,8,5,8,16,8,28,2022,Round 3
42,30,Zac Fisher,FWD,60,6.7,0,16,1,5,1,7,9,0,2022,Round 3
43,30,Darcy Fort,RUC,73,18.2,1,11,2,5,2,6,5,15,2022,Round 3
44,30,Andrew Gaff,MID,98,7.5,0,25,5,5,1,12,13,0,2022,Round 3
45,30,Shaun Higgins,FWD,70,5.7,0,17,2,5,1,8,9,0,2022,Round 3
46,30,Max Holmes,MID,77,16.3,1,20,1,5,1,8,12,0,2022,Round 3
47,30,Patrick Naish,MID,90,6.8,0,22,3,5,1,16,6,0,2022,Round 3
48,30,Conor Nash,MID,67,12.1,0,16,1,5,0,7,9,8,2022,Round 3
