,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Ryan O'Keefe,MID,143,14.6,0,29,3,15,7,16,13,0,2012,Grand Final
1,2,Brad Sewell,MID,144,17.5,0,34,4,11,11,17,17,1,2012,Grand Final
2,3,Shaun Burgoyne,DEF,100,12.4,0,21,2,10,8,11,10,0,2012,Grand Final
3,4,Kieren Jack,MID,92,8.8,2,15,3,9,1,10,5,0,2012,Grand Final
4,4,Jarrad McVeigh,MID,127,21.3,2,21,7,9,4,17,4,0,2012,Grand Final
5,6,Luke Breust,FWD,84,16.1,2,14,1,8,2,7,7,0,2012,Grand Final
6,7,Jude Bolton,FWD,66,8.8,0,13,2,7,2,6,7,0,2012,Grand Final
7,7,Jordan Lewis,FWD,86,14,0,20,1,7,3,7,13,8,2012,Grand Final
8,7,Nick Malceski,DEF,91,19.7,2,17,2,7,1,14,3,0,2012,Grand Final
9,7,Paul Puopolo,FWD,47,6.9,0,7,0,7,0,5,2,0,2012,Grand Final
10,11,Craig Bird,FWD,79,5.1,0,19,4,6,3,10,9,0,2012,Grand Final
11,11,Lance Franklin,KEYF,132,21.3,3,24,8,6,1,14,10,1,2012,Grand Final
12,11,Adam Goodes,FWD,71,20.6,1,14,2,6,1,7,7,0,2012,Grand Final
13,11,Marty Mattner,DEF,51,6.1,0,11,1,6,0,5,6,0,2012,Grand Final
14,15,Dan Hannebery,MID,108,19.8,1,29,4,5,3,12,17,0,2012,Grand Final
15,15,Sam Mitchell,MID,79,16.8,0,24,1,5,10,9,15,0,2012,Grand Final
16,15,Ted Richards,KEYD,52,10.2,0,11,2,5,0,7,4,0,2012,Grand Final
17,18,Josh P. Kennedy,MID,92,13.8,2,26,2,4,5,14,12,0,2012,Grand Final
18,18,Mitch Morton,FWD,59,6.9,2,11,2,4,0,6,5,0,2012,Grand Final
19,18,Cyril Rioli,FWD,58,12.1,0,14,4,4,1,4,10,0,2012,Grand Final
20,18,Lewis Roberts-Thomson,KEYF,78,8.9,1,14,7,4,0,6,8,1,2012,Grand Final
21,18,Nick Smith,DEF,53,3.7,0,11,4,4,0,6,5,0,2012,Grand Final
22,23,Josh Gibson,KEYD,46,10.7,0,11,3,3,0,3,8,0,2012,Grand Final
23,23,Jack Gunston,FWD,61,11,2,8,4,3,1,6,2,0,2012,Grand Final
24,23,Alex Johnson,DEF,65,13.8,0,15,4,3,0,10,5,0,2012,Grand Final
25,23,Shane Mumford,RUC,42,3.4,0,6,2,3,1,3,3,14,2012,Grand Final
26,23,Mike Pyke,RUC,103,7.3,0,17,6,3,4,8,9,29,2012,Grand Final
27,23,Sam Reid,KEYF,60,11.6,1,13,3,3,0,6,7,0,2012,Grand Final
28,23,Liam Shiels,MID,65,5.6,0,18,2,3,1,13,5,0,2012,Grand Final
29,23,Isaac Smith,MID,61,16,1,15,1,3,3,10,5,0,2012,Grand Final
30,23,Ben Stratton,KEYD,35,5.7,0,9,1,3,1,5,4,0,2012,Grand Final
31,23,Clinton Young,MID,73,9,0,19,3,3,1,13,6,0,2012,Grand Final
32,33,Heath Grundy,KEYD,43,6.5,0,14,3,2,1,7,7,0,2012,Grand Final
33,33,David Hale,RUC,92,17.8,2,12,3,2,4,6,6,30,2012,Grand Final
34,33,Luke Parker,MID,14,2.6,0,3,0,2,1,2,1,0,2012,Grand Final
35,33,Shane Savage,FWD,23,2.3,0,4,1,2,0,4,0,0,2012,Grand Final
36,33,Rhyce Shaw,DEF,56,9.7,0,15,3,2,0,9,6,0,2012,Grand Final
37,38,Xavier Ellis,MID,42,8.2,1,11,0,1,2,9,2,0,2012,Grand Final
38,38,Luke Hodge,MID,65,10.1,0,18,3,1,2,14,4,2,2012,Grand Final
39,38,Lewis Jetta,FWD,48,13.1,0,12,3,1,1,12,0,0,2012,Grand Final
40,38,Ryan Schoenmakers,KEYD,41,12.9,0,12,2,1,2,7,5,0,2012,Grand Final
41,38,Matthew Suckling,DEF,67,5.5,0,17,5,1,0,15,2,0,2012,Grand Final
42,43,Grant Birchall,DEF,50,5.7,0,14,4,0,2,10,4,0,2012,Grand Final
43,43,Jarryd Roughead,KEYF,64,2.3,0,15,3,0,3,10,5,18,2012,Grand Final
