,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Stephen Coniglio,MID,132,5.1,0,26,3,17,5,9,17,0,2015,Round 15
1,2,Jack Steven,MID,136,17.5,1,29,1,14,6,13,16,0,2015,Round 15
2,3,Paul Puopolo,FWD,111,20.9,2,18,2,12,4,7,11,0,2015,Round 15
3,3,Andrew Swallow,MID,130,20.1,2,24,3,12,8,11,13,0,2015,Round 15
4,5,Tom Rockliff,MID,128,12.1,0,27,5,11,5,15,12,0,2015,Round 15
5,6,Mark Blicavs,RUC,93,8.3,0,16,2,10,2,3,13,11,2015,Round 15
6,6,Joel Selwood,MID,103,16.7,1,26,2,10,9,10,16,1,2015,Round 15
7,6,Ollie Wines,MID,136,18.7,0,33,3,10,8,17,16,2,2015,Round 15
8,9,Jeff Garlett,FWD,71,6.2,1,9,1,9,1,6,3,0,2015,Round 15
9,9,Kieren Jack,MID,98,10.5,1,20,2,9,2,10,10,0,2015,Round 15
10,9,Josh P. Kennedy,MID,132,12,0,41,2,9,9,13,28,1,2015,Round 15
11,9,Liam Picken,MID,151,13.9,0,36,7,9,6,20,16,0,2015,Round 15
12,13,Patrick Ambrose,FWD,58,3.3,0,9,1,8,0,3,6,2,2015,Round 15
13,13,Travis Boak,MID,96,17.5,0,27,2,8,5,6,21,0,2015,Round 15
14,13,Jack Crisp,MID,107,10.3,1,22,3,8,4,15,7,1,2015,Round 15
15,13,Patrick Dangerfield,MID,142,25.2,0,36,6,8,12,18,18,1,2015,Round 15
16,13,James Kelly,MID,60,6.5,0,10,1,8,3,2,8,0,2015,Round 15
17,13,Zach Merrett,FWD,84,14,0,21,1,8,5,10,11,0,2015,Round 15
18,13,Matthew Priddis,MID,136,16.2,1,35,4,8,7,15,20,0,2015,Round 15
19,13,Jack Redden,MID,100,11.1,0,24,2,8,9,12,12,4,2015,Round 15
20,13,Liam Shiels,MID,112,19.5,0,28,3,8,6,14,14,0,2015,Round 15
21,13,Dane Swan,MID,132,10.8,0,33,4,8,11,19,14,0,2015,Round 15
22,13,Maverick Weller,FWD,96,9.2,1,22,2,8,1,10,12,0,2015,Round 15
23,13,Justin Westhoff,KEYF,128,14.1,1,26,6,8,4,14,12,5,2015,Round 15
24,13,Jack Ziebell,MID,76,7.5,0,16,1,8,6,9,7,0,2015,Round 15
25,26,David Armitage,MID,84,10.1,0,24,2,7,4,10,14,0,2015,Round 15
26,26,Ryan Bastinac,MID,99,15.2,0,28,1,7,3,10,18,0,2015,Round 15
27,26,Marcus Bontempelli,MID,129,27.5,2,28,7,7,7,15,13,1,2015,Round 15
28,26,Luke Breust,FWD,113,25.9,4,19,4,7,6,8,11,1,2015,Round 15
29,26,Josh Caddy,MID,92,4.1,0,20,5,7,2,10,10,1,2015,Round 15
30,26,Paul Duffield,DEF,74,5.6,0,14,4,7,0,9,5,0,2015,Round 15
31,26,Alex Fasolo,FWD,70,4.3,1,12,1,7,0,7,5,0,2015,Round 15
32,26,Bryce Gibbs,MID,85,0,0,21,2,7,5,10,11,1,2015,Round 15
33,26,Shaun Grigg,MID,109,0,1,25,4,7,7,11,14,2,2015,Round 15
34,26,Dyson Heppell,MID,94,10.9,1,19,1,7,3,10,9,5,2015,Round 15
35,26,Luke Hodge,MID,148,15.3,3,31,7,7,5,23,8,1,2015,Round 15
36,26,Ben Howlett,FWD,66,11.9,1,10,2,7,1,6,4,0,2015,Round 15
37,26,Nathan Jones,MID,104,9.9,0,25,4,7,9,13,12,0,2015,Round 15
38,26,Matthew Kreuzer,RUC,107,0,1,14,7,7,5,11,3,16,2015,Round 15
39,26,Tom Langdon,DEF,111,15.9,0,23,7,7,1,15,8,0,2015,Round 15
