,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Ben Howlett,FWD,99,16.7,0,19,1,12,7,10,9,0,2015,Round 1
1,1,Scott Selwood,MID,101,8.7,0,19,2,12,3,8,11,0,2015,Round 1
2,3,Patrick Ambrose,FWD,74,4.4,0,11,3,11,2,3,8,2,2015,Round 1
3,3,Maverick Weller,FWD,83,13,0,14,2,11,3,3,11,0,2015,Round 1
4,5,Marcus Bontempelli,MID,104,24.6,1,22,1,10,6,12,10,2,2015,Round 1
5,5,Dale Morris,KEYD,90,8,0,13,4,10,1,9,4,0,2015,Round 1
6,7,Angus Brayshaw,FWD,69,11.4,0,9,2,9,0,7,2,0,2015,Round 1
7,7,Luke Dahlhaus,FWD,113,14.9,1,22,5,9,3,13,9,0,2015,Round 1
8,7,Jake Melksham,MID,95,13.1,1,20,4,9,5,16,4,0,2015,Round 1
9,7,Leigh Montagna,MID,102,12.3,0,24,0,9,3,16,8,1,2015,Round 1
10,11,Shaun Atley,DEF,84,10.3,0,17,3,8,1,8,9,0,2015,Round 1
11,11,Robbie Gray,MID,122,18.8,0,31,6,8,9,14,17,0,2015,Round 1
12,11,Dan Hannebery,MID,99,14.1,0,26,1,8,8,12,14,0,2015,Round 1
13,14,Tom Bell,FWD,108,22.6,1,25,4,7,1,11,14,0,2015,Round 1
14,14,Eddie Betts,FWD,130,23,4,21,8,7,2,15,6,0,2015,Round 1
15,14,Jarryd Blair,FWD,102,13.2,2,21,1,7,4,14,7,0,2015,Round 1
16,14,Brad Ebert,MID,163,6.7,1,34,14,7,1,20,14,0,2015,Round 1
17,14,Brandon Ellis,MID,121,9.9,0,26,9,7,2,15,11,0,2015,Round 1
18,14,Tyson Goldsack,DEF,64,6.2,0,11,3,7,0,5,6,0,2015,Round 1
19,14,Brett Goodes,MID,70,10.9,0,14,3,7,5,8,6,0,2015,Round 1
20,14,Isaac Heeney,FWD,92,7.9,1,17,3,7,3,13,4,0,2015,Round 1
21,14,Mitch Honeychurch,FWD,69,5.3,1,13,1,7,3,10,3,0,2015,Round 1
22,14,Lin Jong,MID,97,15.5,0,24,3,7,4,11,13,1,2015,Round 1
23,14,Will Minson,RUC,86,11.2,0,15,0,7,7,11,4,28,2015,Round 1
24,14,Mitch Robinson,FWD,91,6.3,0,20,4,7,3,10,10,0,2015,Round 1
25,14,Paddy Ryder,RUC,80,6.5,0,12,5,7,1,3,9,20,2015,Round 1
26,14,Luke Shuey,MID,101,14.8,2,24,3,7,6,9,15,0,2015,Round 1
27,14,Nick Vlastuin,DEF,98,15.4,0,21,6,7,0,9,12,0,2015,Round 1
28,14,Mitch Wallis,MID,83,11.8,0,24,0,7,8,7,17,0,2015,Round 1
29,30,Shaun Burgoyne,DEF,74,10.3,0,18,2,6,0,8,10,0,2015,Round 1
30,30,Jamie Elliott,FWD,96,10.8,1,16,8,6,0,11,5,0,2015,Round 1
31,30,Jeff Garlett,FWD,105,15.4,2,20,3,6,3,14,6,0,2015,Round 1
32,30,Cameron Guthrie,MID,80,9.7,0,22,3,6,3,9,13,0,2015,Round 1
33,30,Luke Hodge,MID,115,8.4,0,27,7,6,5,21,6,3,2015,Round 1
34,30,Nathan Jones,MID,104,14.2,1,25,3,6,2,14,11,0,2015,Round 1
35,30,Chris Judd,MID,93,16.1,0,21,5,6,6,16,5,0,2015,Round 1
36,30,Josh P. Kennedy,MID,94,11.7,0,30,1,6,9,10,20,0,2015,Round 1
37,30,Stefan Martin,RUC,87,5.1,0,12,4,6,5,8,4,21,2015,Round 1
38,30,Benjamin Newton,FWD,96,13.7,2,16,6,6,1,11,5,0,2015,Round 1
39,30,Luke Parker,MID,111,10.9,0,35,1,6,10,17,18,1,2015,Round 1
40,30,Dane Rampe,DEF,78,13.7,0,18,5,6,2,8,10,0,2015,Round 1
41,30,Jarryd Roughead,KEYF,87,21.4,3,12,2,6,4,9,3,1,2015,Round 1
42,30,David Swallow,MID,75,9.8,1,16,1,6,5,11,5,1,2015,Round 1
43,30,Alan Toovey,DEF,76,3.6,0,14,4,6,0,12,2,0,2015,Round 1
44,30,Jobe Watson,MID,93,18.1,1,22,3,6,7,9,13,4,2015,Round 1
45,30,Ollie Wines,MID,131,15.3,2,27,7,6,5,19,8,1,2015,Round 1
46,30,Jack Ziebell,MID,78,9.7,0,17,3,6,2,13,4,1,2015,Round 1
47,48,Jed Anderson,FWD,53,6.9,1,8,1,5,1,5,3,0,2015,Round 1
