,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Chris Mayne,MID,107,12.3,0,15,4,14,1,7,8,0,2018,Grand Final
1,2,Adam Treloar,MID,115,12,0,26,3,11,5,12,14,0,2018,Grand Final
2,3,Travis Varcoe,FWD,77,16.2,1,11,2,9,0,8,3,0,2018,Grand Final
3,4,Luke Shuey,MID,133,35.7,1,34,3,8,9,21,13,0,2018,Grand Final
4,5,Brayden Maynard,DEF,59,0.3,0,9,2,7,0,7,2,0,2018,Grand Final
5,5,Willie Rioli,FWD,61,11.1,1,12,1,7,3,5,7,0,2018,Grand Final
6,7,Brodie Grundy,RUC,99,20,0,10,4,6,4,5,5,49,2018,Grand Final
7,7,Nathan Vardy,RUC,92,14.3,1,14,4,6,4,7,7,14,2018,Grand Final
8,9,Taylor Adams,MID,122,20.1,1,31,4,5,9,22,9,0,2018,Grand Final
9,9,James Aish,MID,46,7.3,0,7,2,5,1,5,2,0,2018,Grand Final
10,9,Levi Greenwood,DEF,44,0.7,0,8,1,5,0,4,4,0,2018,Grand Final
11,9,Jeremy Howe,DEF,78,12.9,0,13,6,5,0,12,1,0,2018,Grand Final
12,9,Mark LeCras,FWD,54,7.5,0,10,3,5,3,5,5,0,2018,Grand Final
13,9,Tom Phillips,MID,86,1.9,0,21,4,5,3,15,6,0,2018,Grand Final
14,9,Steele Sidebottom,MID,67,10,0,14,4,5,4,7,7,0,2018,Grand Final
15,9,Josh Thomas,FWD,54,4.4,0,13,1,5,1,6,7,0,2018,Grand Final
16,9,Elliot Yeo,MID,72,15.8,1,19,3,5,2,12,7,0,2018,Grand Final
17,18,Mason Cox,KEYF,82,12.4,2,9,7,4,0,9,0,8,2018,Grand Final
18,18,Jamie Cripps,FWD,74,6.2,1,16,3,4,1,10,6,0,2018,Grand Final
19,18,Shannon Hurn,DEF,89,5.6,0,21,6,4,0,16,5,0,2018,Grand Final
20,18,Josh J. Kennedy,KEYF,120,8.8,3,18,11,4,0,14,4,0,2018,Grand Final
21,18,Scott Lycett,RUC,59,8,0,9,1,4,2,4,5,15,2018,Grand Final
22,18,Liam Ryan,FWD,53,4.7,0,10,3,4,0,6,4,0,2018,Grand Final
23,18,Brayden Sier,MID,64,10.5,0,21,0,4,7,9,12,0,2018,Grand Final
24,25,Jack Darling,KEYF,66,14.2,1,12,7,3,0,8,4,0,2018,Grand Final
25,25,Liam Duggan,DEF,75,10.4,0,16,7,3,0,10,6,0,2018,Grand Final
26,25,Tyson Goldsack,KEYD,32,11,0,9,0,3,0,1,8,0,2018,Grand Final
27,25,Scott Pendlebury,MID,64,11.5,0,20,1,3,5,9,11,0,2018,Grand Final
28,25,Jack Redden,MID,85,10.4,0,21,6,3,3,15,6,0,2018,Grand Final
29,25,Jaidyn Stephenson,FWD,54,11.1,2,9,2,3,0,6,3,0,2018,Grand Final
30,31,Tom Cole,DEF,60,6.5,0,13,6,2,0,8,5,0,2018,Grand Final
31,31,Jack Crisp,DEF,104,8.7,0,25,9,2,2,18,7,0,2018,Grand Final
32,31,Mark Hutchings,MID,68,6.8,1,15,4,2,3,11,4,0,2018,Grand Final
33,31,Lewis Jetta,DEF,50,7,0,13,2,2,0,9,4,0,2018,Grand Final
34,31,Brody Mihocek,KEYF,70,9.9,1,15,6,2,0,10,5,0,2018,Grand Final
35,31,Will Schofield,KEYD,49,10.4,0,9,5,2,0,7,2,0,2018,Grand Final
36,31,Daniel Venables,FWD,14,5,0,4,0,2,0,1,3,0,2018,Grand Final
37,38,Tom Langdon,DEF,81,16.3,0,23,7,1,2,10,13,0,2018,Grand Final
38,38,Chris Masten,MID,53,4.9,0,14,4,1,3,8,6,0,2018,Grand Final
39,38,Jeremy McGovern,KEYD,63,11.9,0,14,9,1,0,12,2,0,2018,Grand Final
40,41,Tom Barrass,KEYD,80,17.9,0,17,10,0,0,15,2,0,2018,Grand Final
41,41,Jordan De Goey,FWD,69,15.3,3,13,5,0,1,12,1,0,2018,Grand Final
42,41,Will Hoskin-Elliott,FWD,73,9,1,18,5,0,1,13,5,0,2018,Grand Final
43,41,Dom Sheed,MID,105,15.5,1,32,6,0,8,17,15,0,2018,Grand Final
