,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Stephen Coniglio,MID,134,18.7,2,27,2,11,9,15,12,0,2017,Finals Week 1
1,1,Mitch Duncan,MID,131,14.3,0,29,4,11,6,15,14,0,2017,Finals Week 1
2,1,Brad Ebert,MID,104,7.7,1,22,3,11,3,6,16,0,2017,Finals Week 1
3,1,Luke Shuey,MID,151,21.9,2,32,5,11,6,17,15,0,2017,Finals Week 1
4,1,David Zaharakis,MID,106,5.5,0,21,4,11,3,10,11,0,2017,Finals Week 1
5,6,Jacob Hopper,MID,79,8.3,0,18,1,10,2,5,13,0,2017,Finals Week 1
6,6,Riley Knight,FWD,98,12.1,0,17,4,10,2,10,7,0,2017,Finals Week 1
7,6,Sam Powell-Pepper,MID,98,15.5,1,19,1,10,4,10,9,0,2017,Finals Week 1
8,6,Matthew Priddis,MID,138,17.5,1,33,5,10,9,17,16,0,2017,Finals Week 1
9,6,Matt de Boer,FWD,97,11.6,1,17,4,10,0,5,12,0,2017,Finals Week 1
10,11,Trent Cotchin,MID,98,26.4,1,21,1,9,8,13,8,0,2017,Finals Week 1
11,11,Jack Graham,MID,60,9.1,0,9,0,9,3,4,5,0,2017,Finals Week 1
12,13,Jed Bews,DEF,70,10.4,0,11,4,8,0,4,7,0,2017,Finals Week 1
13,13,Brad Crouch,MID,124,15.2,1,27,4,8,4,16,11,0,2017,Finals Week 1
14,13,Harry Himmelberg,KEYF,75,11.7,1,13,3,8,0,7,6,0,2017,Finals Week 1
15,13,Jonathon Patton,KEYF,74,0.4,0,10,6,8,1,4,6,4,2017,Finals Week 1
16,13,Scott Selwood,MID,103,13.3,0,27,2,8,7,12,15,0,2017,Finals Week 1
17,13,Zac Williams,DEF,100,12.1,0,20,4,8,1,14,6,0,2017,Finals Week 1
18,19,Matt Crouch,MID,115,20.1,0,31,3,7,7,15,16,0,2017,Finals Week 1
19,19,Jack Darling,KEYF,81,17.3,3,11,3,7,0,4,7,0,2017,Finals Week 1
20,19,Hugh Greenwood,MID,85,14,0,19,3,7,7,13,6,0,2017,Finals Week 1
21,19,Lachie Henderson,KEYD,59,2.8,0,8,3,7,0,5,3,0,2017,Finals Week 1
22,19,Josh Kelly,MID,126,3.7,0,33,6,7,4,17,16,0,2017,Finals Week 1
23,19,Dustin Martin,MID,106,26.3,0,28,2,7,5,18,10,0,2017,Finals Week 1
24,19,Shane Mumford,RUC,65,7.6,0,3,0,7,2,1,2,38,2017,Finals Week 1
25,19,Luke Parker,MID,98,11.6,0,27,3,7,7,15,12,0,2017,Finals Week 1
26,19,Tom Scully,MID,94,9.7,0,26,3,7,6,7,19,0,2017,Finals Week 1
27,28,Eddie Betts,FWD,83,12.4,3,13,1,6,2,8,5,0,2017,Finals Week 1
28,28,Travis Boak,FWD,100,14.5,0,26,2,6,6,14,12,0,2017,Finals Week 1
29,28,Travis Colyer,MID,99,7.8,0,20,6,6,2,14,6,0,2017,Finals Week 1
30,28,Robbie Gray,FWD,108,15.8,0,30,6,6,5,12,18,0,2017,Finals Week 1
31,28,Dan Hannebery,MID,99,9.5,0,21,8,6,3,8,13,0,2017,Finals Week 1
32,28,Dyson Heppell,MID,99,10.7,1,24,2,6,4,15,9,0,2017,Finals Week 1
33,28,George Hewett,FWD,78,6.5,0,19,4,6,2,7,12,0,2017,Finals Week 1
34,28,Andrew McGrath,DEF,92,2.2,0,22,4,6,1,9,13,0,2017,Finals Week 1
35,28,Zach Merrett,MID,86,13.2,0,21,2,6,3,12,9,0,2017,Finals Week 1
36,28,Steven Motlop,FWD,86,7.2,1,18,4,6,1,10,8,0,2017,Finals Week 1
37,28,Jordan Murdoch,MID,46,-4.2,0,8,1,6,1,5,3,0,2017,Finals Week 1
38,28,Drew Petrie,KEYF,114,14.8,2,15,7,6,3,13,2,18,2017,Finals Week 1
39,28,Dion Prestia,MID,128,5.6,1,31,6,6,5,18,13,0,2017,Finals Week 1
40,28,Jack Redden,MID,74,11.1,0,21,2,6,6,10,11,0,2017,Finals Week 1
41,42,Tom Bellchambers,RUC,62,2.7,0,3,1,5,0,1,2,44,2017,Finals Week 1
42,42,Dan Butler,FWD,59,6.3,1,9,2,5,0,8,1,0,2017,Finals Week 1
43,42,Darcy Byrne-Jones,DEF,94,19.5,0,24,5,5,1,12,12,0,2017,Finals Week 1
44,42,Patrick Dangerfield,MID,114,9.4,1,31,5,5,3,16,15,0,2017,Finals Week 1
45,42,Brett Deledio,FWD,53,7.3,0,13,1,5,2,3,10,0,2017,Finals Week 1
46,42,Richard Douglas,MID,92,17.1,2,20,2,5,6,15,5,0,2017,Finals Week 1
47,42,Orazio Fantasia,FWD,80,10.2,1,17,5,5,1,7,10,0,2017,Finals Week 1
48,42,Toby Greene,FWD,79,14.8,1,16,4,5,0,13,3,0,2017,Finals Week 1
49,42,Shaun Grigg,MID,92,2.6,1,19,6,5,2,16,3,0,2017,Finals Week 1
50,42,Isaac Heeney,MID,87,7.9,2,13,6,5,1,9,4,0,2017,Finals Week 1
51,42,James Kelly,DEF,74,6.8,0,17,4,5,2,7,10,0,2017,Finals Week 1
52,42,Josh P. Kennedy,MID,109,25.6,2,29,3,5,8,11,18,0,2017,Finals Week 1
53,42,Anthony McDonald-Tipungwuti,FWD,49,3.1,0,11,1,5,0,5,6,0,2017,Finals Week 1
54,42,Callum Mills,DEF,90,6.1,0,16,9,5,0,11,5,0,2017,Finals Week 1
55,42,Sam Naismith,RUC,82,10.8,0,10,2,5,6,4,6,33,2017,Finals Week 1
56,42,Darcy Parish,FWD,72,7.8,0,21,3,5,8,7,14,0,2017,Finals Week 1
57,42,Jack Riewoldt,KEYF,88,9.9,1,16,6,5,1,13,3,1,2017,Finals Week 1
58,42,Gary Rohan,FWD,67,10.2,2,7,5,5,0,5,2,0,2017,Finals Week 1
59,42,Paddy Ryder,RUC,83,7.9,0,7,0,5,4,3,4,54,2017,Finals Week 1
60,42,Joel Selwood,MID,63,12.3,0,19,1,5,6,6,13,0,2017,Finals Week 1
