,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Tom Mitchell,MID,195,18.1,0,50,9,13,9,18,32,0,2018,Round 15
1,2,Toby McLean,FWD,114,20.6,1,25,2,11,5,13,12,0,2018,Round 15
2,2,Jack Steele,MID,106,11.8,1,20,3,11,5,8,12,0,2018,Round 15
3,4,Toby Nankervis,RUC,131,9.2,0,18,4,10,3,6,12,41,2018,Round 15
4,4,Jaeger O'Meara,MID,106,3.6,0,24,4,10,3,11,13,0,2018,Round 15
5,4,Paul Puopolo,FWD,90,13.9,2,10,3,10,0,7,3,0,2018,Round 15
6,4,Jack Redden,MID,93,-0.1,0,21,5,10,3,8,13,0,2018,Round 15
7,4,Luke Shuey,MID,114,20.3,1,26,1,10,10,13,13,0,2018,Round 15
8,9,Matt Crouch,MID,120,10.7,0,32,1,9,6,12,20,0,2018,Round 15
9,9,Brodie Grundy,RUC,152,10,0,23,3,9,7,8,15,50,2018,Round 15
10,9,Josh P. Kennedy,MID,119,16.8,0,36,0,9,8,11,25,0,2018,Round 15
11,12,Taylor Duryea,DEF,59,3.1,0,8,3,8,0,5,3,0,2018,Round 15
12,12,Dylan Grimes,DEF,78,8.4,0,13,4,8,1,9,4,0,2018,Round 15
13,12,Jacob Hopper,MID,85,5.7,1,20,1,8,5,11,9,0,2018,Round 15
14,12,Rory Sloane,MID,68,16.1,0,14,0,8,7,5,9,0,2018,Round 15
15,12,Jack Viney,MID,98,23,0,26,2,8,9,10,16,0,2018,Round 15
16,17,David Armitage,FWD,110,14,1,26,6,7,2,16,10,0,2018,Round 15
17,17,Travis Boak,FWD,84,9.2,1,16,4,7,3,8,8,0,2018,Round 15
18,17,Marcus Bontempelli,MID,106,13.4,2,23,3,7,1,12,11,0,2018,Round 15
19,17,Jamie Cripps,FWD,104,13.3,2,18,6,7,3,9,9,0,2018,Round 15
20,17,Josh Dunkley,FWD,112,25.3,2,27,3,7,5,12,15,0,2018,Round 15
21,17,Andrew Gaff,MID,148,14.3,1,37,6,7,3,25,12,0,2018,Round 15
22,17,George Hewett,MID,67,10,0,20,2,7,10,7,13,0,2018,Round 15
23,17,Josh Kelly,MID,107,12.9,0,29,1,7,3,15,14,0,2018,Round 15
24,17,Kyle Langford,FWD,102,11.2,0,22,5,7,2,13,9,0,2018,Round 15
25,17,Zach Merrett,MID,106,19.3,1,32,2,7,12,7,25,0,2018,Round 15
26,17,Luke Parker,MID,106,18,2,23,2,7,5,12,11,0,2018,Round 15
27,17,Scott Pendlebury,MID,95,17.5,1,25,0,7,6,10,15,0,2018,Round 15
28,17,Sam Petrevski-Seton,FWD,64,8.7,0,14,2,7,1,4,10,0,2018,Round 15
29,17,Devon Smith,FWD,69,2,1,15,1,7,0,7,8,0,2018,Round 15
30,17,Ollie Wines,MID,84,10.5,0,21,3,7,5,11,10,0,2018,Round 15
31,17,Dayne Zorko,MID,85,13.2,1,19,0,7,4,13,6,0,2018,Round 15
32,17,Matt de Boer,FWD,71,8,1,11,3,7,0,5,6,0,2018,Round 15
33,34,Luke Breust,FWD,105,15.4,3,14,7,6,1,11,3,0,2018,Round 15
