,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Tom Atkins,DEF,64,6.9,0,11,0,10,4,7,4,0,2022,Preliminary Finals
1,1,Deven Robertson,FWD,96,4.5,0,17,4,10,0,11,6,0,2022,Preliminary Finals
2,1,James Rowbottom,MID,94,16.5,1,18,0,10,6,16,2,0,2022,Preliminary Finals
3,4,Jordan De Goey,MID,63,7.5,0,12,3,8,6,7,5,0,2022,Preliminary Finals
4,5,Jarrod Berry,MID,98,13.4,1,19,5,7,3,13,6,0,2022,Preliminary Finals
5,5,Mark Blicavs,RUC,94,14,0,19,2,7,5,5,14,20,2022,Preliminary Finals
6,5,Errol Gulden,FWD,103,7.7,0,20,6,7,3,13,7,0,2022,Preliminary Finals
7,5,Zach Guthrie,DEF,96,16,1,19,3,7,0,15,4,0,2022,Preliminary Finals
8,5,Isaac Quaynor,DEF,91,11.7,0,18,6,7,0,9,9,0,2022,Preliminary Finals
9,5,Joel Selwood,MID,73,14.6,1,12,2,7,6,7,5,0,2022,Preliminary Finals
10,11,Ryan Clarke,FWD,52,9,1,7,1,6,0,4,3,0,2022,Preliminary Finals
11,11,Jack Crisp,MID,114,28.4,1,29,2,6,11,19,10,0,2022,Preliminary Finals
12,11,Isaac Heeney,FWD,94,4.8,1,16,7,6,1,11,5,0,2022,Preliminary Finals
13,11,Patrick Lipinski,FWD,82,12.7,0,19,4,6,5,8,11,0,2022,Preliminary Finals
14,11,Brayden Maynard,DEF,68,6.5,0,12,5,6,1,11,1,0,2022,Preliminary Finals
15,11,Lincoln McCarthy,FWD,75,6.3,1,11,5,6,1,7,4,0,2022,Preliminary Finals
16,11,Oscar McInerney,RUC,91,12.4,0,10,1,6,8,7,3,39,2022,Preliminary Finals
17,11,Scott Pendlebury,MID,97,17,0,29,0,6,6,13,16,0,2022,Preliminary Finals
18,11,Dane Rampe,KEYD,53,6,0,7,3,6,2,6,1,0,2022,Preliminary Finals
19,20,Zac Bailey,FWD,98,2.6,1,19,7,5,0,13,6,0,2022,Preliminary Finals
20,20,Darcy Cameron,RUC,95,17.7,1,17,2,5,5,13,4,16,2022,Preliminary Finals
21,20,Josh Daicos,MID,64,9,1,14,1,5,3,11,3,0,2022,Preliminary Finals
22,20,Hugh McCluggage,MID,71,6,0,17,1,5,2,12,5,0,2022,Preliminary Finals
23,20,Callum Mills,MID,103,11.5,0,27,6,5,3,13,14,0,2022,Preliminary Finals
24,20,Luke Parker,MID,84,15.4,1,23,2,5,4,15,8,0,2022,Preliminary Finals
