,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Liam Shiels,MID,124,10.2,0,27,5,10,3,16,11,0,2014,Finals Week 1
1,2,Michael Barlow,MID,118,10.5,0,28,3,9,3,16,12,0,2014,Finals Week 1
2,2,Kieren Jack,MID,116,14,1,21,5,9,4,12,9,0,2014,Finals Week 1
3,4,Alex Silvagni,KEYD,39,3.4,0,5,2,8,0,2,3,0,2014,Finals Week 1
4,5,Todd Goldstein,RUC,90,11,0,11,1,7,5,4,7,39,2014,Finals Week 1
5,5,Levi Greenwood,MID,133,18.3,1,32,7,7,6,20,12,0,2014,Finals Week 1
6,5,Ben Howlett,FWD,75,11.9,1,15,2,7,2,7,8,0,2014,Finals Week 1
7,5,Josh P. Kennedy,MID,93,13.5,0,22,5,7,8,6,16,0,2014,Finals Week 1
8,5,David Mundy,MID,101,13.8,1,25,2,7,8,13,12,1,2014,Finals Week 1
9,5,Mathew Stokes,MID,115,13.1,0,28,5,7,4,16,12,0,2014,Finals Week 1
10,11,Hayden Ballantyne,FWD,50,1.3,0,7,3,6,0,7,0,0,2014,Finals Week 1
11,11,Jimmy Bartel,FWD,108,20.4,2,20,6,6,2,13,7,1,2014,Finals Week 1
12,11,Luke Breust,FWD,65,13.3,1,12,2,6,2,7,5,0,2014,Finals Week 1
13,11,Dan Hannebery,MID,111,18,1,27,4,6,3,13,14,0,2014,Finals Week 1
14,11,Will Langford,MID,76,16.5,1,18,1,6,6,8,10,0,2014,Finals Week 1
15,11,David Myers,MID,86,4.7,0,20,2,6,3,12,8,2,2014,Finals Week 1
16,11,Luke Parker,FWD,119,17.5,1,32,3,6,6,15,17,2,2014,Finals Week 1
17,11,Joel Selwood,MID,133,27,3,31,4,6,9,17,14,0,2014,Finals Week 1
18,11,Brad Sewell,MID,73,14,0,14,4,6,1,9,5,0,2014,Finals Week 1
19,11,Brent Stanton,MID,81,0.6,0,19,3,6,0,10,9,0,2014,Finals Week 1
20,11,Cam Sutcliffe,DEF,72,11,1,14,2,6,0,8,6,0,2014,Finals Week 1
21,11,Jobe Watson,MID,91,13.9,0,25,6,6,5,8,17,0,2014,Finals Week 1
22,23,Craig Bird,MID,47,6,0,13,1,5,2,4,9,0,2014,Finals Week 1
23,23,Zac Clarke,RUC,60,4.9,0,10,5,5,1,5,5,6,2014,Finals Week 1
24,23,Harry Cunningham,FWD,63,7.8,0,13,3,5,2,7,6,0,2014,Finals Week 1
25,23,Paul Duffield,DEF,111,5.5,0,22,9,5,1,19,3,0,2014,Finals Week 1
26,23,Taylor Duryea,DEF,55,11.1,0,12,2,5,1,5,7,0,2014,Finals Week 1
27,23,Brad Ebert,MID,92,15.5,2,19,4,5,2,14,5,0,2014,Finals Week 1
28,23,Jordan Lewis,MID,100,20.3,3,20,2,5,4,15,5,0,2014,Finals Week 1
29,23,Jamie Macmillan,DEF,81,11.5,0,19,5,5,0,10,9,0,2014,Finals Week 1
30,23,Zach Merrett,FWD,81,7.4,0,18,4,5,2,10,8,0,2014,Finals Week 1
31,23,Jarryd Roughead,KEYF,83,10.3,2,14,5,5,0,9,5,1,2014,Finals Week 1
32,23,Ben Stratton,KEYD,75,7.2,0,15,5,5,0,9,6,0,2014,Finals Week 1
33,23,Chad Wingard,FWD,106,16.1,2,22,5,5,1,16,6,0,2014,Finals Week 1
34,35,Mark Baguley,DEF,70,17.4,0,20,2,4,0,7,13,0,2014,Finals Week 1
35,35,Josh Caddy,MID,47,5.6,0,13,1,4,2,6,7,1,2014,Finals Week 1
36,35,Kane Cornes,MID,92,5.6,0,22,8,4,2,13,9,0,2014,Finals Week 1
37,35,Trent Cotchin,MID,52,7.9,0,16,0,4,6,9,7,0,2014,Finals Week 1
