,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Matthew Priddis,MID,86,17.5,0,25,0,7,7,9,16,0,2015,Grand Final
1,2,Liam Shiels,MID,75,9.5,0,17,1,6,4,12,5,0,2015,Grand Final
2,3,Jordan Lewis,MID,114,-2.6,0,26,9,5,5,16,10,0,2015,Grand Final
3,3,Paul Puopolo,FWD,72,7,0,15,5,5,1,7,8,0,2015,Grand Final
4,3,Luke Shuey,MID,86,10.7,1,26,2,5,6,9,17,0,2015,Grand Final
5,6,Luke Breust,FWD,59,10.7,0,18,2,4,2,5,13,0,2015,Grand Final
6,6,David Hale,RUC,42,3,0,6,1,4,2,3,3,9,2015,Grand Final
7,6,Ben McEvoy,RUC,66,8.5,1,9,3,4,3,3,6,20,2015,Grand Final
8,6,Sam Mitchell,MID,114,16.7,0,34,5,4,6,19,15,0,2015,Grand Final
9,6,Ryan Schoenmakers,KEYF,102,16.3,1,21,9,4,0,14,7,0,2015,Grand Final
10,11,Shaun Burgoyne,DEF,102,9.6,0,26,8,3,2,13,13,0,2015,Grand Final
11,11,Jamie Cripps,FWD,62,-0.6,0,15,5,3,1,6,9,0,2015,Grand Final
12,11,Luke Hodge,MID,127,17.9,1,30,8,3,4,21,9,2,2015,Grand Final
13,11,Nic Naitanui,RUC,59,11.2,0,4,0,3,3,3,1,37,2015,Grand Final
14,11,Dom Sheed,MID,40,6.7,0,11,0,3,2,5,6,0,2015,Grand Final
15,11,Brad Sheppard,DEF,67,14.2,0,15,5,3,1,10,5,0,2015,Grand Final
16,11,Isaac Smith,MID,112,19.4,3,23,7,3,0,13,10,1,2015,Grand Final
17,18,Grant Birchall,DEF,96,12,1,22,7,2,1,17,5,0,2015,Grand Final
18,18,Sam Butler,DEF,83,8.9,0,25,3,2,2,15,10,0,2015,Grand Final
19,18,Jack Darling,KEYF,53,4.2,1,10,4,2,0,6,4,0,2015,Grand Final
20,18,Xavier Ellis,DEF,48,3.1,0,9,5,2,1,6,3,0,2015,Grand Final
21,18,Andrew Gaff,MID,103,14.7,0,34,3,2,3,16,18,0,2015,Grand Final
22,18,Jack Gunston,KEYF,112,13.7,4,17,10,2,0,14,3,0,2015,Grand Final
23,18,Bradley Hill,MID,50,2.9,1,12,2,2,0,9,3,0,2015,Grand Final
24,18,Josh Hill,FWD,53,10.9,1,10,3,2,2,8,2,0,2015,Grand Final
25,18,Brian Lake,KEYD,89,8,0,17,11,2,0,14,3,0,2015,Grand Final
26,18,Mark LeCras,FWD,69,9,1,16,4,2,3,9,7,0,2015,Grand Final
27,18,Cyril Rioli,FWD,108,13.2,2,18,12,2,1,14,4,0,2015,Grand Final
28,18,Callum Sinclair,RUC,26,4.4,0,4,0,2,0,0,4,10,2015,Grand Final
29,18,Elliot Yeo,MID,18,7.9,1,5,1,2,1,2,3,1,2015,Grand Final
30,31,Taylor Duryea,DEF,98,6.7,0,26,8,1,1,17,9,0,2015,Grand Final
31,31,James Frawley,KEYD,96,13.5,0,22,11,1,0,15,7,0,2015,Grand Final
32,31,Mark Hutchings,MID,51,6.1,1,21,0,1,3,8,13,0,2015,Grand Final
33,31,Josh J. Kennedy,KEYF,45,7.2,0,9,6,1,0,5,4,0,2015,Grand Final
34,31,Chris Masten,MID,57,6.8,0,20,1,1,2,8,12,0,2015,Grand Final
35,31,Jeremy McGovern,KEYD,52,12.9,2,10,4,1,0,6,4,1,2015,Grand Final
36,31,Jarryd Roughead,KEYF,104,16.1,1,26,9,1,3,17,9,0,2015,Grand Final
37,31,Will Schofield,KEYD,42,2.9,0,12,3,1,0,5,7,0,2015,Grand Final
38,31,Matthew Suckling,DEF,46,3.4,1,8,5,1,0,5,3,0,2015,Grand Final
39,40,Josh Gibson,KEYD,99,12.3,0,29,9,0,0,16,13,0,2015,Grand Final
40,40,Shannon Hurn,DEF,56,2.3,0,14,5,0,1,11,3,0,2015,Grand Final
41,40,Matt Rosa,MID,29,4.9,0,11,0,0,2,5,6,0,2015,Grand Final
42,40,Ben Stratton,DEF,50,5.4,0,14,6,0,0,6,8,0,2015,Grand Final
43,40,Sharrod Wellingham,DEF,42,9.4,0,15,2,0,1,6,9,0,2015,Grand Final
