,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Nat Fyfe,MID,124,23.3,2,28,1,11,7,7,21,1,2014,Semi Finals
1,2,Matthew Lobbe,RUC,80,9.3,0,5,1,9,2,2,3,27,2014,Semi Finals
2,2,Kayne Turner,FWD,66,5.2,1,8,2,9,1,3,5,0,2014,Semi Finals
3,4,Joel Selwood,MID,108,21.7,0,24,5,8,11,14,10,0,2014,Semi Finals
4,4,Jack Ziebell,MID,95,17.7,2,13,6,8,0,10,3,0,2014,Semi Finals
5,6,Mark Blicavs,RUC,79,12,1,9,3,6,2,4,5,22,2014,Semi Finals
6,6,Cameron Guthrie,MID,49,8.1,0,12,1,6,8,5,7,0,2014,Semi Finals
7,6,Jared Polec,MID,76,12.4,1,17,0,6,1,9,8,0,2014,Semi Finals
8,9,Michael Barlow,MID,112,11.5,2,23,8,5,5,12,11,0,2014,Semi Finals
9,9,Zac Dawson,KEYD,35,6.9,0,6,1,5,0,3,3,0,2014,Semi Finals
10,9,Mitch Duncan,MID,92,16.4,1,20,5,5,2,11,9,0,2014,Semi Finals
11,9,Brad Ebert,MID,70,12,0,18,4,5,4,10,8,1,2014,Semi Finals
12,9,Sam Gibson,MID,132,12.3,0,35,8,5,6,17,18,0,2014,Semi Finals
13,9,Todd Goldstein,RUC,130,30.7,1,15,4,5,5,8,7,54,2014,Semi Finals
14,9,Levi Greenwood,MID,94,5.9,0,22,5,5,2,14,8,0,2014,Semi Finals
15,9,Travis Varcoe,DEF,61,8.4,0,14,2,5,1,9,5,0,2014,Semi Finals
16,9,Ollie Wines,MID,112,17.2,3,26,4,5,7,13,13,0,2014,Semi Finals
17,18,Ben Brown,KEYF,40,8.7,0,8,3,4,1,4,4,0,2014,Semi Finals
18,18,Mitch Brown,KEYF,59,7,0,10,5,4,0,7,3,1,2014,Semi Finals
19,18,Nick Dal Santo,FWD,141,22.9,1,35,8,4,4,22,13,1,2014,Semi Finals
20,18,Angus Monfries,FWD,62,2.3,1,11,3,4,0,7,4,0,2014,Semi Finals
21,18,Jake Neade,FWD,71,10.8,0,17,2,4,0,11,6,0,2014,Semi Finals
22,18,Andrew Swallow,MID,70,7.7,0,21,4,4,5,9,12,0,2014,Semi Finals
23,18,Matt de Boer,FWD,53,7.5,0,13,0,4,3,9,4,0,2014,Semi Finals
24,25,Jimmy Bartel,FWD,64,8.2,1,14,4,3,0,10,4,0,2014,Semi Finals
25,25,Travis Boak,MID,54,0,0,16,3,3,2,6,10,0,2014,Semi Finals
26,25,Kane Cornes,MID,59,6.8,0,16,5,3,1,6,10,0,2014,Semi Finals
27,25,Ryan Crowley,MID,41,4.3,0,11,2,3,3,4,7,0,2014,Semi Finals
28,25,Hayden Crozier,FWD,81,12.9,2,13,6,3,0,11,2,0,2014,Semi Finals
29,25,Ben Cunnington,MID,54,5.9,0,22,1,3,5,7,15,0,2014,Semi Finals
30,25,Paul Duffield,DEF,49,3.7,0,13,1,3,1,10,3,0,2014,Semi Finals
31,25,Michael Firrito,DEF,52,11.2,0,13,2,3,1,8,5,0,2014,Semi Finals
32,25,Hamish Hartlett,FWD,123,13.4,0,33,8,3,8,17,16,2,2014,Semi Finals
33,25,Brent Harvey,FWD,88,24.1,1,25,2,3,2,14,11,0,2014,Semi Finals
34,25,George Horlin-Smith,MID,40,7.5,0,10,1,3,5,4,6,0,2014,Semi Finals
35,25,Tom Lonergan,KEYD,43,10.2,0,9,3,3,0,6,3,0,2014,Semi Finals
36,25,David Mundy,MID,82,10.2,0,24,3,3,7,16,8,2,2014,Semi Finals
37,25,Danyle Pearce,FWD,73,6.6,1,20,1,3,1,15,5,0,2014,Semi Finals
38,25,Jasper Pittard,DEF,79,11.4,0,16,7,3,0,13,3,0,2014,Semi Finals
39,25,Aaron Sandilands,RUC,100,16.9,1,9,5,3,1,2,7,50,2014,Semi Finals
40,25,Jay Schulz,KEYF,69,4.4,1,13,6,3,0,8,5,0,2014,Semi Finals
41,25,Matt Taberner,KEYF,19,-1.2,0,2,1,3,0,2,0,0,2014,Semi Finals
42,25,Scott D. Thompson,KEYD,69,8.3,0,17,6,3,0,10,7,0,2014,Semi Finals
43,25,Josh Walker,KEYF,63,9.3,3,7,4,3,0,5,2,7,2014,Semi Finals
44,25,Matthew White,FWD,54,9.9,1,11,4,3,2,8,3,0,2014,Semi Finals
45,46,Shaun Atley,DEF,37,4.4,0,9,2,2,0,4,5,0,2014,Semi Finals
46,46,Aaron Black,KEYF,59,5.4,1,11,4,2,0,7,4,0,2014,Semi Finals
47,46,Robbie Gray,FWD,95,19.7,4,21,2,2,5,10,11,0,2014,Semi Finals
48,46,Jack Hombsch,KEYD,72,4,0,16,7,2,1,12,4,0,2014,Semi Finals
49,46,Tom Jonas,KEYD,38,2.7,0,6,5,2,0,6,0,0,2014,Semi Finals
50,46,James Kelly,DEF,39,7,0,9,2,2,0,6,3,0,2014,Semi Finals
