,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Jack Viney,MID,145,22.6,1,32,2,15,7,12,20,0,2017,Round 7
1,2,Tom Mitchell,MID,136,8.4,0,31,5,12,6,12,19,0,2017,Round 7
2,3,Tom Rockliff,MID,167,17.8,2,32,7,11,7,21,11,0,2017,Round 7
3,4,Taylor Adams,MID,117,12.4,0,27,5,9,2,13,14,0,2017,Round 7
4,4,Marcus Bontempelli,MID,113,11.6,1,27,4,9,6,12,15,0,2017,Round 7
5,4,Stephen Coniglio,MID,115,12.4,1,24,4,9,1,14,10,0,2017,Round 7
6,4,Ed Curnow,MID,110,8,0,25,4,9,2,15,10,0,2017,Round 7
7,4,Patrick Dangerfield,MID,119,20.8,0,29,4,9,10,13,16,0,2017,Round 7
8,4,Josh Kelly,MID,111,14.3,0,28,2,9,4,12,16,0,2017,Round 7
9,4,Sam Kerridge,MID,68,4.9,0,9,3,9,1,5,4,0,2017,Round 7
10,4,Will Langford,FWD,114,6.1,1,20,5,9,2,15,5,0,2017,Round 7
11,4,Scott Pendlebury,MID,109,10,0,29,2,9,4,8,21,0,2017,Round 7
12,13,Luke Breust,FWD,69,11.7,1,10,1,8,1,6,4,0,2017,Round 7
13,13,Trent Cotchin,MID,92,17,0,20,5,8,4,8,12,0,2017,Round 7
14,13,Patrick Cripps,MID,100,8.5,0,25,5,8,5,12,13,0,2017,Round 7
15,13,Trent Dumont,MID,93,12.4,2,18,2,8,4,10,8,0,2017,Round 7
16,13,Aaron Hall,MID,156,16,1,32,10,8,3,22,10,0,2017,Round 7
17,13,Dan Hannebery,MID,115,15.7,1,26,5,8,2,13,13,0,2017,Round 7
18,13,Lachie Hunter,MID,131,16.1,1,28,8,8,2,13,15,0,2017,Round 7
19,13,Devon Smith,FWD,102,14.1,1,26,1,8,4,10,16,0,2017,Round 7
20,13,Adam Treloar,MID,82,9.9,0,21,0,8,6,7,14,0,2017,Round 7
21,22,Jack Crisp,DEF,75,2.4,0,19,1,7,3,7,12,0,2017,Round 7
22,22,Sam Gilbert,KEYD,62,10.8,0,11,2,7,1,5,6,0,2017,Round 7
23,22,Nathan Jones,MID,123,15.9,1,27,6,7,3,13,14,0,2017,Round 7
24,22,Matthew Kreuzer,RUC,98,18.9,0,15,1,7,6,9,6,29,2017,Round 7
25,22,Matthew Leuenberger,RUC,67,10.3,0,11,0,7,4,3,8,16,2017,Round 7
26,22,Tom Liberatore,MID,75,14.2,0,22,0,7,4,3,19,0,2017,Round 7
