,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Joel Corey,MID,110,10,0,22,3,12,4,10,12,0,2012,Finals Week 1
1,2,Michael Barlow,MID,127,6.3,0,27,6,11,2,12,15,0,2012,Finals Week 1
2,3,Jimmy Bartel,MID,111,9.6,0,26,5,8,5,13,13,0,2012,Finals Week 1
3,3,Paul Chapman,FWD,88,12,0,20,1,8,4,14,6,0,2012,Finals Week 1
4,3,Chris Mayne,FWD,90,10.8,0,16,5,8,0,11,5,0,2012,Finals Week 1
5,3,Ryan O'Keefe,MID,140,8.7,0,37,4,8,9,26,11,1,2012,Finals Week 1
6,3,Scott Thompson,MID,113,7.6,0,29,2,8,6,19,10,0,2012,Finals Week 1
7,8,Dayne Beams,MID,111,13.4,0,28,4,7,7,15,13,0,2012,Finals Week 1
8,8,Jarryd Blair,FWD,72,8.2,0,16,1,7,3,8,8,0,2012,Finals Week 1
9,8,Jude Bolton,FWD,67,5.7,0,14,2,7,2,6,8,0,2012,Finals Week 1
10,8,Luke Breust,FWD,92,17,2,19,2,7,2,8,11,0,2012,Finals Week 1
11,8,James Kelly,MID,70,16.8,0,15,1,7,5,12,3,0,2012,Finals Week 1
12,8,Josh P. Kennedy,MID,133,21.7,1,35,6,7,10,13,22,0,2012,Finals Week 1
13,8,Steven Motlop,FWD,51,7.8,1,7,0,7,0,3,4,0,2012,Finals Week 1
14,8,Scott Pendlebury,MID,112,22.4,0,31,2,7,10,15,16,0,2012,Finals Week 1
15,8,Paul Puopolo,FWD,62,7.9,1,10,1,7,1,6,4,0,2012,Finals Week 1
16,8,Liam Shiels,MID,85,14.3,0,22,0,7,4,14,8,0,2012,Finals Week 1
17,8,Isaac Smith,MID,109,12.8,1,22,4,7,3,16,6,1,2012,Finals Week 1
18,8,Dane Swan,MID,109,21.8,0,30,2,7,11,20,10,0,2012,Finals Week 1
19,8,Alan Toovey,DEF,65,8.7,0,11,3,7,0,6,5,0,2012,Finals Week 1
20,21,Ryan Crowley,MID,87,9.1,1,21,3,6,2,11,10,0,2012,Finals Week 1
21,21,Todd Goldstein,RUC,60,11.5,0,5,1,6,0,4,1,24,2012,Finals Week 1
22,21,Graham Johncock,FWD,79,10.1,1,13,5,6,0,10,3,0,2012,Finals Week 1
23,21,Sam Mitchell,MID,115,25,0,33,1,6,12,20,13,0,2012,Finals Week 1
24,21,Shane Mumford,RUC,63,8.6,0,8,0,6,2,0,8,25,2012,Finals Week 1
25,21,David Mundy,MID,88,10.3,0,21,3,6,4,16,5,0,2012,Finals Week 1
26,21,Brad Sewell,MID,112,14.4,0,32,3,6,6,17,15,0,2012,Finals Week 1
27,21,Luke Shuey,MID,94,14.2,1,21,3,6,5,14,7,0,2012,Finals Week 1
28,29,Ryan Bastinac,MID,60,8.5,0,12,3,5,1,7,5,0,2012,Finals Week 1
29,29,Paul Duffield,DEF,76,5.5,0,20,4,5,2,16,4,0,2012,Finals Week 1
30,29,Alex Fasolo,FWD,79,2.5,0,15,6,5,0,11,4,0,2012,Finals Week 1
31,29,Kieren Jack,MID,83,6.8,0,21,3,5,4,16,5,0,2012,Finals Week 1
32,29,Andrew Krakouer,FWD,92,13,4,10,6,5,0,8,2,0,2012,Finals Week 1
33,29,Heritier Lumumba,DEF,55,6.3,0,12,0,5,0,10,2,0,2012,Finals Week 1
34,29,Clancee Pearce,MID,81,11.6,1,17,5,5,2,11,6,0,2012,Finals Week 1
35,29,Ben Rutten,KEYD,89,11.8,0,17,8,5,0,10,7,0,2012,Finals Week 1
36,29,Joel Selwood,MID,105,17.4,1,28,2,5,9,13,15,1,2012,Finals Week 1
37,29,Heath Shaw,DEF,75,12.2,1,15,4,5,0,9,6,0,2012,Finals Week 1
38,29,Ben Stratton,KEYD,45,7.9,0,10,1,5,0,5,5,0,2012,Finals Week 1
39,29,Matt de Boer,FWD,89,4.6,1,18,6,5,0,7,11,0,2012,Finals Week 1
40,41,Hayden Ballantyne,FWD,83,20.8,3,14,5,4,1,10,4,0,2012,Finals Week 1
41,41,Allen Christensen,FWD,77,8.2,1,18,2,4,1,10,8,0,2012,Finals Week 1
42,41,Dan Hannebery,MID,78,-0.7,0,27,3,4,1,10,17,0,2012,Finals Week 1
43,41,Stephen Hill,MID,90,15.2,0,21,5,4,7,16,5,0,2012,Finals Week 1
44,41,Luke Hodge,MID,90,11.1,2,16,5,4,3,12,4,0,2012,Finals Week 1
45,41,Michael Johnson,KEYD,52,4.6,0,9,3,4,1,7,2,1,2012,Finals Week 1
46,41,Ben Johnson,MID,56,2.1,0,12,2,4,1,9,3,0,2012,Finals Week 1
47,41,Andrew Mackie,DEF,96,11.1,2,21,5,4,0,13,8,0,2012,Finals Week 1
48,41,Nick Malceski,DEF,87,14.9,0,20,5,4,1,16,4,0,2012,Finals Week 1
49,41,Patrick McGinnity,MID,46,12.8,1,8,1,4,0,5,3,0,2012,Finals Week 1
50,41,Mitch Morton,FWD,75,10.8,2,14,5,4,0,6,8,0,2012,Finals Week 1
51,41,Sam Reid,KEYF,51,8.6,1,11,2,4,0,4,7,0,2012,Finals Week 1
52,41,Cyril Rioli,FWD,84,11.4,2,14,5,4,1,10,4,1,2012,Finals Week 1
53,41,Alex Silvagni,KEYD,27,4.4,0,5,3,4,0,4,1,0,2012,Finals Week 1
54,41,Rory Sloane,MID,103,17.1,1,24,5,4,4,15,9,3,2012,Finals Week 1
55,41,Mathew Stokes,FWD,56,14.8,1,14,1,4,0,4,10,0,2012,Finals Week 1
56,41,Andrew Swallow,MID,110,15.3,0,31,4,4,7,17,14,0,2012,Finals Week 1
57,41,Nathan Van Berlo,MID,65,4.5,1,14,3,4,2,8,6,0,2012,Finals Week 1
58,41,Michael Walters,FWD,88,11.9,2,15,5,4,1,11,4,0,2012,Finals Week 1
59,41,Daniel Wells,MID,58,6.6,0,14,1,4,4,9,5,0,2012,Finals Week 1
60,41,Trent West,RUC,83,13.8,0,13,3,4,2,9,4,21,2012,Finals Week 1
61,62,Corey Enright,DEF,82,20.7,0,26,2,3,2,15,11,0,2012,Finals Week 1
62,62,Lance Franklin,KEYF,104,22.9,4,18,7,3,0,11,7,0,2012,Finals Week 1
63,62,Adam Goodes,FWD,108,26.8,3,22,7,3,3,13,9,0,2012,Finals Week 1
64,62,David Hale,RUC,66,18.4,2,10,1,3,4,3,7,22,2012,Finals Week 1
65,62,Josh Hunt,DEF,57,9.8,2,11,2,3,1,8,3,0,2012,Finals Week 1
66,62,Garrick Ibbotson,DEF,54,12,0,15,1,3,1,9,6,0,2012,Finals Week 1
67,62,Sam Jacobs,RUC,56,6.4,0,7,1,3,1,3,4,27,2012,Finals Week 1
68,62,Josh J. Kennedy,KEYF,77,17.4,4,10,5,3,0,7,3,0,2012,Finals Week 1
69,62,Nick Maxwell,DEF,48,4.7,0,11,3,3,0,8,3,0,2012,Finals Week 1
70,62,Jarrad McVeigh,MID,72,10,0,22,5,3,4,7,15,0,2012,Finals Week 1
71,62,Nic Naitanui,RUC,77,22.5,1,13,4,3,5,3,10,20,2012,Finals Week 1
72,62,James Podsiadly,KEYF,57,5.6,0,13,3,3,0,7,6,1,2012,Finals Week 1
73,62,Jason Porplyzia,FWD,32,1.7,0,10,1,3,1,6,4,0,2012,Finals Week 1
74,62,Matthew Priddis,MID,88,11.7,0,29,4,3,6,9,20,0,2012,Finals Week 1
