,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Tyson Goldsack,FWD,96,13,1,15,5,8,0,10,5,0,2012,Semi Finals
1,1,Scott Selwood,MID,67,5.9,0,15,0,8,2,3,12,0,2012,Semi Finals
2,1,Sharrod Wellingham,FWD,107,10.6,0,19,7,8,6,14,5,0,2012,Semi Finals
3,4,Dayne Beams,MID,117,21.3,0,30,4,7,10,16,14,0,2012,Semi Finals
4,4,Jarryd Blair,FWD,79,8.9,1,14,3,7,2,10,4,0,2012,Semi Finals
5,6,Ryan Crowley,MID,48,3.7,0,9,1,6,1,7,2,0,2012,Semi Finals
6,6,Nat Fyfe,MID,85,10.8,1,19,3,6,3,13,6,0,2012,Semi Finals
7,6,David Mackay,MID,68,4.8,0,16,3,6,0,9,7,0,2012,Semi Finals
8,6,Patrick McGinnity,MID,71,15.6,1,15,1,6,1,8,7,0,2012,Semi Finals
9,6,Jared Petrenko,FWD,55,-4.4,0,9,3,6,0,8,1,0,2012,Semi Finals
10,6,Rory Sloane,MID,98,10.5,0,22,7,6,1,11,11,0,2012,Semi Finals
11,6,Scott Thompson,MID,103,11.2,0,28,4,6,3,16,12,0,2012,Semi Finals
12,6,Nathan Van Berlo,MID,100,11.4,0,17,9,6,1,15,2,0,2012,Semi Finals
13,6,Matt de Boer,FWD,65,9.2,0,14,3,6,2,3,11,0,2012,Semi Finals
14,15,Andrew Embley,MID,99,1.3,0,26,3,5,2,20,6,0,2012,Semi Finals
15,15,Clancee Pearce,MID,71,6.7,0,14,5,5,3,11,3,0,2012,Semi Finals
16,15,Scott Pendlebury,MID,119,24.7,1,29,6,5,6,16,13,0,2012,Semi Finals
17,15,Jason Porplyzia,FWD,132,17,3,24,11,5,1,16,8,0,2012,Semi Finals
18,15,Steele Sidebottom,MID,101,16.5,0,25,5,5,2,19,6,0,2012,Semi Finals
19,15,Alex Silvagni,KEYD,51,2.9,0,9,4,5,0,7,2,0,2012,Semi Finals
20,21,Michael Barlow,MID,90,6.4,0,20,7,4,1,13,7,0,2012,Semi Finals
21,21,Sam Butler,DEF,76,13.1,0,20,3,4,0,11,9,0,2012,Semi Finals
22,21,Zac Clarke,RUC,50,3.3,0,8,4,4,0,5,3,7,2012,Semi Finals
23,21,Michael Doughty,DEF,73,6.3,0,15,6,4,0,11,4,0,2012,Semi Finals
24,21,Alex Fasolo,FWD,41,2.2,0,9,2,4,1,5,4,0,2012,Semi Finals
25,21,Josh Hill,FWD,89,9.7,2,14,8,4,0,10,4,0,2012,Semi Finals
26,21,Tendai Mzungu,MID,71,6.7,0,14,6,4,3,9,5,0,2012,Semi Finals
27,21,Matthew Priddis,MID,75,8.2,0,23,3,4,5,10,13,0,2012,Semi Finals
28,21,Brent Reilly,DEF,107,17.1,0,24,10,4,1,16,8,0,2012,Semi Finals
29,21,Heath Shaw,DEF,78,10.8,0,20,7,4,0,13,7,0,2012,Semi Finals
30,21,Luke Shuey,MID,84,14.5,0,23,5,4,5,13,10,0,2012,Semi Finals
31,21,Dane Swan,MID,128,11.4,2,29,6,4,6,20,9,1,2012,Semi Finals
32,21,Michael Walters,FWD,97,13,3,15,6,4,1,12,3,0,2012,Semi Finals
33,21,Matthew Wright,FWD,84,16.5,1,18,5,4,2,9,9,0,2012,Semi Finals
34,35,Darren Glass,KEYD,64,10.3,0,12,6,3,0,5,7,1,2012,Semi Finals
35,35,Stephen Hill,MID,55,0.5,0,12,3,3,0,8,4,0,2012,Semi Finals
36,35,Darren Jolly,RUC,83,6.1,1,12,4,3,3,9,3,24,2012,Semi Finals
37,35,Daniel Kerr,MID,96,19.6,1,30,1,3,5,19,11,0,2012,Semi Finals
38,35,Chris Masten,MID,79,8.1,0,21,5,3,3,9,12,0,2012,Semi Finals
39,35,Chris Mayne,FWD,86,19.2,3,13,6,3,1,9,4,0,2012,Semi Finals
40,35,David Mundy,MID,108,13.2,0,30,5,3,10,22,8,0,2012,Semi Finals
41,35,Ben Reid,KEYD,88,10.7,0,16,10,3,0,12,4,0,2012,Semi Finals
42,35,Ben Rutten,KEYD,60,9.2,0,12,5,3,1,9,3,0,2012,Semi Finals
43,35,Brodie Smith,DEF,75,17.7,0,20,4,3,2,10,10,0,2012,Semi Finals
44,35,Chris Tarrant,KEYF,45,5.1,0,11,1,3,1,7,4,0,2012,Semi Finals
45,35,Dale Thomas,FWD,119,16,3,23,9,3,5,17,6,0,2012,Semi Finals
46,47,Hayden Ballantyne,FWD,43,8.7,1,10,0,2,3,9,1,0,2012,Semi Finals
47,47,Jacob Brennan,DEF,27,7.6,0,5,2,2,0,3,2,0,2012,Semi Finals
48,47,Nathan Brown,KEYD,35,4.6,0,11,1,2,0,4,7,0,2012,Semi Finals
49,47,Ian Callinan,FWD,45,3.9,0,12,2,2,2,10,2,0,2012,Semi Finals
50,47,Travis Cloke,KEYF,47,6.2,0,9,5,2,0,7,2,0,2012,Semi Finals
