,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Josh Dunkley,FWD,101,11,0,20,4,10,5,8,12,0,2020,Round 17
1,1,Josh P. Kennedy,MID,117,5.6,0,26,5,10,8,13,13,0,2020,Round 17
2,3,Brodie Grundy,RUC,94,12.1,0,12,2,9,2,3,9,27,2020,Round 17
3,3,Tom Liberatore,MID,113,12.4,0,28,4,9,3,12,16,0,2020,Round 17
4,3,Touk Miller,MID,103,11.7,0,22,4,9,4,10,12,0,2020,Round 17
5,3,Will Setterfield,MID,93,14.1,1,16,2,9,4,10,6,0,2020,Round 17
6,7,Tom Atkins,FWD,78,9.7,0,16,3,8,1,5,11,0,2020,Round 17
7,8,Keidean Coleman,FWD,53,5,1,9,2,7,1,6,3,0,2020,Round 17
8,8,Ed Curnow,MID,73,8.5,0,16,1,7,5,9,7,0,2020,Round 17
9,8,Tom Mitchell,MID,58,7.2,0,12,1,7,2,3,9,0,2020,Round 17
10,8,Shane Mumford,RUC,64,9.8,0,7,3,7,3,4,3,19,2020,Round 17
11,8,Clayton Oliver,MID,89,7.8,0,23,2,7,7,11,12,0,2020,Round 17
12,8,Devon Smith,FWD,100,6.5,0,26,2,7,0,13,13,0,2020,Round 17
13,8,Tyson Stengle,FWD,42,2.2,0,7,0,7,2,3,4,0,2020,Round 17
14,15,Shai Bolton,MID,72,8.4,0,18,5,6,4,10,8,0,2020,Round 17
15,15,Marcus Bontempelli,MID,124,21.5,0,28,8,6,11,18,10,0,2020,Round 17
16,15,Liam Duggan,DEF,69,11.3,0,15,2,6,2,11,4,0,2020,Round 17
17,15,Taylor Duryea,DEF,73,7.5,0,14,3,6,2,10,4,0,2020,Round 17
18,15,Jamie Elliott,FWD,69,4,0,16,2,6,1,9,7,0,2020,Round 17
19,15,Cameron Guthrie,MID,113,5,0,23,9,6,3,16,7,0,2020,Round 17
20,15,Mitchell Hibberd,MID,60,3,0,17,1,6,5,5,12,0,2020,Round 17
21,15,Mitch Robinson,MID,59,4.1,0,13,2,6,3,8,5,0,2020,Round 17
22,15,Tom Rockliff,MID,122,8.9,1,31,4,6,1,20,11,0,2020,Round 17
23,15,Connor Rozee,FWD,78,8.4,0,18,3,6,2,6,12,0,2020,Round 17
24,15,Jack Steele,MID,102,8.3,0,26,3,6,8,16,10,0,2020,Round 17
25,15,David Swallow,MID,71,8.6,1,15,1,6,3,8,7,0,2020,Round 17
26,15,Sam Walsh,MID,95,6.7,0,22,6,6,3,12,10,0,2020,Round 17
27,28,Taylor Adams,MID,69,9.3,0,18,1,5,2,11,7,0,2020,Round 17
28,28,Karl Amon,MID,72,5.1,0,21,1,5,3,9,12,0,2020,Round 17
29,28,Mark Blicavs,KEYD,96,13.6,0,19,7,5,2,9,10,12,2020,Round 17
30,28,Shaun Burgoyne,FWD,60,7.8,0,11,4,5,0,6,5,0,2020,Round 17
31,28,Darcy Byrne-Jones,DEF,83,11.1,0,19,3,5,4,15,4,0,2020,Round 17
32,28,Levi Casboult,KEYF,75,1.6,0,14,5,5,1,9,5,3,2020,Round 17
33,28,Patrick Cripps,MID,73,16.5,1,16,2,5,6,6,10,0,2020,Round 17
34,28,Tim English,RUC,88,14.9,2,8,4,5,3,5,3,23,2020,Round 17
35,28,Toby Greene,FWD,68,3.4,0,15,3,5,1,11,4,0,2020,Round 17
36,28,Stephen Hill,DEF,90,8.3,0,20,6,5,1,12,8,0,2020,Round 17
37,28,Nick Holman,FWD,50,0.8,0,9,4,5,0,3,6,0,2020,Round 17
38,28,Jacob Hopper,MID,89,8.1,0,21,4,5,5,13,8,0,2020,Round 17
39,28,Lachlan Keeffe,KEYD,47,9.3,0,7,3,5,0,7,0,0,2020,Round 17
40,28,Josh Kelly,MID,96,18.2,0,24,2,5,4,20,4,0,2020,Round 17
41,28,Rory Laird,MID,92,19.8,0,27,3,5,4,11,16,0,2020,Round 17
42,28,Jake Lever,KEYD,68,5.3,0,11,6,5,0,8,3,0,2020,Round 17
43,28,Jack Lonie,FWD,52,12.4,1,11,0,5,0,4,7,0,2020,Round 17
44,28,Finn Maginness,MID,39,4.2,0,10,0,5,2,2,8,0,2020,Round 17
45,28,Oscar McInerney,RUC,83,14.7,0,14,2,5,4,6,8,20,2020,Round 17
46,28,Jake Melksham,FWD,53,1.1,0,12,2,5,2,6,6,0,2020,Round 17
47,28,Zach Merrett,MID,97,7.4,0,24,4,5,5,16,8,0,2020,Round 17
48,28,Cam Rayner,FWD,34,0.5,0,4,1,5,1,2,2,0,2020,Round 17
49,28,Sebastian Ross,MID,65,7.3,1,18,0,5,5,6,12,0,2020,Round 17
50,28,Christian Salem,DEF,90,8.7,1,19,4,5,1,13,6,0,2020,Round 17
51,28,Harry Schoenberg,FWD,82,6.6,0,21,4,5,3,10,11,0,2020,Round 17
52,28,Jack Scrimshaw,DEF,58,1.3,0,12,4,5,0,8,4,0,2020,Round 17
53,28,Caleb Serong,MID,55,13.5,0,14,0,5,5,7,7,0,2020,Round 17
54,28,Dylan Shiel,MID,96,4.9,0,24,4,5,5,15,9,0,2020,Round 17
55,28,Adam Treloar,MID,85,12.6,0,26,1,5,3,10,16,0,2020,Round 17
56,28,Sam Wicks,FWD,64,1.5,0,12,5,5,0,8,4,0,2020,Round 17
57,28,Chad Wingard,FWD,68,11.3,1,14,2,5,0,8,6,0,2020,Round 17
58,59,Callum Ah Chee,DEF,41,4.4,0,9,2,4,2,7,2,0,2020,Round 17
59,59,James Aish,MID,86,11.7,0,23,3,4,0,13,10,0,2020,Round 17
60,59,Aliir Aliir,KEYD,64,7.9,0,9,3,4,3,7,2,11,2020,Round 17
61,59,Oscar Allen,KEYF,46,6.5,2,5,2,4,1,4,1,3,2020,Round 17
62,59,Noah Anderson,MID,72,17.6,0,20,2,4,4,12,8,0,2020,Round 17
63,59,Eddie Betts,FWD,43,1.1,0,9,1,4,0,4,5,0,2020,Round 17
64,59,Travis Boak,MID,81,13,1,25,0,4,4,9,16,0,2020,Round 17
65,59,Adam Cerra,MID,59,9.4,0,15,2,4,4,6,9,0,2020,Round 17
66,59,Dylan Clarke,FWD,52,9,1,10,2,4,1,5,5,0,2020,Round 17
67,59,Tom Cole,DEF,46,4.2,1,8,2,4,2,6,2,0,2020,Round 17
68,59,James Cousins,MID,66,4.5,0,19,2,4,4,9,10,0,2020,Round 17
69,59,Brad Crouch,MID,80,9.1,1,18,3,4,3,12,6,0,2020,Round 17
70,59,Trent Dumont,MID,57,9.9,0,16,1,4,4,6,10,0,2020,Round 17
71,59,Andrew Gaff,MID,110,14.5,1,33,3,4,2,15,18,0,2020,Round 17
72,59,Max Gawn,RUC,102,15,0,15,1,4,8,11,4,43,2020,Round 17
