,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Chris Mayne,FWD,109,6.9,0,17,6,13,1,5,12,0,2013,Preliminary Finals
1,2,Jordan Lewis,MID,86,0.6,0,14,5,9,2,9,5,2,2013,Preliminary Finals
2,3,Hayden Ballantyne,FWD,70,-3.1,1,13,1,8,0,8,5,0,2013,Preliminary Finals
3,3,Michael Barlow,MID,111,11.5,1,24,6,8,2,12,12,0,2013,Preliminary Finals
4,3,Josh P. Kennedy,MID,94,15,0,24,2,8,6,8,16,0,2013,Preliminary Finals
5,6,Jude Bolton,FWD,60,6.9,1,9,2,7,1,2,7,0,2013,Preliminary Finals
6,6,Joel Corey,MID,74,6.5,0,16,4,7,2,7,9,0,2013,Preliminary Finals
7,6,Ben McGlynn,FWD,88,15.8,1,20,1,7,4,11,9,0,2013,Preliminary Finals
8,6,Shane Mumford,RUC,75,11.4,0,11,2,7,4,2,9,19,2013,Preliminary Finals
9,6,Paul Puopolo,FWD,83,10.4,0,18,4,7,4,10,8,0,2013,Preliminary Finals
10,11,Shaun Burgoyne,MID,129,21.3,3,24,7,6,3,16,8,0,2013,Preliminary Finals
11,11,Jarrad McVeigh,DEF,122,14.2,1,30,5,6,5,16,14,0,2013,Preliminary Finals
12,11,Luke Parker,MID,106,7.5,1,25,4,6,6,14,11,0,2013,Preliminary Finals
13,11,Dane Rampe,DEF,76,9.5,0,16,5,6,1,8,8,0,2013,Preliminary Finals
14,15,Ryan Crowley,MID,89,5,1,22,4,5,2,12,10,0,2013,Preliminary Finals
15,15,Dan Hannebery,MID,71,6.9,1,14,2,5,2,9,5,0,2013,Preliminary Finals
16,15,James Kelly,MID,50,0.9,0,12,2,5,2,6,6,0,2013,Preliminary Finals
17,15,Tendai Mzungu,MID,71,10.8,0,18,2,5,2,10,8,1,2013,Preliminary Finals
18,19,Jimmy Bartel,DEF,73,8.8,1,16,4,4,0,8,8,0,2013,Preliminary Finals
19,19,Craig Bird,FWD,27,0.2,0,6,0,4,0,5,1,0,2013,Preliminary Finals
20,19,Luke Breust,FWD,85,3.6,1,16,5,4,1,11,5,0,2013,Preliminary Finals
21,19,Allen Christensen,FWD,65,4.1,1,16,3,4,0,10,6,0,2013,Preliminary Finals
22,19,Josh Gibson,KEYD,82,6.4,0,17,7,4,0,11,6,0,2013,Preliminary Finals
23,19,David Hale,RUC,105,9.4,2,15,7,4,1,8,7,18,2013,Preliminary Finals
24,19,Stephen Hill,MID,78,11,0,21,2,4,3,14,7,0,2013,Preliminary Finals
25,19,Steve Johnson,MID,150,25.4,4,32,8,4,5,22,10,0,2013,Preliminary Finals
26,19,Steven Motlop,FWD,71,20.1,2,14,2,4,0,9,5,0,2013,Preliminary Finals
27,19,Ryan O'Keefe,MID,68,-1.1,0,17,3,4,1,10,7,0,2013,Preliminary Finals
28,19,Joel Selwood,MID,90,17.1,1,23,4,4,4,10,13,0,2013,Preliminary Finals
29,19,Brad Sewell,MID,51,8.9,0,16,2,4,1,6,10,0,2013,Preliminary Finals
30,19,Ben Stratton,KEYD,46,9.8,0,11,3,4,0,5,6,0,2013,Preliminary Finals
31,19,Nicholas Suban,MID,73,14.4,2,14,3,4,4,11,3,0,2013,Preliminary Finals
32,33,Zac Clarke,RUC,69,5,0,12,4,3,0,4,8,19,2013,Preliminary Finals
33,33,Mitch Duncan,MID,72,10.6,0,19,4,3,3,13,6,0,2013,Preliminary Finals
34,33,Nat Fyfe,MID,103,17,2,27,5,3,6,13,14,0,2013,Preliminary Finals
35,33,Nick Malceski,DEF,79,9.4,0,19,5,3,1,14,5,0,2013,Preliminary Finals
36,33,David Mundy,MID,88,12.4,0,29,3,3,5,14,15,0,2013,Preliminary Finals
37,33,Jordan Murdoch,FWD,57,5.5,1,10,4,3,1,6,4,0,2013,Preliminary Finals
38,33,Matthew Pavlich,KEYF,77,9.2,2,15,5,3,0,6,9,0,2013,Preliminary Finals
39,33,Mike Pyke,RUC,65,7.8,1,12,2,3,0,4,8,11,2013,Preliminary Finals
40,33,Cyril Rioli,FWD,67,10.5,0,16,4,3,2,9,7,0,2013,Preliminary Finals
41,33,Matt de Boer,FWD,29,2.6,0,7,1,3,0,0,7,0,2013,Preliminary Finals
42,43,Max Bailey,RUC,61,9.6,0,11,2,2,4,7,4,18,2013,Preliminary Finals
43,43,Mark Blicavs,RUC,40,8.3,0,8,1,2,3,3,5,8,2013,Preliminary Finals
44,43,Lance Franklin,KEYF,62,7.1,1,16,4,2,0,10,6,0,2013,Preliminary Finals
45,43,Brent Guerra,DEF,113,10.7,1,25,10,2,2,23,2,0,2013,Preliminary Finals
46,43,Jack Gunston,FWD,101,19.3,4,21,5,2,0,12,9,0,2013,Preliminary Finals
47,43,Luke Hodge,DEF,64,5.9,0,15,5,2,0,12,3,3,2013,Preliminary Finals
48,43,Kieren Jack,MID,43,3.2,0,11,3,2,1,5,6,0,2013,Preliminary Finals
49,43,Tom Lonergan,KEYD,31,6.2,0,6,2,2,1,4,2,0,2013,Preliminary Finals
50,43,Andrew Mackie,DEF,43,3.8,0,13,1,2,0,9,4,0,2013,Preliminary Finals
51,43,Sam Mitchell,MID,119,20.3,0,38,5,2,11,22,16,0,2013,Preliminary Finals
52,43,Danyle Pearce,MID,82,15.6,0,26,3,2,2,13,13,0,2013,Preliminary Finals
53,43,Ted Richards,KEYD,58,13.3,0,18,1,2,0,8,10,0,2013,Preliminary Finals
54,43,Jared Rivers,KEYD,38,3,0,9,3,2,0,5,4,0,2013,Preliminary Finals
55,43,Liam Shiels,MID,59,2,0,15,4,2,1,8,7,0,2013,Preliminary Finals
56,43,Nick Smith,DEF,50,3.4,0,16,2,2,0,8,8,0,2013,Preliminary Finals
57,43,Lee Spurr,DEF,56,4.7,0,14,5,2,0,8,6,0,2013,Preliminary Finals
58,43,Michael Walters,FWD,78,18.4,3,14,3,2,4,13,1,0,2013,Preliminary Finals
59,43,Jesse White,KEYF,88,2.2,0,20,9,2,0,12,8,0,2013,Preliminary Finals
60,61,Shane Biggs,DEF,49,1,0,15,4,1,0,6,9,0,2013,Preliminary Finals
61,61,Josh Caddy,MID,48,10,1,12,3,1,3,8,4,0,2013,Preliminary Finals
62,61,Paul Duffield,DEF,118,1,1,29,9,1,0,26,3,0,2013,Preliminary Finals
63,61,Andrejs Everitt,DEF,67,16.9,0,19,5,1,1,9,10,0,2013,Preliminary Finals
64,61,Cameron Guthrie,DEF,40,13.8,1,10,1,1,0,7,3,0,2013,Preliminary Finals
65,61,Tom Hawkins,KEYF,46,6.3,1,10,4,1,0,5,5,0,2013,Preliminary Finals
66,61,Josh Hunt,DEF,35,3.6,0,10,3,1,0,5,5,0,2013,Preliminary Finals
67,61,Michael Johnson,KEYD,85,9,0,20,8,1,0,17,3,0,2013,Preliminary Finals
68,61,Brian Lake,KEYD,60,9.9,0,15,6,1,0,7,8,0,2013,Preliminary Finals
69,61,Luke McPharlin,KEYD,66,5.5,0,15,9,1,1,11,4,0,2013,Preliminary Finals
70,61,James Podsiadly,KEYF,43,6.4,0,8,5,1,0,6,2,0,2013,Preliminary Finals
71,61,Jarryd Roughead,KEYF,36,11.2,0,11,1,1,2,5,6,1,2013,Preliminary Finals
72,61,Mathew Stokes,MID,73,11.3,0,21,5,1,5,13,8,0,2013,Preliminary Finals
73,61,Harry Taylor,KEYD,59,13.8,1,13,5,1,2,7,6,0,2013,Preliminary Finals
74,61,Travis Varcoe,FWD,29,4.3,0,9,1,1,0,6,3,0,2013,Preliminary Finals
75,61,Nathan Vardy,RUC,44,7.4,1,5,2,1,0,4,1,17,2013,Preliminary Finals
76,61,Brendan Whitecross,DEF,23,2,0,6,1,1,1,4,2,0,2013,Preliminary Finals
77,78,Grant Birchall,DEF,91,17.7,0,27,7,0,0,16,11,0,2013,Preliminary Finals
78,78,Harry Cunningham,DEF,52,8.8,2,13,3,0,0,5,8,0,2013,Preliminary Finals
79,78,Zac Dawson,KEYD,30,2.4,0,10,4,0,2,4,6,0,2013,Preliminary Finals
80,78,Heath Grundy,KEYD,63,6.4,0,21,3,0,0,12,9,0,2013,Preliminary Finals
81,78,Bradley Hill,MID,70,10.2,2,18,3,0,1,14,4,0,2013,Preliminary Finals
82,78,Lewis Jetta,FWD,49,6.3,1,10,5,0,1,8,2,0,2013,Preliminary Finals
83,78,Lachie Neale,MID,36,9.6,1,11,1,0,4,5,6,0,2013,Preliminary Finals
84,78,Gary Rohan,FWD,44,3.6,2,6,4,0,0,5,1,0,2013,Preliminary Finals
85,78,Aaron Sandilands,RUC,77,13.9,0,13,6,0,3,2,11,33,2013,Preliminary Finals
86,78,Isaac Smith,MID,68,8.2,0,18,5,0,1,14,4,1,2013,Preliminary Finals
87,78,Cam Sutcliffe,DEF,56,7.2,0,17,5,0,1,12,5,0,2013,Preliminary Finals
