,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Jack Graham,MID,82,11.3,0,16,2,9,1,8,8,0,2020,Finals Week 1
1,1,Cameron Guthrie,MID,83,9.5,0,16,3,9,4,5,11,0,2020,Finals Week 1
2,1,Tom Rockliff,MID,91,15.6,0,22,0,9,5,9,13,0,2020,Finals Week 1
3,4,Taylor Adams,MID,101,10.7,1,25,1,8,2,13,12,0,2020,Finals Week 1
4,4,Jack Crisp,DEF,77,9.4,0,16,3,8,1,10,6,0,2020,Finals Week 1
5,4,Levi Greenwood,MID,67,6,0,13,0,8,1,8,5,0,2020,Finals Week 1
6,4,Tim Kelly,MID,69,7.2,0,13,2,8,2,5,8,0,2020,Finals Week 1
7,8,Hamish Hartlett,DEF,83,4.5,0,15,7,7,1,10,5,0,2020,Finals Week 1
8,8,Oscar McInerney,RUC,92,9.7,1,9,4,7,4,6,3,21,2020,Finals Week 1
9,8,Luke Shuey,MID,66,7.4,0,14,4,7,6,10,4,0,2020,Finals Week 1
10,11,Callum Ah Chee,DEF,52,3.5,0,9,2,6,0,5,4,0,2020,Finals Week 1
11,11,Marcus Bontempelli,MID,82,6.1,0,20,3,6,4,14,6,0,2020,Finals Week 1
12,11,Mitch Duncan,MID,98,8.4,0,19,7,6,1,15,4,0,2020,Finals Week 1
13,11,Sam Powell-Pepper,FWD,59,10,0,14,1,6,5,4,10,0,2020,Finals Week 1
14,11,Sebastian Ross,MID,57,1,0,16,0,6,3,5,11,0,2020,Finals Week 1
15,11,Jack Steele,MID,73,7.2,0,16,3,6,3,8,8,0,2020,Finals Week 1
16,17,Mark Blicavs,KEYD,60,8.5,0,9,2,5,1,3,6,16,2020,Finals Week 1
17,17,Travis Boak,MID,75,10.5,0,22,1,5,4,10,12,0,2020,Finals Week 1
18,17,Jamie Cripps,FWD,79,12.4,1,17,2,5,2,12,5,0,2020,Finals Week 1
19,17,Hayden Crozier,DEF,80,11.8,1,14,4,5,0,11,3,0,2020,Finals Week 1
20,17,Hugh McCluggage,MID,80,17.9,1,20,2,5,2,10,10,0,2020,Finals Week 1
21,17,Ollie Wines,MID,83,13.6,0,24,1,5,5,12,12,0,2020,Finals Week 1
22,17,Dayne Zorko,MID,82,6.5,0,19,4,5,3,13,6,0,2020,Finals Week 1
23,24,Brendon Ah Chee,FWD,40,4.6,0,8,1,4,2,4,4,0,2020,Finals Week 1
24,24,Karl Amon,MID,45,5.1,0,12,1,4,1,8,4,0,2020,Finals Week 1
25,24,David Astbury,KEYD,67,6.9,0,12,7,4,0,8,4,0,2020,Finals Week 1
26,24,Josh Bruce,KEYF,33,7.6,1,6,1,4,2,2,4,0,2020,Finals Week 1
27,24,Zak Butters,FWD,59,10.2,0,14,2,4,2,8,6,0,2020,Finals Week 1
28,24,Charlie Cameron,FWD,77,13.4,3,11,3,4,3,10,1,0,2020,Finals Week 1
29,24,Josh Dunkley,FWD,70,12.2,1,13,3,4,2,12,1,0,2020,Finals Week 1
30,24,Tom Hawkins,KEYF,73,0.6,0,13,7,4,2,8,5,3,2020,Finals Week 1
31,24,Lincoln McCarthy,FWD,44,6.5,0,7,2,4,1,5,2,0,2020,Finals Week 1
32,24,Marlion Pickett,MID,46,5,0,12,1,4,1,6,6,0,2020,Finals Week 1
33,24,Dion Prestia,MID,61,9.4,0,20,0,4,2,7,13,0,2020,Finals Week 1
34,24,Connor Rozee,FWD,45,2.8,1,8,1,4,0,4,4,0,2020,Finals Week 1
35,36,Jake Aarts,FWD,45,2.2,0,8,4,3,1,5,3,0,2020,Finals Week 1
36,36,Gary Ablett,FWD,40,3.8,0,10,0,3,1,7,3,0,2020,Finals Week 1
37,36,Jarrod Berry,MID,76,-0.9,0,16,6,3,0,12,4,0,2020,Finals Week 1
38,36,Jack Billings,MID,55,6.5,0,13,3,3,1,7,6,0,2020,Finals Week 1
39,36,Ryan Burton,DEF,66,5.6,0,12,7,3,0,9,3,0,2020,Finals Week 1
40,36,Caleb Daniel,DEF,93,23.3,1,26,2,3,1,14,12,0,2020,Finals Week 1
41,36,Charlie Dixon,KEYF,26,2.1,1,6,0,3,0,4,2,0,2020,Finals Week 1
42,36,Brad Ebert,FWD,76,9.7,2,16,3,3,1,11,5,0,2020,Finals Week 1
43,36,Jamie Elliott,FWD,47,6.6,1,9,2,3,4,6,3,0,2020,Finals Week 1
44,36,Tim English,RUC,67,9.6,0,12,5,3,2,7,5,8,2020,Finals Week 1
45,36,Darcy Gardiner,KEYD,39,6.6,0,9,2,3,1,3,6,0,2020,Finals Week 1
46,36,Robbie Gray,FWD,59,11.2,0,17,2,3,4,6,11,0,2020,Finals Week 1
47,36,Dylan Grimes,KEYD,27,4.4,0,5,1,3,0,2,3,0,2020,Finals Week 1
48,36,Brodie Grundy,RUC,66,9.2,0,12,3,3,2,6,6,18,2020,Finals Week 1
49,36,Jack Henry,DEF,52,6.6,0,10,4,3,2,9,1,0,2020,Finals Week 1
50,36,Bachar Houli,DEF,62,6.5,0,17,2,3,1,10,7,0,2020,Finals Week 1
51,36,Ben Long,DEF,47,2.7,0,11,3,3,0,6,5,0,2020,Finals Week 1
52,36,Jack Macrae,MID,81,4.1,0,20,5,3,1,13,7,0,2020,Finals Week 1
53,36,Stefan Martin,RUC,65,4.1,0,12,1,3,4,8,4,19,2020,Finals Week 1
54,36,Kamdyn McIntosh,MID,45,5.7,1,7,2,3,0,6,1,0,2020,Finals Week 1
55,36,Sam Menegola,MID,63,7.6,0,18,2,3,1,9,9,0,2020,Finals Week 1
56,36,Steven Motlop,FWD,64,17.9,3,11,1,3,0,8,3,0,2020,Finals Week 1
