,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Ben McGlynn,MID,153,10,2,24,10,12,3,14,10,0,2014,Round 5
1,1,Marc Murphy,MID,141,19.9,2,28,5,12,5,16,12,0,2014,Round 5
2,3,Dan Hannebery,MID,112,17.5,0,29,1,10,6,10,19,0,2014,Round 5
3,3,Luke Parker,FWD,92,9.4,1,19,3,10,2,8,11,0,2014,Round 5
4,5,Dom Cassisi,DEF,77,9,0,16,3,9,2,7,9,0,2014,Round 5
5,5,Kieren Jack,MID,98,16.5,0,20,3,9,3,12,8,0,2014,Round 5
6,5,Kane Lucas,MID,66,7.9,0,12,0,9,4,4,8,0,2014,Round 5
7,8,Dayne Beams,MID,131,13.8,2,25,7,8,5,15,10,0,2014,Round 5
8,8,Andrew Carrazzo,MID,92,6.8,0,22,2,8,5,9,13,0,2014,Round 5
9,8,Stephen Coniglio,MID,115,15.2,0,29,3,8,2,15,14,0,2014,Round 5
10,8,Ed Curnow,MID,80,12.3,0,21,1,8,5,6,15,0,2014,Round 5
11,8,Daniel Jackson,MID,106,8.7,0,24,3,8,7,15,9,0,2014,Round 5
12,8,Matthew Lobbe,RUC,83,7,1,8,2,8,2,4,4,25,2014,Round 5
13,8,Chris Masten,MID,128,16.2,1,30,6,8,2,14,16,0,2014,Round 5
14,8,Paul Puopolo,FWD,70,7.1,0,14,1,8,2,8,6,0,2014,Round 5
15,8,Josh Saunders,FWD,81,1.5,0,16,3,8,0,6,10,0,2014,Round 5
16,8,Matt Thomas,MID,66,4,0,11,4,8,3,2,9,0,2014,Round 5
17,18,Tom Bell,FWD,89,19,1,18,3,7,3,10,8,0,2014,Round 5
18,18,Travis Boak,MID,73,15,0,17,1,7,2,9,8,0,2014,Round 5
19,18,Trent Cotchin,MID,138,13,1,32,5,7,7,24,8,0,2014,Round 5
20,18,Richard Douglas,MID,101,14.3,2,18,4,7,3,11,7,0,2014,Round 5
21,18,Brodie Grundy,RUC,64,3.2,0,11,0,7,1,4,7,14,2014,Round 5
22,18,Heath Grundy,KEYD,56,8.6,0,10,1,7,0,5,5,0,2014,Round 5
23,18,Cameron Guthrie,MID,79,10.4,1,14,2,7,2,10,4,0,2014,Round 5
24,18,Clinton Jones,FWD,71,6.1,0,15,3,7,1,3,12,0,2014,Round 5
25,18,Tom Liberatore,MID,67,8.2,0,18,1,7,2,6,12,0,2014,Round 5
26,18,Leigh Montagna,MID,135,16.3,1,31,6,7,8,23,8,0,2014,Round 5
27,18,Jack Redden,MID,90,11.9,0,24,2,7,7,11,13,2,2014,Round 5
28,18,Dom Sheed,MID,72,3.8,0,11,5,7,1,6,5,0,2014,Round 5
29,18,Dale Thomas,FWD,80,9.6,1,16,3,7,2,11,5,0,2014,Round 5
30,31,Matthew Arnot,FWD,79,11.8,1,13,4,6,2,7,6,0,2014,Round 5
31,31,Jimmy Bartel,FWD,114,12.1,0,25,9,6,1,15,10,0,2014,Round 5
32,31,Shaun Burgoyne,DEF,74,7.5,0,16,4,6,3,7,9,0,2014,Round 5
33,31,Zac Clarke,RUC,50,3.5,0,7,1,6,1,2,5,13,2014,Round 5
34,31,Luke Dahlhaus,FWD,114,21.4,2,28,4,6,3,9,19,0,2014,Round 5
35,31,Jack Frost,KEYD,87,10.8,0,14,8,6,0,11,3,0,2014,Round 5
36,31,Ben Griffiths,KEYF,80,12.7,0,11,4,6,2,7,4,14,2014,Round 5
37,31,Jarrod Harbrow,DEF,62,8.6,0,14,1,6,3,6,8,0,2014,Round 5
38,31,Heath Hocking,MID,39,6.1,0,7,1,6,4,1,6,0,2014,Round 5
39,31,Taylor Hunt,DEF,65,2.3,0,15,2,6,0,9,6,0,2014,Round 5
40,31,Sam Lloyd,FWD,70,2.7,0,13,3,6,0,8,5,0,2014,Round 5
41,31,Chris Mayne,FWD,59,2.9,0,10,3,6,0,5,5,0,2014,Round 5
42,31,Nic Naitanui,RUC,77,14.7,0,16,0,6,4,5,11,17,2014,Round 5
43,31,Tom Nicholls,RUC,75,9.4,0,10,2,6,5,5,5,28,2014,Round 5
44,31,Matthew Priddis,MID,112,7.7,0,33,3,6,5,11,22,0,2014,Round 5
45,31,Tom Rockliff,MID,116,11.6,0,32,5,6,3,19,13,0,2014,Round 5
