,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Matthew Lobbe,RUC,90,11.1,1,9,1,9,2,4,5,28,2013,Semi Finals
1,2,Craig Bird,FWD,97,9.6,0,23,2,7,3,16,7,0,2013,Semi Finals
2,2,James Kelly,MID,113,8.1,0,28,7,7,1,11,17,0,2013,Semi Finals
3,2,Andrew Moore,MID,95,-0.9,0,18,7,7,1,11,7,1,2013,Semi Finals
4,2,Ryan O'Keefe,MID,126,11.6,1,30,7,7,0,11,19,0,2013,Semi Finals
5,6,Jimmy Bartel,DEF,104,14.5,1,21,5,6,3,12,9,0,2013,Semi Finals
6,6,Jude Bolton,FWD,70,5.2,1,12,5,6,1,6,6,0,2013,Semi Finals
7,6,Paul Chapman,FWD,113,21.8,4,20,4,6,4,13,7,0,2013,Semi Finals
8,9,Travis Boak,MID,95,11.1,0,26,5,5,4,9,17,0,2013,Semi Finals
9,9,Brad Ebert,MID,94,10.9,1,19,6,5,2,13,6,2,2013,Semi Finals
10,9,Josh P. Kennedy,MID,86,19,1,24,1,5,6,9,15,0,2013,Semi Finals
11,9,Jarrad McVeigh,DEF,168,23.6,2,42,9,5,5,24,18,0,2013,Semi Finals
12,9,Shane Mumford,RUC,84,16.7,0,19,4,5,3,4,15,16,2013,Semi Finals
13,9,Joel Selwood,MID,99,23.3,1,27,3,5,6,10,17,0,2013,Semi Finals
14,15,Dom Cassisi,MID,61,4.3,0,13,3,4,2,10,3,0,2013,Semi Finals
15,15,Kane Cornes,MID,71,3.2,0,21,3,4,2,8,13,0,2013,Semi Finals
16,15,Nick Duigan,DEF,41,4.1,0,7,3,4,0,4,3,0,2013,Semi Finals
17,15,Andrejs Everitt,DEF,77,6.1,0,16,6,4,0,11,5,0,2013,Semi Finals
18,15,Robbie Gray,FWD,71,9.7,1,18,3,4,1,11,7,0,2013,Semi Finals
19,15,Cameron Guthrie,DEF,54,8.5,0,12,3,4,1,5,7,0,2013,Semi Finals
20,15,Travis Varcoe,FWD,76,2,0,20,3,4,1,9,11,0,2013,Semi Finals
21,15,Nathan Vardy,RUC,74,10,0,10,5,4,1,5,5,17,2013,Semi Finals
22,15,Justin Westhoff,KEYF,104,22.8,3,19,5,4,1,16,3,2,2013,Semi Finals
23,24,Eddie Betts,FWD,53,14.2,2,9,1,3,2,7,2,0,2013,Semi Finals
24,24,Mark Blicavs,RUC,46,6.7,0,8,1,3,0,3,5,11,2013,Semi Finals
25,24,Allen Christensen,FWD,92,15.3,1,24,3,3,0,14,10,0,2013,Semi Finals
26,24,Harry Cunningham,DEF,81,9.1,2,15,6,3,0,8,7,0,2013,Semi Finals
27,24,Mitch Duncan,MID,85,7.9,1,19,6,3,2,10,9,0,2013,Semi Finals
28,24,Jeff Garlett,FWD,22,6.7,0,3,0,3,0,3,0,0,2013,Semi Finals
29,24,Steve Johnson,MID,100,12.7,0,25,9,3,2,14,11,0,2013,Semi Finals
30,24,Chris Judd,MID,61,6.1,0,15,3,3,4,8,7,0,2013,Semi Finals
31,24,Andrew Mackie,DEF,82,2.9,0,18,7,3,0,13,5,0,2013,Semi Finals
32,24,Nick Malceski,DEF,57,7.6,0,14,3,3,0,11,3,0,2013,Semi Finals
33,24,Brock McLean,MID,75,2.5,0,22,2,3,5,13,9,0,2013,Semi Finals
34,24,Angus Monfries,FWD,66,16.5,1,16,4,3,2,7,9,0,2013,Semi Finals
35,24,Mike Pyke,RUC,62,6.6,0,12,1,3,1,9,3,17,2013,Semi Finals
36,24,Jared Rivers,KEYD,30,5,0,6,2,3,0,3,3,0,2013,Semi Finals
37,24,Jay Schulz,KEYF,47,8.3,2,9,2,3,1,5,4,0,2013,Semi Finals
38,24,Heath Scotland,DEF,73,10,0,18,4,3,0,13,5,0,2013,Semi Finals
39,24,Mathew Stokes,MID,82,13.7,0,28,1,3,4,10,18,0,2013,Semi Finals
40,24,Andrew Walker,DEF,111,17.5,0,30,5,3,3,24,6,0,2013,Semi Finals
41,24,Chris Yarran,FWD,105,8.6,0,23,10,3,0,16,7,0,2013,Semi Finals
42,43,Tom Bell,MID,58,10,0,16,3,2,5,9,7,0,2013,Semi Finals
43,43,Shane Biggs,DEF,71,8.5,0,21,3,2,2,11,10,0,2013,Semi Finals
44,43,Joel Corey,MID,69,11.4,1,21,2,2,4,10,11,1,2013,Semi Finals
45,43,Bryce Gibbs,MID,77,11.2,1,22,1,2,3,15,7,0,2013,Semi Finals
46,43,Dan Hannebery,MID,99,13.1,0,33,5,2,7,11,22,0,2013,Semi Finals
47,43,Hamish Hartlett,MID,80,15.2,1,19,6,2,4,12,7,0,2013,Semi Finals
48,43,Tom Hawkins,KEYF,54,7.9,2,8,3,2,0,6,2,1,2013,Semi Finals
49,43,Michael Jamison,KEYD,26,8,0,8,0,2,0,5,3,0,2013,Semi Finals
