,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Bailey Smith,FWD,108,9.4,0,22,0,14,4,8,14,0,2019,Round 15
1,2,George Hewett,MID,110,11.7,0,22,3,12,5,8,14,0,2019,Round 15
2,2,Elliot Yeo,MID,91,7.6,0,16,1,12,6,8,8,0,2019,Round 15
3,4,Marcus Bontempelli,MID,106,18.6,0,27,0,10,9,20,7,0,2019,Round 15
4,4,Anthony Miles,MID,111,12.3,1,21,3,10,8,14,7,0,2019,Round 15
5,4,Jaeger O'Meara,MID,134,8.9,0,36,0,10,11,23,13,0,2019,Round 15
6,4,Darcy Tucker,FWD,103,9.6,1,19,2,10,5,12,7,0,2019,Round 15
7,8,Andrew Brayshaw,FWD,63,11.9,0,9,1,9,1,6,3,0,2019,Round 15
8,8,Dylan Clarke,MID,69,4.1,0,10,3,9,0,6,4,0,2019,Round 15
9,8,Jack Graham,MID,89,10.8,1,18,4,9,1,7,11,0,2019,Round 15
10,8,Scott Lycett,RUC,141,19.8,0,21,4,9,4,11,10,43,2019,Round 15
11,8,James Rowbottom,FWD,83,9.1,0,21,1,9,5,11,10,0,2019,Round 15
12,8,Luke Shuey,MID,142,16.9,1,39,2,9,11,27,12,0,2019,Round 15
13,8,James Worpel,MID,105,18.1,1,23,0,9,9,15,8,0,2019,Round 15
14,15,Reece Conca,MID,93,8.9,0,22,2,8,3,12,10,0,2019,Round 15
15,15,Caleb Daniel,DEF,84,1.8,0,17,2,8,0,14,3,0,2019,Round 15
16,15,Josh P. Kennedy,MID,112,11.9,1,27,5,8,2,11,16,0,2019,Round 15
17,15,Sam Lloyd,FWD,81,8.2,0,13,4,8,0,10,3,0,2019,Round 15
18,15,Darcy Parish,FWD,83,10.8,1,15,1,8,3,9,6,0,2019,Round 15
19,15,Paul Puopolo,FWD,65,10.2,0,12,0,8,2,5,7,0,2019,Round 15
20,15,Liam Shiels,MID,125,10.9,0,30,5,8,2,22,8,0,2019,Round 15
21,15,Jack Silvagni,FWD,84,8.9,1,15,3,8,4,9,6,0,2019,Round 15
22,15,Jack Steele,MID,66,5.8,0,11,3,8,4,7,4,0,2019,Round 15
23,15,Sam Walsh,MID,125,2.3,0,30,4,8,3,19,11,0,2019,Round 15
24,25,Jed Anderson,MID,104,14.8,0,26,5,7,1,12,14,0,2019,Round 15
25,25,Tom Atkins,FWD,48,2.8,0,7,1,7,2,3,4,0,2019,Round 15
26,25,Josh Dunkley,MID,121,4.9,0,29,5,7,3,20,9,1,2019,Round 15
27,25,Lachie Fogarty,MID,55,6.2,0,7,3,7,0,3,4,0,2019,Round 15
28,25,Nat Fyfe,MID,133,19.5,1,29,8,7,6,13,16,0,2019,Round 15
29,25,Sam Gray,FWD,85,4.9,0,18,3,7,2,11,7,0,2019,Round 15
30,25,Hugh Greenwood,FWD,79,12.5,1,14,3,7,4,9,5,0,2019,Round 15
31,25,Blake Hardwick,DEF,65,9.5,0,12,2,7,0,10,2,0,2019,Round 15
32,25,Tom Hickey,RUC,76,12.4,0,11,1,7,6,3,8,20,2019,Round 15
33,25,Daniel Howe,MID,61,8.8,1,8,2,7,3,8,0,0,2019,Round 15
34,25,Kyle Langford,FWD,95,12.4,1,21,3,7,3,12,9,0,2019,Round 15
35,25,Patrick Lipinski,FWD,88,16.6,2,17,1,7,4,11,6,0,2019,Round 15
36,25,Jarryd Lyons,MID,135,24.9,1,33,5,7,6,18,15,0,2019,Round 15
37,25,Lincoln McCarthy,FWD,80,8.6,1,14,5,7,1,7,7,0,2019,Round 15
38,25,Anthony McDonald-Tipungwuti,FWD,60,8.9,0,11,2,7,0,7,4,0,2019,Round 15
39,25,Aaron Naughton,KEYF,59,8.7,0,6,3,7,0,3,3,7,2019,Round 15
40,25,Reilly O'Brien,RUC,128,15.3,1,18,2,7,6,11,7,39,2019,Round 15
41,25,Ed Richards,FWD,42,2.4,0,6,1,7,0,2,4,0,2019,Round 15
42,25,Adam Treloar,MID,129,19.6,0,40,2,7,10,14,26,0,2019,Round 15
43,25,Ollie Wines,MID,58,7.3,0,12,1,7,2,6,6,0,2019,Round 15
44,45,Bailey Banfield,FWD,52,6.4,0,11,3,6,1,5,6,0,2019,Round 15
45,45,Mark Blicavs,KEYD,101,16.5,0,18,5,6,2,9,9,16,2019,Round 15
46,45,Callum L. Brown,FWD,56,4.9,0,14,0,6,1,4,10,0,2019,Round 15
47,45,Shaun Burgoyne,DEF,71,13.8,1,16,0,6,2,12,4,0,2019,Round 15
48,45,Jamie Cripps,FWD,74,13.4,3,13,1,6,2,9,4,0,2019,Round 15
49,45,Luke Dahlhaus,FWD,78,8.2,0,21,2,6,2,7,14,0,2019,Round 15
50,45,Willem Drew,MID,47,3.8,0,10,0,6,0,3,7,0,2019,Round 15
51,45,Brayden Fiorini,MID,91,3.7,0,21,4,6,2,13,8,0,2019,Round 15
52,45,Levi Greenwood,DEF,81,8.6,0,15,5,6,0,11,4,0,2019,Round 15
53,45,Jack Macrae,MID,135,25,1,36,5,6,6,18,18,0,2019,Round 15
54,45,Hugh McCluggage,MID,94,11.1,0,23,2,6,6,14,9,0,2019,Round 15
55,45,Touk Miller,MID,64,6.8,0,12,3,6,1,6,6,0,2019,Round 15
56,45,Lachlan Murphy,FWD,68,1.9,1,10,4,6,0,5,5,0,2019,Round 15
57,45,Luke Parker,MID,105,14.7,0,31,3,6,11,14,17,0,2019,Round 15
58,45,Jack Redden,MID,102,12.3,0,30,3,6,9,10,20,0,2019,Round 15
59,45,Connor Rozee,FWD,78,3.4,1,12,5,6,0,9,3,0,2019,Round 15
60,45,Rory Sloane,MID,108,14,0,30,3,6,9,13,17,0,2019,Round 15
61,45,Tarryn Thomas,FWD,72,3.9,1,16,3,6,1,3,13,0,2019,Round 15
62,63,Josh Battle,KEYD,106,4.6,0,20,11,5,0,17,3,0,2019,Round 15
63,63,Travis Boak,MID,107,18.3,0,32,1,5,10,19,13,0,2019,Round 15
64,63,Luke Breust,FWD,73,13.5,1,17,2,5,3,5,12,0,2019,Round 15
65,63,Will Brodie,MID,83,8.6,0,20,4,5,5,11,9,0,2019,Round 15
66,63,Zak Butters,FWD,76,10.7,0,21,1,5,1,9,12,0,2019,Round 15
67,63,Matt Crouch,MID,95,6.9,0,30,2,5,6,12,18,0,2019,Round 15
68,63,Brad Crouch,MID,104,2.8,0,27,4,5,4,18,9,0,2019,Round 15
69,63,Patrick Dangerfield,MID,92,4.4,0,24,4,5,1,13,11,0,2019,Round 15
70,63,Kane Farrell,FWD,36,0.4,0,4,1,5,0,3,1,0,2019,Round 15
71,63,Aaron Francis,KEYD,73,8.7,0,16,3,5,1,11,5,0,2019,Round 15
72,63,Jackson Hately,MID,69,2.2,0,13,6,5,0,8,5,0,2019,Round 15
73,63,Kyron Hayden,MID,27,2,0,4,0,5,0,1,3,0,2019,Round 15
74,63,Dyson Heppell,MID,95,8,0,22,6,5,4,11,11,0,2019,Round 15
75,63,Mark Hutchings,MID,33,7.3,0,7,0,5,1,1,6,0,2019,Round 15
76,63,Jarman Impey,DEF,87,11.9,0,20,5,5,0,15,5,0,2019,Round 15
77,63,Lewis Jetta,DEF,60,9.7,0,15,0,5,2,10,5,0,2019,Round 15
78,63,Josh Kelly,MID,120,7.8,1,28,6,5,0,18,10,0,2019,Round 15
79,63,Matthew Kreuzer,RUC,82,10.4,0,9,2,5,3,6,3,32,2019,Round 15
80,63,Zac Langdon,FWD,45,9.2,0,9,2,5,3,5,4,0,2019,Round 15
81,63,Jack Martin,FWD,55,0.3,0,11,2,5,3,9,2,0,2019,Round 15
82,63,Stefan Martin,RUC,120,18.3,0,21,4,5,3,10,11,34,2019,Round 15
83,63,Dylan Moore,FWD,32,4.4,0,8,0,5,0,1,7,0,2019,Round 15
84,63,Lachie Neale,MID,122,19.3,0,38,3,5,12,14,24,0,2019,Round 15
85,63,Clayton Oliver,MID,111,19.6,0,36,4,5,6,13,23,0,2019,Round 15
86,63,Sam Petrevski-Seton,DEF,98,20.6,1,23,5,5,2,11,12,0,2019,Round 15
87,63,Dion Prestia,MID,110,17.8,0,29,5,5,4,15,14,0,2019,Round 15
88,63,Sam Reid,KEYF,84,11.8,2,9,5,5,0,5,4,14,2019,Round 15
89,63,Willie Rioli,FWD,30,5.8,0,6,0,5,1,3,3,0,2019,Round 15
90,63,Daniel Rioli,FWD,58,6.2,1,10,2,5,0,4,6,0,2019,Round 15
91,63,Will Schofield,KEYD,41,6.2,0,6,1,5,1,6,0,0,2019,Round 15
92,63,Dylan Shiel,MID,93,16.9,1,22,3,5,4,13,9,0,2019,Round 15
93,63,Roarke Smith,MID,90,15.8,1,24,2,5,3,15,9,0,2019,Round 15
94,63,Isaac Smith,MID,85,10,1,21,1,5,2,15,6,0,2019,Round 15
95,63,Sam Switkowski,FWD,60,11.6,1,14,1,5,0,6,8,0,2019,Round 15
96,63,Adam Tomlinson,MID,80,9.4,0,17,5,5,2,13,4,4,2019,Round 15
97,63,Travis Varcoe,FWD,62,8.7,0,15,2,5,0,7,8,0,2019,Round 15
98,63,Marley Williams,DEF,70,2.4,0,19,1,5,0,9,10,0,2019,Round 15
99,63,Jack Ziebell,FWD,120,12.5,3,25,5,5,7,18,7,0,2019,Round 15
100,63,Dayne Zorko,MID,143,27.3,3,31,7,5,7,23,8,0,2019,Round 15
101,102,Blake Acres,FWD,86,8.4,1,17,7,4,4,12,5,0,2019,Round 15
102,102,Jarrod Berry,MID,55,6,0,11,3,4,1,5,6,0,2019,Round 15
103,102,Jed Bews,DEF,93,14.6,1,18,8,4,0,11,7,0,2019,Round 15
104,102,Connor Blakely,DEF,104,7.1,0,31,5,4,2,14,17,0,2019,Round 15
105,102,Nathan Broad,DEF,52,5.1,0,9,4,4,0,5,4,0,2019,Round 15
106,102,Brennan Cox,KEYF,63,10.5,1,11,4,4,2,3,8,4,2019,Round 15
107,102,Ben Cunnington,MID,106,20.4,0,37,2,4,7,13,24,0,2019,Round 15
108,102,Ed Curnow,MID,101,13.7,0,32,3,4,15,20,12,0,2019,Round 15
109,102,Josh Daicos,MID,83,4.2,0,22,4,4,3,10,12,0,2019,Round 15
110,102,Tory Dickson,FWD,47,12.6,2,7,1,4,0,2,5,0,2019,Round 15
111,102,Tim English,RUC,50,7.4,0,10,2,4,2,7,3,9,2019,Round 15
112,102,Zac Fisher,FWD,75,8.4,0,16,6,4,2,9,7,0,2019,Round 15
113,102,Michael Gibbons,FWD,79,7,1,16,5,4,3,10,6,0,2019,Round 15
114,102,Bryce Gibbs,MID,50,7.5,0,13,1,4,2,8,5,0,2019,Round 15
115,102,Toby Greene,FWD,82,5.7,1,19,4,4,3,8,11,0,2019,Round 15
116,102,Cameron Guthrie,MID,88,13.5,2,22,3,4,6,10,12,0,2019,Round 15
117,102,Ricky Henderson,MID,67,8.1,1,15,3,4,1,9,6,0,2019,Round 15
118,102,Jacob Hopper,MID,77,14.7,0,28,1,4,11,10,18,0,2019,Round 15
119,102,Shannon Hurn,DEF,80,11.5,0,19,4,4,0,16,3,0,2019,Round 15
120,102,Jason Johannisen,DEF,87,5.5,0,25,1,4,0,21,4,0,2019,Round 15
121,102,Zak Jones,MID,97,7.4,1,25,7,4,1,10,15,0,2019,Round 15
122,102,Rory Laird,DEF,78,9.7,0,23,3,4,0,7,16,0,2019,Round 15
123,102,Kane Lambert,FWD,77,8,0,23,4,4,1,8,15,0,2019,Round 15
124,102,Darcy MacPherson,FWD,105,10.9,2,21,6,4,1,16,5,0,2019,Round 15
125,102,Ben McEvoy,RUC,68,7.6,0,6,3,4,0,3,3,34,2019,Round 15
126,102,Shane Mumford,RUC,62,10.4,0,9,2,4,2,2,7,35,2019,Round 15
127,102,David Mundy,MID,73,3,0,22,3,4,2,10,12,0,2019,Round 15
128,102,Nic Naitanui,RUC,76,11.8,0,6,0,4,3,5,1,42,2019,Round 15
129,102,Conor Nash,KEYF,43,8.1,1,7,0,4,0,4,3,0,2019,Round 15
130,102,Jackson Nelson,DEF,75,10,0,21,2,4,3,10,11,0,2019,Round 15
131,102,Nic Newman,DEF,104,14.4,0,25,7,4,0,16,9,0,2019,Round 15
132,102,Colin O'Riordan,DEF,45,10.5,0,11,1,4,0,6,5,0,2019,Round 15
133,102,Brandan Parfitt,FWD,63,3.3,0,18,1,4,2,10,8,0,2019,Round 15
134,102,Harry Perryman,MID,65,3.4,0,13,4,4,2,9,4,0,2019,Round 15
135,102,Wil Powell,MID,25,3.6,0,4,1,4,0,1,3,0,2019,Round 15
136,102,Mason Redman,DEF,59,15.6,0,17,0,4,4,8,9,0,2019,Round 15
137,102,Ben Ronke,FWD,65,13.2,2,11,2,4,0,8,3,0,2019,Round 15
138,102,Alex Sexton,FWD,52,5.3,1,10,1,4,2,7,3,0,2019,Round 15
139,102,Steele Sidebottom,MID,91,2.9,0,23,6,4,1,10,13,0,2019,Round 15
140,102,Jy Simpkin,FWD,78,24.2,0,30,0,4,11,16,14,0,2019,Round 15
141,102,Sydney Stack,DEF,94,21.2,4,15,5,4,0,8,7,0,2019,Round 15
142,102,Tim Taranto,MID,86,11.1,0,19,6,4,3,14,5,0,2019,Round 15
143,102,Jackson Trengove,KEYD,37,1.6,0,9,2,4,0,8,1,1,2019,Round 15
144,102,David Zaharakis,MID,86,7.6,1,19,6,4,2,11,8,0,2019,Round 15
145,146,Aliir Aliir,KEYD,69,11.6,1,16,3,3,4,8,8,8,2019,Round 15
146,146,Noah Answerth,DEF,64,10.4,1,13,3,3,1,10,3,0,2019,Round 15
147,146,Oskar Baker,MID,52,8.6,0,15,6,3,1,6,9,0,2019,Round 15
148,146,Nick Blakey,KEYF,65,10.7,2,13,2,3,0,10,3,0,2019,Round 15
149,146,Angus Brayshaw,MID,87,3.2,0,22,7,3,2,10,12,0,2019,Round 15
150,146,Luke Brown,DEF,58,2.8,0,15,1,3,0,10,5,0,2019,Round 15
151,146,Mitch Brown,KEYF,39,3.3,1,8,2,3,0,4,4,0,2019,Round 15
152,146,Jeremy Cameron,KEYF,81,5.9,3,13,6,3,0,11,2,0,2019,Round 15
153,146,Levi Casboult,KEYF,87,10.8,1,13,6,3,2,8,5,14,2019,Round 15
154,146,Jordan Clark,MID,96,10,1,23,6,3,1,12,11,0,2019,Round 15
155,146,Trent Cotchin,MID,58,4.9,0,19,2,3,3,10,9,0,2019,Round 15
156,146,Jack Crisp,DEF,108,9.2,0,28,6,3,2,19,9,0,2019,Round 15
157,146,Brent Daniels,FWD,69,6.4,1,14,5,3,2,11,3,0,2019,Round 15
158,146,Sean Darcy,RUC,64,4.4,0,7,1,3,1,1,6,37,2019,Round 15
159,146,Jack Darling,KEYF,105,21.2,5,17,6,3,0,11,6,0,2019,Round 15
160,146,Jordan Dawson,DEF,96,17,0,28,3,3,1,21,7,0,2019,Round 15
161,146,Paddy Dow,FWD,43,10.4,1,7,3,3,1,4,3,0,2019,Round 15
162,146,Trent Dumont,MID,76,5,0,26,3,3,4,12,14,0,2019,Round 15
163,146,Mitch Duncan,MID,99,12.6,1,28,7,3,2,10,18,0,2019,Round 15
164,146,Luke Dunstan,MID,73,7.9,0,18,5,3,5,11,7,0,2019,Round 15
165,146,Xavier Duursma,MID,53,5.6,0,11,3,3,3,8,3,0,2019,Round 15
166,146,Brandon Ellis,MID,47,8.7,1,11,2,3,0,4,7,0,2019,Round 15
167,146,Orazio Fantasia,FWD,41,4.2,1,8,3,3,0,3,5,0,2019,Round 15
168,146,Dylan Grimes,KEYD,56,8.2,0,13,5,3,0,6,7,0,2019,Round 15
169,146,Will Hayward,FWD,77,7.3,1,18,4,3,2,10,8,0,2019,Round 15
170,146,Jack Henry,DEF,57,5.9,0,11,6,3,0,11,0,0,2019,Round 15
171,146,Bradley Hill,MID,69,9.8,0,22,1,3,3,13,9,0,2019,Round 15
172,146,Elliott Himmelberg,KEYF,52,12.5,2,9,3,3,0,5,4,2,2019,Round 15
173,146,Jack Hombsch,KEYD,26,-0.6,0,5,2,3,0,4,1,0,2019,Round 15
174,146,Dan Houston,DEF,52,8,0,15,0,3,4,10,5,0,2019,Round 15
175,146,Ethan Hughes,DEF,84,14.4,0,25,4,3,1,13,12,0,2019,Round 15
176,146,Tom Jonas,KEYD,64,11.2,0,18,1,3,0,15,3,0,2019,Round 15
177,146,Liam Jones,KEYD,60,8,0,11,6,3,0,9,2,0,2019,Round 15
178,146,Jesse Joyce,DEF,85,10.8,0,23,5,3,2,11,12,0,2019,Round 15
179,146,Ben King,KEYF,40,-0.3,0,7,2,3,0,4,3,0,2019,Round 15
180,146,Peter Ladhams,RUC,64,11.7,1,12,2,3,0,4,8,15,2019,Round 15
181,146,Ed Langdon,MID,99,4.7,0,26,4,3,5,22,4,0,2019,Round 15
182,146,Griffin Logue,KEYD,42,10,0,11,2,3,0,5,6,0,2019,Round 15
183,146,Ben Long,FWD,81,11.1,1,14,8,3,0,9,5,0,2019,Round 15
184,146,Rowan Marshall,RUC,121,25.6,1,19,9,3,4,10,9,33,2019,Round 15
185,146,Dustin Martin,FWD,128,18.8,0,36,7,3,6,25,11,0,2019,Round 15
186,146,Andrew McGrath,MID,49,7.3,0,13,2,3,1,5,8,0,2019,Round 15
187,146,Kamdyn McIntosh,MID,50,6.3,0,14,2,3,0,6,8,0,2019,Round 15
188,146,Brody Mihocek,KEYF,70,7,1,14,3,3,1,11,3,0,2019,Round 15
189,146,Callum Mills,DEF,87,14,0,20,8,3,0,10,10,0,2019,Round 15
190,146,Steven Motlop,FWD,66,5.3,0,19,2,3,0,12,7,0,2019,Round 15
191,146,Marc Murphy,MID,114,13.6,1,34,2,3,7,21,13,0,2019,Round 15
192,146,Alex Neal-Bullen,FWD,69,7.7,0,17,4,3,0,8,9,0,2019,Round 15
193,146,Tim O'Brien,KEYD,46,5.7,0,9,2,3,0,7,2,0,2019,Round 15
194,146,Ben Paton,DEF,61,8.9,0,13,4,3,1,9,4,0,2019,Round 15
195,146,Jared Polec,MID,98,11.6,1,27,4,3,2,16,11,0,2019,Round 15
196,146,Sebastian Ross,MID,107,7,0,27,7,3,4,19,8,0,2019,Round 15
197,146,Liam Ryan,FWD,69,12.3,2,14,3,3,2,11,3,0,2019,Round 15
198,146,Adam Saad,DEF,80,11.1,0,20,4,3,0,14,6,0,2019,Round 15
199,146,Will Setterfield,MID,80,6.7,0,19,6,3,1,12,7,0,2019,Round 15
200,146,Dom Sheed,MID,94,11.6,0,27,5,3,7,16,11,0,2019,Round 15
201,146,Brad Sheppard,DEF,68,11,0,15,4,3,2,14,1,0,2019,Round 15
202,146,Matthew Suckling,DEF,63,7.2,1,11,5,3,0,7,4,0,2019,Round 15
203,146,Harry Taylor,KEYD,68,13.9,0,16,5,3,0,9,7,0,2019,Round 15
204,146,Kayne Turner,FWD,61,13.5,2,16,1,3,1,4,12,0,2019,Round 15
205,146,Jack Viney,MID,88,11.4,1,28,2,3,3,10,18,0,2019,Round 15
206,146,Nick Vlastuin,DEF,104,10.8,0,26,11,3,2,12,14,0,2019,Round 15
207,146,Lachie Weller,DEF,78,11.3,0,22,3,3,5,10,12,0,2019,Round 15
208,146,Bailey Williams,DEF,69,2.6,0,17,4,3,1,13,4,0,2019,Round 15
209,210,Oscar Allen,KEYF,33,2.4,0,9,4,2,0,6,3,0,2019,Round 15
210,210,David Astbury,KEYD,88,10.4,0,20,9,2,0,12,8,0,2019,Round 15
211,210,Charlie Ballard,KEYD,75,7.6,0,12,11,2,0,12,0,0,2019,Round 15
212,210,Josh Begley,FWD,36,3.5,0,6,3,2,0,4,2,0,2019,Round 15
213,210,Tom Bellchambers,RUC,77,7,0,11,4,2,5,8,3,27,2019,Round 15
214,210,Eddie Betts,FWD,36,3.7,0,9,1,2,0,5,4,0,2019,Round 15
