,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Brayden Fiorini,MID,119,14.5,1,23,4,11,3,15,8,0,2021,Round 21
1,2,Willem Drew,MID,110,16,0,23,3,10,7,11,12,0,2021,Round 21
2,2,Will Snelling,FWD,76,6.5,0,12,2,10,2,4,8,0,2021,Round 21
3,2,Dayne Zorko,MID,135,24.3,1,34,0,10,7,24,10,0,2021,Round 21
4,5,Kieren Briggs,RUC,79,12.9,0,9,1,9,5,6,3,20,2021,Round 21
5,5,Dan Butler,FWD,74,10.3,0,14,1,9,0,10,4,0,2021,Round 21
6,5,Tom Doedee,KEYD,95,12.2,0,18,4,9,0,11,7,0,2021,Round 21
7,5,Cameron Guthrie,MID,102,8.6,0,24,2,9,6,10,14,0,2021,Round 21
8,5,Tim Taranto,FWD,132,13.9,2,34,3,9,5,12,22,0,2021,Round 21
9,10,Lachie Ash,DEF,73,9.1,0,16,2,8,0,9,7,0,2021,Round 21
10,10,Travis Boak,MID,96,14.4,0,27,2,8,4,9,18,0,2021,Round 21
11,10,Jack Graham,FWD,146,15.2,0,36,8,8,1,23,13,0,2021,Round 21
12,10,Zak Jones,MID,96,12.1,0,22,3,8,3,12,10,0,2021,Round 21
13,10,Rory Laird,MID,105,16.1,0,31,3,8,6,9,22,0,2021,Round 21
14,10,Alex Neal-Bullen,FWD,114,14.5,2,20,3,8,4,16,4,0,2021,Round 21
15,10,Sam Walsh,MID,108,10.1,0,23,5,8,5,16,7,0,2021,Round 21
16,17,Karl Amon,MID,76,6.5,0,14,4,7,0,11,3,0,2021,Round 21
17,17,Dan Houston,DEF,105,11.9,0,24,4,7,0,17,7,0,2021,Round 21
18,17,Jarryd Lyons,MID,111,13,0,29,3,7,8,16,13,0,2021,Round 21
19,17,Wil Powell,DEF,138,20.9,1,28,8,7,2,21,7,0,2021,Round 21
20,17,Zach Sproule,KEYF,76,13.8,1,11,4,7,1,7,4,3,2021,Round 21
21,17,Jack Steele,MID,139,17.1,1,34,6,7,7,15,19,0,2021,Round 21
22,17,Elliot Yeo,MID,103,13.1,0,31,1,7,14,18,13,0,2021,Round 21
23,24,Mark Blicavs,KEYD,78,8.4,1,11,2,6,2,6,5,10,2021,Round 21
24,24,Nakia Cockatoo,FWD,51,12,2,8,0,6,0,5,3,0,2021,Round 21
25,24,Martin Gleeson,DEF,63,5,0,12,3,6,1,5,7,0,2021,Round 21
26,24,Brodie Grundy,RUC,114,18.6,1,16,6,6,4,9,7,31,2021,Round 21
27,24,Mark Hutchings,FWD,75,6.3,0,16,3,6,2,9,7,0,2021,Round 21
28,24,Nathan Kreuger,KEYD,51,5.7,0,8,3,6,0,6,2,0,2021,Round 21
29,24,Hugh McCluggage,MID,109,10.6,0,29,3,6,2,19,10,0,2021,Round 21
