,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,James Harmes,MID,104,6.8,0,19,5,11,4,10,9,0,2018,Semi Finals
1,1,Scott Pendlebury,MID,106,12.1,0,25,1,11,4,12,13,0,2018,Semi Finals
2,3,Taylor Adams,MID,110,7.2,0,24,3,10,5,15,9,0,2018,Semi Finals
3,3,Tom Mitchell,MID,115,15.3,0,24,5,10,8,17,7,0,2018,Semi Finals
4,5,Clayton Oliver,MID,88,7.9,0,22,1,8,7,8,14,0,2018,Semi Finals
5,6,Jacob Hopper,MID,77,3.5,0,16,2,7,5,11,5,0,2018,Semi Finals
6,6,Callan Ward,MID,84,11.2,0,18,3,7,3,10,8,0,2018,Semi Finals
7,8,Stephen Coniglio,MID,135,13.1,2,30,7,6,4,19,11,0,2018,Semi Finals
8,8,Alex Neal-Bullen,FWD,56,9.1,1,8,1,6,1,5,3,0,2018,Semi Finals
9,8,Jarryd Roughead,KEYF,85,13.2,2,15,2,6,2,10,5,1,2018,Semi Finals
10,8,Liam Shiels,MID,89,6.1,0,23,4,6,4,12,11,0,2018,Semi Finals
11,8,Matt de Boer,FWD,49,8.5,1,6,1,6,0,3,3,0,2018,Semi Finals
12,13,Mason Cox,KEYF,63,12.8,0,11,3,5,1,7,4,6,2018,Semi Finals
13,13,Brodie Grundy,RUC,111,11.9,0,18,2,5,2,10,8,38,2018,Semi Finals
14,13,Mitch Hannan,FWD,51,12.5,1,6,3,5,0,3,3,0,2018,Semi Finals
15,13,Adam Kennedy,DEF,69,8.6,0,12,5,5,1,10,2,0,2018,Semi Finals
16,13,Dylan Shiel,MID,88,12.4,0,22,2,5,4,18,4,0,2018,Semi Finals
17,13,Adam Treloar,MID,104,8.1,0,29,4,5,4,11,18,0,2018,Semi Finals
18,13,Jack Viney,MID,81,15.6,0,27,1,5,8,10,17,0,2018,Semi Finals
19,13,James Worpel,FWD,56,2.7,1,9,3,5,2,6,3,0,2018,Semi Finals
20,21,Luke Breust,FWD,61,10.9,0,13,3,4,3,8,5,0,2018,Semi Finals
21,21,Brett Deledio,MID,68,9,0,18,3,4,1,6,12,0,2018,Semi Finals
22,21,Daniel Howe,MID,61,2.5,0,15,6,4,0,9,6,0,2018,Semi Finals
23,21,Jarman Impey,DEF,68,4.5,0,15,3,4,0,11,4,0,2018,Semi Finals
24,21,Rory Lobb,RUC,94,15.3,1,12,4,4,2,11,1,28,2018,Semi Finals
25,21,Chris Mayne,MID,85,4.5,0,19,7,4,2,9,10,0,2018,Semi Finals
26,21,Paul Puopolo,FWD,61,12.6,1,12,3,4,0,7,5,0,2018,Semi Finals
27,21,Tim Taranto,MID,78,7.7,0,17,5,4,3,13,4,0,2018,Semi Finals
28,21,Sam Weideman,KEYF,74,5.7,2,11,5,4,1,5,6,4,2018,Semi Finals
29,30,James Aish,MID,81,5,0,19,7,3,0,12,7,0,2018,Semi Finals
30,30,Angus Brayshaw,MID,61,14.2,2,12,3,3,3,8,4,0,2018,Semi Finals
31,30,Jeremy Cameron,KEYF,86,9.2,1,15,9,3,0,11,4,0,2018,Semi Finals
32,30,Phil Davis,KEYD,59,16.8,0,15,4,3,0,8,7,0,2018,Semi Finals
33,30,Bayley Fritsch,FWD,59,5.1,0,16,4,3,1,8,8,0,2018,Semi Finals
34,30,Sam Frost,KEYD,61,8.7,0,12,5,3,0,8,4,0,2018,Semi Finals
35,30,Ryan Griffen,FWD,42,8,1,8,2,3,0,5,3,0,2018,Semi Finals
36,30,Jack Gunston,KEYF,100,12.9,3,16,7,3,0,13,3,0,2018,Semi Finals
37,30,Will Hoskin-Elliott,FWD,105,12.6,2,19,10,3,0,12,7,0,2018,Semi Finals
38,30,Neville Jetta,DEF,55,5.8,0,17,3,3,0,8,9,0,2018,Semi Finals
39,30,Zac Langdon,FWD,52,7.5,1,9,3,3,3,6,3,0,2018,Semi Finals
40,30,Ben McEvoy,RUC,96,10.1,0,17,7,3,4,3,14,25,2018,Semi Finals
41,30,Harry Morrison,FWD,61,4,0,13,5,3,3,8,5,0,2018,Semi Finals
42,30,Conor Nash,KEYF,25,-0.8,0,4,2,3,0,2,2,0,2018,Semi Finals
43,30,Steele Sidebottom,MID,111,14.3,0,31,6,3,5,20,11,0,2018,Semi Finals
44,30,Isaac Smith,MID,100,11.9,1,22,8,3,0,14,8,0,2018,Semi Finals
45,30,Charlie Spargo,FWD,66,14.4,2,12,3,3,2,7,5,0,2018,Semi Finals
46,30,Jaidyn Stephenson,FWD,49,1,0,10,2,3,1,7,3,0,2018,Semi Finals
47,30,Josh Thomas,FWD,78,16.4,2,15,4,3,1,9,6,0,2018,Semi Finals
48,30,Travis Varcoe,FWD,40,9.1,1,9,1,3,0,4,5,0,2018,Semi Finals
49,30,Lachie Whitfield,DEF,122,13.8,0,31,8,3,3,23,8,0,2018,Semi Finals
50,30,Zac Williams,DEF,66,3.3,0,19,2,3,0,13,6,0,2018,Semi Finals
51,52,Matt Buntine,DEF,28,2.2,0,5,3,2,0,4,1,0,2018,Semi Finals
52,52,Shaun Burgoyne,MID,48,4.7,0,13,3,2,1,7,6,0,2018,Semi Finals
53,52,Tyson Goldsack,KEYD,29,7.4,0,7,2,2,0,4,3,0,2018,Semi Finals
54,52,Toby Greene,FWD,34,1.7,0,9,1,2,0,7,2,0,2018,Semi Finals
55,52,Levi Greenwood,DEF,62,11.5,0,18,3,2,0,12,6,0,2018,Semi Finals
56,52,Michael Hibberd,DEF,83,6.3,0,20,7,2,0,14,6,0,2018,Semi Finals
57,52,Nathan Jones,MID,72,2.3,0,19,6,2,0,10,9,0,2018,Semi Finals
58,52,Lachlan Keeffe,KEYD,34,7.8,0,8,3,2,0,5,3,0,2018,Semi Finals
59,52,Tom Langdon,DEF,89,6.7,0,21,10,2,0,9,12,0,2018,Semi Finals
60,52,Brody Mihocek,KEYF,44,6,1,9,3,2,1,7,2,0,2018,Semi Finals
61,52,David Mirra,DEF,87,4.7,0,19,10,2,0,14,5,0,2018,Semi Finals
62,52,Tom Phillips,MID,107,7.2,0,29,5,2,1,23,6,0,2018,Semi Finals
63,52,Sam J. Reid,FWD,43,4.9,0,10,4,2,1,6,4,0,2018,Semi Finals
64,52,James Sicily,DEF,65,10.6,0,17,4,2,1,11,6,0,2018,Semi Finals
65,52,Dom Tyson,MID,41,5.5,0,11,2,2,3,7,4,0,2018,Semi Finals
66,67,Ryan Burton,DEF,56,6.8,0,17,3,1,0,11,6,0,2018,Semi Finals
67,67,Taylor Duryea,DEF,39,3,0,12,2,1,0,7,5,0,2018,Semi Finals
68,67,Max Gawn,RUC,104,20.9,1,15,5,1,1,8,7,41,2018,Semi Finals
69,67,Nick Haynes,DEF,41,3.4,0,11,3,1,0,9,2,0,2018,Semi Finals
70,67,Ricky Henderson,MID,86,7.9,0,21,9,1,0,16,5,0,2018,Semi Finals
71,67,Harry Himmelberg,KEYF,45,4.8,1,10,4,1,1,5,5,0,2018,Semi Finals
72,67,Jeremy Howe,DEF,77,17.6,0,23,4,1,0,14,9,0,2018,Semi Finals
73,67,Jordan Lewis,DEF,46,2.6,0,16,3,1,3,7,9,0,2018,Semi Finals
74,67,Brayden Maynard,DEF,58,8.2,0,16,5,1,1,10,6,0,2018,Semi Finals
75,67,Oscar McDonald,KEYD,58,5.2,0,14,5,1,0,11,3,0,2018,Semi Finals
76,67,Tom McDonald,KEYF,98,15.4,4,14,10,1,0,10,4,2,2018,Semi Finals
77,67,Christian Salem,DEF,56,7.9,0,16,4,1,1,12,4,0,2018,Semi Finals
78,67,Aaron vandenBerg,FWD,47,2.3,0,15,3,1,0,8,7,0,2018,Semi Finals
79,80,Jack Crisp,DEF,47,12,0,14,4,0,3,7,7,0,2018,Semi Finals
80,80,Jordan De Goey,FWD,81,6.1,3,14,8,0,0,11,3,0,2018,Semi Finals
81,80,James Frawley,KEYD,59,7.5,0,16,6,0,0,9,7,0,2018,Semi Finals
82,80,Blake Hardwick,DEF,48,10.4,0,11,6,0,0,8,3,0,2018,Semi Finals
83,80,Jake Melksham,FWD,45,8.4,2,11,3,0,0,10,1,0,2018,Semi Finals
84,80,Christian Petracca,FWD,77,17.1,1,22,4,0,1,13,9,0,2018,Semi Finals
85,80,Ryan Schoenmakers,KEYF,36,6,2,6,3,0,0,5,1,0,2018,Semi Finals
86,80,Brayden Sier,MID,48,9.4,0,19,1,0,2,7,12,0,2018,Semi Finals
87,80,Adam Tomlinson,MID,26,9.6,1,9,1,0,2,4,5,1,2018,Semi Finals
