,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Luke Parker,MID,113,14.4,0,23,2,14,4,8,15,0,2022,Grand Final
1,2,Mark Blicavs,RUC,111,20.5,1,23,1,8,4,9,14,15,2022,Grand Final
2,3,Tom Atkins,DEF,75,16.9,0,16,1,7,4,10,6,0,2022,Grand Final
3,4,Isaac Heeney,FWD,64,11.9,1,11,2,6,2,4,7,0,2022,Grand Final
4,4,James Rowbottom,MID,67,13.6,0,16,3,6,8,9,7,0,2022,Grand Final
5,4,Chad Warner,MID,113,29.9,2,29,2,6,10,15,14,0,2022,Grand Final
6,7,Cameron Guthrie,MID,76,11,1,16,1,5,3,15,1,0,2022,Grand Final
7,8,Patrick Dangerfield,MID,94,22,0,27,3,4,9,14,13,0,2022,Grand Final
8,8,Joel Selwood,MID,113,10.2,1,26,8,4,0,14,12,0,2022,Grand Final
9,10,Jeremy Cameron,KEYF,95,7.9,2,18,8,3,0,12,6,0,2022,Grand Final
10,10,Ryan Clarke,FWD,53,7.3,0,14,2,3,0,5,9,0,2022,Grand Final
11,10,Mitch Duncan,DEF,126,14.7,1,27,13,3,0,16,11,0,2022,Grand Final
12,10,Errol Gulden,FWD,55,5.8,0,14,3,3,1,11,3,0,2022,Grand Final
13,10,Hayden McLean,KEYF,35,8.4,1,4,1,3,1,2,2,3,2022,Grand Final
14,10,Callum Mills,MID,68,6.6,1,13,5,3,1,8,5,0,2022,Grand Final
15,10,Rhys Stanley,RUC,90,12.6,0,16,5,3,2,7,9,27,2022,Grand Final
16,10,Tyson Stengle,FWD,88,17.6,4,15,6,3,1,12,3,0,2022,Grand Final
17,18,Jed Bews,DEF,32,3.7,0,6,3,2,0,5,1,0,2022,Grand Final
18,18,Nick Blakey,DEF,58,0.2,0,15,3,2,0,10,5,0,2022,Grand Final
19,18,Braeden Campbell,DEF,22,2.4,0,4,1,2,0,3,1,0,2022,Grand Final
20,18,Brad Close,FWD,75,20,2,18,5,2,0,6,12,0,2022,Grand Final
21,18,Robbie Fox,DEF,86,14.3,0,26,4,2,0,12,14,0,2022,Grand Final
22,18,Tom Hickey,RUC,69,10.2,0,13,3,2,2,5,8,21,2022,Grand Final
23,18,Tom McCartin,KEYD,37,6.6,0,9,4,2,2,5,4,0,2022,Grand Final
24,18,Justin McInerney,MID,32,4.8,0,7,2,2,0,4,3,0,2022,Grand Final
25,18,Mark O'Connor,DEF,60,9.4,0,13,6,2,0,10,3,0,2022,Grand Final
26,18,Tom Papley,FWD,72,10.8,1,20,2,2,4,13,7,0,2022,Grand Final
27,18,Isaac Smith,FWD,147,25.2,3,32,12,2,5,23,9,0,2022,Grand Final
28,29,Oliver Florent,DEF,38,-0.2,0,13,2,1,0,7,6,0,2022,Grand Final
29,29,Lance Franklin,KEYF,22,-3.5,0,5,2,1,0,4,1,0,2022,Grand Final
30,29,Zach Guthrie,DEF,49,5.4,0,15,4,1,0,8,7,0,2022,Grand Final
31,29,Tom Hawkins,KEYF,88,6.7,3,14,6,1,2,12,2,2,2022,Grand Final
32,29,Will Hayward,FWD,45,8.9,1,11,3,1,0,7,4,0,2022,Grand Final
33,29,Jack Henry,KEYD,48,4.8,0,10,5,1,0,9,1,0,2022,Grand Final
34,29,Jake Kolodjashnij,KEYD,85,2.6,0,17,11,1,0,13,4,0,2022,Grand Final
35,29,Jake Lloyd,DEF,61,6.4,0,18,4,1,0,11,7,0,2022,Grand Final
36,29,Paddy McCartin,KEYD,33,6.9,1,7,1,1,0,4,3,0,2022,Grand Final
37,29,Gryan Miers,FWD,69,8.1,0,18,6,1,0,9,9,0,2022,Grand Final
38,29,Brandan Parfitt,MID,31,6.5,1,8,0,1,1,5,3,0,2022,Grand Final
39,29,Dane Rampe,KEYD,65,0.8,0,16,6,1,0,11,5,0,2022,Grand Final
40,29,Gary Rohan,FWD,19,-0.5,0,7,2,1,0,3,4,0,2022,Grand Final
41,29,Dylan Stephens,MID,43,2.3,0,12,4,1,2,8,4,0,2022,Grand Final
42,29,Tom Stewart,DEF,62,11.1,0,16,5,1,1,14,2,0,2022,Grand Final
43,44,Sam De Koning,KEYD,67,8.6,1,16,7,0,0,10,6,0,2022,Grand Final
44,44,Sam Reid,KEYF,11,2.8,0,4,1,0,0,0,4,0,2022,Grand Final
45,44,Zach Tuohy,DEF,77,14.5,0,21,6,0,1,17,4,0,2022,Grand Final
