,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Mark Blicavs,MID,109,11.9,1,19,1,14,3,6,13,0,2017,Semi Finals
1,2,Scott Selwood,MID,109,10,0,26,7,10,7,7,19,0,2017,Semi Finals
2,2,Zac Williams,DEF,70,11.2,0,14,1,10,4,5,9,0,2017,Semi Finals
3,4,Luke Shuey,MID,120,15.3,1,29,3,9,6,14,15,0,2017,Semi Finals
4,4,Dean Towers,FWD,75,4.4,0,12,3,9,3,5,7,1,2017,Semi Finals
5,6,Josh Kelly,MID,119,10.6,0,33,3,8,4,12,21,0,2017,Semi Finals
6,6,Sam Menegola,FWD,132,17.8,2,26,7,8,2,16,10,0,2017,Semi Finals
7,8,Stephen Coniglio,MID,121,18.4,1,35,3,7,8,14,21,0,2017,Semi Finals
8,8,Matthew Priddis,MID,102,13.2,0,30,3,7,12,11,19,0,2017,Semi Finals
9,8,Dylan Shiel,MID,98,13.2,1,25,1,7,6,11,14,0,2017,Semi Finals
10,8,Matt de Boer,FWD,65,8.8,1,13,2,7,1,5,8,0,2017,Semi Finals
11,12,George Hewett,FWD,74,5.1,0,16,3,6,0,8,8,0,2017,Semi Finals
12,12,Jacob Hopper,MID,80,16.5,0,19,4,6,5,11,8,0,2017,Semi Finals
13,12,Kieren Jack,FWD,101,16,1,23,3,6,6,14,9,0,2017,Semi Finals
14,12,Darcy Lang,FWD,120,8.8,0,24,10,6,1,16,8,0,2017,Semi Finals
15,12,Steven Motlop,FWD,101,12.9,1,23,3,6,1,15,8,0,2017,Semi Finals
16,17,Jack Darling,KEYF,60,9.5,1,12,3,5,1,5,7,0,2017,Semi Finals
17,17,Dan Hannebery,MID,77,6.4,0,27,1,5,3,7,20,0,2017,Semi Finals
18,17,Isaac Heeney,MID,84,15.6,0,20,4,5,5,12,8,0,2017,Semi Finals
19,17,Sam Naismith,RUC,73,7.8,0,8,1,5,3,3,5,31,2017,Semi Finals
20,17,Luke Parker,MID,57,4.4,0,13,1,5,4,5,8,0,2017,Semi Finals
21,17,James Parsons,FWD,20,3.9,0,5,0,5,0,2,3,0,2017,Semi Finals
22,17,Nathan Vardy,RUC,74,8,1,5,2,5,2,2,3,33,2017,Semi Finals
23,17,Callan Ward,MID,126,18.6,1,28,9,5,6,19,9,0,2017,Semi Finals
24,17,Lachie Whitfield,MID,128,13.1,0,28,11,5,2,17,11,0,2017,Semi Finals
25,26,Jamie Cripps,FWD,41,2.9,0,10,0,4,1,5,5,0,2017,Semi Finals
26,26,Patrick Dangerfield,MID,140,14.3,4,26,8,4,2,18,8,0,2017,Semi Finals
27,26,Josh P. Kennedy,MID,67,15.7,0,20,2,4,3,7,13,0,2017,Semi Finals
28,26,Mark LeCras,FWD,99,10.6,2,16,9,4,0,11,5,0,2017,Semi Finals
29,26,Jake Lloyd,DEF,74,9.5,0,20,2,4,0,12,8,0,2017,Semi Finals
30,26,Rory Lobb,KEYF,90,9.1,0,11,3,4,2,3,8,39,2017,Semi Finals
31,26,Gary Rohan,FWD,33,5.4,0,7,0,4,1,6,1,0,2017,Semi Finals
32,26,Tom Scully,MID,88,11.7,1,20,6,4,2,10,10,0,2017,Semi Finals
33,26,Rhys Stanley,RUC,84,4.6,1,13,7,4,0,7,6,6,2017,Semi Finals
34,35,Harry Cunningham,FWD,42,5.4,0,10,1,3,0,6,4,0,2017,Semi Finals
35,35,Phil Davis,KEYD,41,12.3,0,10,2,3,0,5,5,0,2017,Semi Finals
36,35,Mitch Duncan,MID,160,18.5,2,36,14,3,4,24,12,0,2017,Semi Finals
37,35,Lance Franklin,KEYF,60,5.8,0,14,4,3,1,10,4,0,2017,Semi Finals
38,35,Heath Grundy,KEYD,40,0.7,0,11,1,3,0,6,5,0,2017,Semi Finals
39,35,Zach Guthrie,DEF,65,7.1,0,13,6,3,0,8,5,0,2017,Semi Finals
40,35,Harry Himmelberg,KEYF,46,9.3,1,9,3,3,0,4,5,1,2017,Semi Finals
41,35,Shannon Hurn,DEF,105,12.8,0,23,10,3,3,17,6,0,2017,Semi Finals
42,35,Lewis Jetta,FWD,38,5.4,0,7,3,3,0,3,4,0,2017,Semi Finals
43,35,Zak Jones,MID,65,4.8,0,17,4,3,2,8,9,0,2017,Semi Finals
44,35,Jake Kolodjashnij,DEF,79,9.2,0,18,7,3,2,10,8,0,2017,Semi Finals
45,35,Sam Mitchell,MID,110,14.2,2,28,5,3,2,17,11,0,2017,Semi Finals
46,35,Jonathon Patton,KEYF,119,3.8,2,23,10,3,0,15,8,7,2017,Semi Finals
47,35,Harry Taylor,KEYF,101,8.7,0,24,9,3,0,14,10,0,2017,Semi Finals
48,49,Liam Duggan,DEF,35,3.2,0,9,2,2,0,3,6,0,2017,Semi Finals
49,49,Andrew Gaff,MID,99,3,0,25,7,2,0,20,5,0,2017,Semi Finals
50,49,Toby Greene,FWD,97,15.7,3,17,8,2,1,13,4,0,2017,Semi Finals
51,49,Tom Hawkins,KEYF,57,6.7,1,13,3,2,1,7,6,0,2017,Semi Finals
52,49,Nick Haynes,DEF,74,14.8,0,19,5,2,2,11,8,0,2017,Semi Finals
53,49,Mark Hutchings,FWD,46,4.8,0,13,2,2,1,8,5,0,2017,Semi Finals
54,49,Steve Johnson,FWD,90,27,6,13,4,2,2,10,3,0,2017,Semi Finals
55,49,Callum Mills,DEF,61,11,1,17,2,2,0,10,7,0,2017,Semi Finals
56,49,Nic Newman,MID,59,8,0,17,2,2,2,11,6,0,2017,Semi Finals
57,49,Tom Papley,FWD,43,3.4,1,10,2,2,2,8,2,0,2017,Semi Finals
58,49,Jack Redden,MID,99,6.6,0,29,7,2,4,17,12,0,2017,Semi Finals
59,49,Joel Selwood,MID,62,0.8,0,18,3,2,3,11,7,0,2017,Semi Finals
60,49,Heath Shaw,DEF,68,11.5,0,17,5,2,0,13,4,0,2017,Semi Finals
61,49,Dom Sheed,MID,78,10.4,0,21,6,2,5,12,9,0,2017,Semi Finals
62,49,Nick Smith,DEF,35,5.9,0,8,3,2,0,2,6,0,2017,Semi Finals
63,49,Tom Stewart,DEF,42,4,0,11,3,2,0,6,5,0,2017,Semi Finals
64,49,Zach Tuohy,DEF,97,12.4,0,25,7,2,0,18,7,0,2017,Semi Finals
65,66,Tom Barrass,KEYD,71,19.6,0,15,7,1,0,12,3,0,2017,Semi Finals
66,66,Jed Bews,DEF,73,11.3,0,19,6,1,0,13,6,0,2017,Semi Finals
67,66,Aidan Corr,KEYD,35,7.2,0,11,4,1,0,6,5,0,2017,Semi Finals
68,66,Lachie Henderson,KEYD,98,13.5,0,22,13,1,0,17,5,0,2017,Semi Finals
69,66,Josh J. Kennedy,KEYF,39,6.4,1,9,2,1,0,6,3,0,2017,Semi Finals
70,66,Andrew Mackie,DEF,84,7.3,0,21,8,1,0,14,7,0,2017,Semi Finals
71,66,Jeremy McGovern,KEYD,70,19.9,0,15,8,1,0,12,3,0,2017,Semi Finals
72,66,Jarrad McVeigh,DEF,72,5.8,1,19,4,1,1,13,6,0,2017,Semi Finals
73,66,Daniel Menzel,FWD,63,8.3,2,12,5,1,0,10,2,0,2017,Semi Finals
74,66,Brandan Parfitt,FWD,49,10.1,0,17,0,1,3,10,7,0,2017,Semi Finals
75,66,Drew Petrie,KEYF,60,8.4,1,7,5,1,0,3,4,18,2017,Semi Finals
76,66,Dane Rampe,KEYD,39,4.9,0,11,6,1,0,4,7,0,2017,Semi Finals
77,66,Brad Sheppard,DEF,44,3.4,0,10,4,1,0,8,2,0,2017,Semi Finals
78,66,Callum Sinclair,RUC,15,0.8,0,2,0,1,0,1,1,9,2017,Semi Finals
79,66,Zac Smith,RUC,91,16.9,1,19,2,1,4,7,12,30,2017,Semi Finals
80,66,Tim Taranto,FWD,66,12.7,1,17,4,1,2,10,7,0,2017,Semi Finals
81,66,Adam Tomlinson,KEYD,21,7.2,0,6,1,1,0,1,5,0,2017,Semi Finals
82,66,Sharrod Wellingham,DEF,57,10.5,0,14,5,1,0,10,4,0,2017,Semi Finals
83,66,Nathan Wilson,DEF,63,16.8,0,18,3,1,0,13,5,0,2017,Semi Finals
84,66,Elliot Yeo,DEF,62,3.4,0,15,7,1,0,12,3,0,2017,Semi Finals
85,86,Brett Deledio,FWD,49,8.4,1,15,4,0,1,7,8,0,2017,Semi Finals
86,86,Eric Mackenzie,KEYD,47,6.2,0,14,6,0,0,3,11,0,2017,Semi Finals
87,86,Sam Reid,KEYF,41,9,1,9,4,0,0,6,3,0,2017,Semi Finals
