,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Liam Shiels,MID,81,7.9,0,11,4,9,3,8,3,0,2013,Grand Final
1,2,Michael Barlow,MID,96,7.5,0,23,3,8,4,14,9,0,2013,Grand Final
2,2,David Mundy,MID,119,14,0,28,3,8,7,19,9,1,2013,Grand Final
3,4,Sam Mitchell,MID,59,11.8,0,12,0,7,3,8,4,0,2013,Grand Final
4,4,Cyril Rioli,FWD,85,11.4,1,15,3,7,3,8,7,0,2013,Grand Final
5,4,Brad Sewell,MID,73,5.4,0,13,4,7,1,8,5,1,2013,Grand Final
6,7,Luke Breust,FWD,77,15.1,1,13,4,6,3,8,5,0,2013,Grand Final
7,7,Paul Duffield,DEF,76,7.3,0,17,2,6,0,12,5,0,2013,Grand Final
8,7,Nat Fyfe,MID,98,10.2,0,28,3,6,5,13,15,0,2013,Grand Final
9,7,Paul Puopolo,FWD,52,9.2,0,10,1,6,0,7,3,0,2013,Grand Final
10,11,Ben Stratton,KEYD,68,7.8,0,14,4,5,0,8,6,0,2013,Grand Final
11,12,Shaun Burgoyne,MID,55,1.8,0,14,1,4,2,7,7,0,2013,Grand Final
12,12,Lance Franklin,KEYF,84,8.2,1,18,6,4,2,9,9,0,2013,Grand Final
13,12,Brent Guerra,DEF,55,-0.6,0,9,5,4,0,9,0,0,2013,Grand Final
14,12,Jordan Lewis,MID,111,13.4,0,26,8,4,8,14,12,4,2013,Grand Final
15,12,Chris Mayne,FWD,68,7.4,1,13,5,4,2,4,9,0,2013,Grand Final
16,12,Danyle Pearce,MID,76,7.9,1,17,3,4,1,11,6,0,2013,Grand Final
17,12,Lee Spurr,DEF,54,5.7,0,10,4,4,0,8,2,0,2013,Grand Final
18,12,Nicholas Suban,MID,57,7.3,0,12,3,4,1,5,7,0,2013,Grand Final
19,20,Max Bailey,RUC,40,3,0,7,1,3,3,2,5,9,2013,Grand Final
20,20,Zac Clarke,RUC,31,2.6,0,5,1,3,1,1,4,8,2013,Grand Final
21,20,Bradley Hill,MID,70,8,1,15,4,3,1,10,5,0,2013,Grand Final
22,20,Matthew Pavlich,KEYF,86,10.1,3,13,6,3,0,12,1,0,2013,Grand Final
23,20,Isaac Smith,MID,86,9.6,1,18,6,3,2,13,5,0,2013,Grand Final
24,20,Michael Walters,FWD,64,13.2,2,11,4,3,1,6,5,0,2013,Grand Final
25,20,Matt de Boer,FWD,53,9.1,0,16,3,3,2,3,13,0,2013,Grand Final
26,27,Hayden Ballantyne,FWD,58,-2,0,14,3,2,0,8,6,0,2013,Grand Final
27,27,Zac Dawson,KEYD,19,2.3,0,7,3,2,0,0,7,0,2013,Grand Final
28,27,Jack Gunston,FWD,94,14.9,4,16,6,2,0,13,3,0,2013,Grand Final
29,27,David Hale,RUC,67,7.7,0,12,7,2,1,6,6,11,2013,Grand Final
30,27,Luke Hodge,DEF,74,19.2,0,21,3,2,2,17,4,0,2013,Grand Final
31,27,Michael Johnson,KEYD,83,22.7,0,20,8,2,0,13,7,1,2013,Grand Final
32,33,Brian Lake,KEYD,88,17.1,0,22,10,1,0,16,6,0,2013,Grand Final
33,33,Tendai Mzungu,MID,74,14,1,19,4,1,2,14,5,0,2013,Grand Final
34,33,Jarryd Roughead,KEYF,83,14.9,2,20,4,1,3,14,6,2,2013,Grand Final
35,33,Aaron Sandilands,RUC,79,16.6,0,13,1,1,3,2,11,44,2013,Grand Final
36,33,Cam Sutcliffe,DEF,27,1.1,0,8,0,1,0,6,2,0,2013,Grand Final
37,38,Grant Birchall,DEF,101,8.9,0,26,11,0,2,16,10,0,2013,Grand Final
38,38,Ryan Crowley,MID,44,-2.6,0,15,2,0,2,6,9,1,2013,Grand Final
39,38,Josh Gibson,KEYD,78,2.5,0,19,9,0,2,16,3,0,2013,Grand Final
40,38,Stephen Hill,MID,50,10.4,0,21,0,0,2,10,11,0,2013,Grand Final
41,38,Luke McPharlin,KEYD,62,3.2,0,16,7,0,0,9,7,0,2013,Grand Final
42,38,Lachie Neale,MID,26,9.1,0,7,2,0,1,5,2,0,2013,Grand Final
43,38,Jonathan Simpkin,MID,19,1.7,0,6,2,0,1,4,2,0,2013,Grand Final
