,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Jacob Hopper,MID,94,8.5,1,19,2,9,4,11,8,0,2019,Grand Final
1,2,Tim Taranto,MID,117,10.4,0,30,5,7,5,14,16,0,2019,Grand Final
2,3,Josh Caddy,FWD,101,12.8,0,19,8,6,3,16,3,0,2019,Grand Final
3,3,Shane Edwards,DEF,80,17.3,0,21,2,6,6,9,12,0,2019,Grand Final
4,3,Bachar Houli,DEF,114,9.4,0,26,7,6,1,14,12,0,2019,Grand Final
5,3,Josh Kelly,MID,66,7.9,0,15,2,6,3,6,9,0,2019,Grand Final
6,7,Zac Williams,DEF,85,7.5,0,21,4,5,3,11,10,0,2019,Grand Final
7,8,Shai Bolton,FWD,56,5.1,1,11,3,4,2,6,5,0,2019,Grand Final
8,8,Brent Daniels,FWD,70,1.5,0,15,5,4,0,9,6,0,2019,Grand Final
9,8,Toby Greene,FWD,82,2.2,0,23,5,4,2,14,9,0,2019,Grand Final
10,8,Dylan Grimes,KEYD,90,7.3,0,14,11,4,0,10,4,0,2019,Grand Final
11,8,Adam Kennedy,DEF,56,7.7,0,11,4,4,1,5,6,0,2019,Grand Final
12,8,Daniel Rioli,FWD,56,11.6,1,12,2,4,0,6,6,0,2019,Grand Final
13,8,Jayden Short,DEF,84,7.5,0,19,6,4,0,12,7,0,2019,Grand Final
14,15,Kane Lambert,FWD,73,14.4,1,19,3,3,2,7,12,0,2019,Grand Final
15,15,Toby Nankervis,RUC,90,8.7,0,17,5,3,3,6,11,22,2019,Grand Final
16,15,Harry Perryman,MID,76,5.6,0,21,4,3,1,10,11,0,2019,Grand Final
17,15,Dion Prestia,MID,74,7.2,0,22,1,3,4,19,3,0,2019,Grand Final
18,15,Sam J. Reid,DEF,47,7.4,0,12,2,3,1,5,7,0,2019,Grand Final
19,15,Heath Shaw,DEF,130,15.6,0,29,14,3,2,19,10,0,2019,Grand Final
20,15,Nick Vlastuin,DEF,106,11.1,0,22,12,3,0,17,5,0,2019,Grand Final
21,22,Trent Cotchin,MID,69,11.5,1,15,5,2,2,9,6,0,2019,Grand Final
22,22,Ivan Soldo,RUC,64,7.5,1,7,4,2,2,4,3,20,2019,Grand Final
23,24,Jeremy Cameron,KEYF,63,9.2,1,13,7,1,0,11,2,0,2019,Grand Final
24,24,Aidan Corr,KEYD,67,9.2,0,18,4,1,0,15,3,0,2019,Grand Final
25,24,Jeremy Finlayson,KEYF,8,3.2,0,1,1,1,1,1,0,1,2019,Grand Final
26,24,Nick Haynes,DEF,119,11.6,0,24,15,1,1,21,3,0,2019,Grand Final
27,24,Harry Himmelberg,KEYF,65,4.2,1,12,7,1,0,9,3,2,2019,Grand Final
28,24,Daniel Lloyd,FWD,38,6,0,15,1,1,2,6,9,0,2019,Grand Final
29,24,Tom J. Lynch,KEYF,70,11.5,2,13,7,1,0,9,4,0,2019,Grand Final
30,24,Dustin Martin,FWD,91,22.8,4,22,4,1,3,11,11,0,2019,Grand Final
31,24,Shane Mumford,RUC,42,7.4,0,10,0,1,2,2,8,15,2019,Grand Final
32,24,Marlion Pickett,MID,73,14.9,1,22,2,1,3,13,9,0,2019,Grand Final
33,24,Sam Taylor,KEYD,51,12.3,0,14,4,1,0,6,8,0,2019,Grand Final
34,24,Lachie Whitfield,FWD,50,5.6,0,14,3,1,3,12,2,0,2019,Grand Final
35,36,David Astbury,KEYD,50,4.6,0,11,7,0,0,9,2,0,2019,Grand Final
36,36,Liam Baker,DEF,37,3,0,12,4,0,0,6,6,0,2019,Grand Final
37,36,Nathan Broad,DEF,51,8.7,0,13,5,0,0,10,3,0,2019,Grand Final
38,36,Jason Castagna,FWD,78,5.4,0,20,6,0,3,14,6,0,2019,Grand Final
39,36,Phil Davis,KEYD,65,7.5,0,15,9,0,0,11,4,0,2019,Grand Final
40,36,Brandon Ellis,MID,30,5.7,0,11,1,0,1,5,6,0,2019,Grand Final
41,36,Jack Riewoldt,KEYF,93,19.7,5,13,8,0,0,11,2,0,2019,Grand Final
42,36,Adam Tomlinson,MID,60,4.8,0,17,6,0,1,11,6,0,2019,Grand Final
43,36,Matt de Boer,MID,31,-4.1,0,12,3,0,0,6,6,0,2019,Grand Final
