,Rank,Player,Position,AF,R,G,D,M,T    ,C,K,H,HO,Season,Round
0,1,Stephen Coniglio,FWD,74,6.6,0,14,2,8,1,7,7,0,2021,Semi Finals
1,1,Max Holmes,FWD,63,6.9,0,10,1,8,5,6,4,0,2021,Semi Finals
2,1,Shane Mumford,RUC,104,16.1,1,10,2,8,8,4,6,35,2021,Semi Finals
3,1,Joel Selwood,MID,68,4.2,0,14,2,8,2,8,6,0,2021,Semi Finals
4,5,Josh Dunkley,FWD,95,14.3,0,21,5,7,4,7,14,0,2021,Semi Finals
5,5,Tim English,RUC,84,14,0,13,1,7,4,9,4,22,2021,Semi Finals
6,5,Jacob Hopper,MID,102,12.2,0,27,4,7,6,11,16,0,2021,Semi Finals
7,5,Josh Kelly,MID,105,16.7,1,25,3,7,6,14,11,0,2021,Semi Finals
8,9,Tom Liberatore,MID,94,21.5,2,21,4,6,7,14,7,0,2021,Semi Finals
9,9,Lincoln McCarthy,FWD,80,10.1,1,15,5,6,1,6,9,0,2021,Semi Finals
10,9,Aaron Naughton,KEYF,68,11.1,1,11,3,6,0,5,6,0,2021,Semi Finals
11,12,Lachie Ash,DEF,82,10.6,0,21,2,5,3,15,6,0,2021,Semi Finals
12,12,Charlie Cameron,FWD,81,11.3,3,13,4,5,0,10,3,0,2021,Semi Finals
13,12,Jarryd Lyons,MID,105,18.5,0,27,4,5,8,15,12,0,2021,Semi Finals
14,12,Jack Macrae,MID,146,24.2,1,39,4,5,11,27,12,0,2021,Semi Finals
15,12,Sam Menegola,MID,128,16.8,2,29,8,5,5,19,10,0,2021,Semi Finals
16,12,Daniel Rich,DEF,90,11.2,0,22,2,5,1,19,3,0,2021,Semi Finals
17,12,Mitch Robinson,MID,96,14.7,1,24,3,5,3,13,11,0,2021,Semi Finals
18,12,Adam Treloar,FWD,43,4.3,0,10,1,5,0,2,8,0,2021,Semi Finals
19,12,Callan Ward,MID,79,14.7,1,22,0,5,5,10,12,0,2021,Semi Finals
20,12,Lewis Young,KEYD,44,6.8,0,4,1,5,2,2,2,10,2021,Semi Finals
21,12,Dayne Zorko,MID,90,10.1,0,24,6,5,4,12,12,0,2021,Semi Finals
22,23,Patrick Dangerfield,MID,75,13.3,0,20,3,4,7,11,9,0,2021,Semi Finals
23,23,Tom Fullarton,RUC,61,6.5,1,13,2,4,1,5,8,4,2021,Semi Finals
24,23,Cameron Guthrie,MID,89,11.4,0,25,3,4,3,16,9,0,2021,Semi Finals
25,23,Harry Himmelberg,KEYF,54,13.4,2,8,2,4,0,5,3,0,2021,Semi Finals
26,23,Lachie Neale,MID,99,11.2,0,28,6,4,3,14,14,0,2021,Semi Finals
27,23,Bailey Smith,MID,126,21.8,3,27,6,4,2,19,8,0,2021,Semi Finals
28,23,Tim Taranto,FWD,80,8.4,0,20,3,4,5,14,6,0,2021,Semi Finals
29,23,Laitham Vandermeer,FWD,41,5.9,0,10,0,4,0,5,5,0,2021,Semi Finals
30,23,Lachie Whitfield,MID,113,16.2,0,34,5,4,3,22,12,0,2021,Semi Finals
31,32,Harris Andrews,KEYD,74,19.2,0,17,7,3,0,6,11,0,2021,Semi Finals
32,32,Nakia Cockatoo,FWD,22,2.9,0,5,0,3,1,3,2,0,2021,Semi Finals
33,32,Keidean Coleman,FWD,50,13.4,0,15,2,3,0,9,6,0,2021,Semi Finals
34,32,Zach Guthrie,DEF,38,2.2,0,7,2,3,0,5,2,0,2021,Semi Finals
35,32,Deven Robertson,FWD,37,5.4,0,8,2,3,0,3,5,0,2021,Semi Finals
36,32,Gary Rohan,FWD,68,9.5,2,13,3,3,1,10,3,0,2021,Semi Finals
37,32,Rhys Stanley,RUC,123,14.4,0,19,7,3,4,15,4,35,2021,Semi Finals
38,39,Marcus Adams,KEYD,43,5.3,0,9,4,2,0,8,1,0,2021,Semi Finals
39,39,Zac Bailey,FWD,77,7.5,2,17,4,2,2,12,5,0,2021,Semi Finals
40,39,Jarrod Berry,MID,37,4.1,0,10,2,2,1,5,5,0,2021,Semi Finals
41,39,Mark Blicavs,KEYD,41,9.8,0,9,4,2,0,5,4,0,2021,Semi Finals
42,39,Tanner Bruhn,FWD,33,5.6,0,9,1,2,1,6,3,0,2021,Semi Finals
43,39,Jeremy Cameron,KEYF,74,6.8,2,14,4,2,0,10,4,0,2021,Semi Finals
44,39,Brad Close,FWD,59,17.9,2,13,2,2,0,7,6,0,2021,Semi Finals
45,39,Caleb Daniel,DEF,97,10.4,0,31,2,2,3,22,9,0,2021,Semi Finals
46,39,Phil Davis,KEYD,32,9.2,0,9,4,2,0,3,6,0,2021,Semi Finals
47,39,Mitch Duncan,FWD,84,5.1,0,22,8,2,2,13,9,0,2021,Semi Finals
48,39,Mitch Hannan,FWD,42,5.4,1,8,2,2,0,6,2,0,2021,Semi Finals
49,39,Lachie Henderson,KEYD,48,5.7,0,9,4,2,0,9,0,0,2021,Semi Finals
50,39,Jack Henry,KEYD,59,7.1,0,11,6,2,0,9,2,0,2021,Semi Finals
51,39,Bobby Hill,FWD,34,9.4,1,6,1,2,0,5,1,0,2021,Semi Finals
52,39,Lachie Hunter,MID,76,10.3,0,20,4,2,4,14,6,0,2021,Semi Finals
53,39,Jason Johannisen,FWD,39,3.3,1,7,1,2,0,7,0,0,2021,Semi Finals
54,39,Ryan Lester,DEF,37,9.3,1,6,2,2,0,5,1,0,2021,Semi Finals
55,39,Hugh McCluggage,MID,110,15,1,28,7,2,5,19,9,0,2021,Semi Finals
56,39,Gryan Miers,FWD,74,7.9,0,18,6,2,2,10,8,0,2021,Semi Finals
57,39,Jack Payne,KEYD,16,-0.7,0,3,1,2,0,2,1,0,2021,Semi Finals
58,39,Harry Perryman,DEF,54,3.5,0,15,2,2,1,12,3,0,2021,Semi Finals
59,39,Conor Stone,MID,46,6.9,2,8,1,2,0,6,2,0,2021,Semi Finals
60,39,Matt de Boer,FWD,79,16.3,0,23,5,2,3,9,14,0,2021,Semi Finals
61,62,Jed Bews,DEF,47,6,0,14,3,1,1,6,8,0,2021,Semi Finals
62,62,Grant Birchall,DEF,64,5.6,0,18,4,1,1,12,6,0,2021,Semi Finals
63,62,Marcus Bontempelli,MID,96,10.8,0,29,7,1,5,16,13,0,2021,Semi Finals
64,62,Bailey Dale,DEF,71,2.8,0,20,4,1,2,15,5,0,2021,Semi Finals
65,62,Joe Daniher,KEYF,32,7.8,1,6,2,1,0,5,1,1,2021,Semi Finals
66,62,Taylor Duryea,DEF,48,3.5,0,15,2,1,1,12,3,0,2021,Semi Finals
67,62,Darcy Gardiner,KEYD,40,8.5,0,12,3,1,0,7,5,0,2021,Semi Finals
68,62,Tom Hawkins,KEYF,106,21,5,19,8,1,1,9,10,2,2021,Semi Finals
69,62,Nick Haynes,DEF,93,12.8,1,21,9,1,0,13,8,0,2021,Semi Finals
70,62,Alex Keath,KEYD,37,6.1,0,9,3,1,0,4,5,0,2021,Semi Finals
71,62,Jake Kolodjashnij,KEYD,60,5.2,0,16,5,1,0,9,7,0,2021,Semi Finals
72,62,Daniel Lloyd,FWD,25,2.1,1,5,1,1,0,3,2,0,2021,Semi Finals
73,62,Brandan Parfitt,MID,7,1.1,0,3,0,1,0,0,3,0,2021,Semi Finals
74,62,Esava Ratugolea,RUC,30,5.5,1,5,1,1,0,3,2,4,2021,Semi Finals
75,62,Isaac Smith,MID,94,14.9,1,23,5,1,4,20,3,0,2021,Semi Finals
76,62,Brandon Starcevich,DEF,52,7.4,0,14,5,1,0,11,3,0,2021,Semi Finals
77,62,Jake Stein,KEYD,25,4.4,0,8,4,1,0,5,3,0,2021,Semi Finals
78,62,Sam Taylor,KEYD,29,3.2,0,6,3,1,1,4,2,0,2021,Semi Finals
79,62,Zach Tuohy,DEF,96,17.6,0,31,5,1,4,17,14,0,2021,Semi Finals
80,62,Cody Weightman,FWD,19,2.1,1,4,0,1,0,3,1,0,2021,Semi Finals
81,62,Bailey Williams,DEF,47,9.7,0,13,3,1,1,10,3,0,2021,Semi Finals
82,62,Easton Wood,DEF,52,11.9,0,12,5,1,0,9,3,0,2021,Semi Finals
83,84,Tom Atkins,DEF,28,6.8,0,11,2,0,0,6,5,0,2021,Semi Finals
84,84,Isaac Cumming,DEF,55,5.9,0,16,5,0,0,8,8,0,2021,Semi Finals
85,84,Ryan Gardner,KEYD,8,0.6,0,5,0,0,0,2,3,0,2021,Semi Finals
86,84,Connor Idun,DEF,38,4.3,0,11,4,0,0,6,5,0,2021,Semi Finals
87,84,Oscar McInerney,RUC,81,7.7,0,17,2,0,6,10,7,40,2021,Semi Finals
